# Prot. vs. RNA Profile Dissimilarity Measure Over Phase Shifts 
# Time series file:  C:\Users\Francis Motta\PycharmProjects\biochron\proteomics\data\wild-type_linearSpline_time-series.tsv 
# No. of Randomized Curves:  10000 
	shift_0	shift_1	shift_2	shift_3	shift_4	shift_5	shift_6	shift_7	shift_8	shift_9	shift_10	kt_diss_range	kt_diss	kt_diss_pval	est_delay	min_dist_flag	min_pval_flag
SWI6_1_p_r2	0.43908045977011495	0.41133004926108374	0.41798941798941797	0.4358974358974359	0.4646153846153846	0.5266666666666666	0.5579710144927537	0.5019762845849802	0.4588744588744589	0.5047619047619047	0.5052631578947369	0.14664096523166992	0.41133004926108374	0.7222	6.896551719999998	0.0	0.0
SWI6_2_p_r1	0.42298850574712643	0.45566502463054187	0.47619047619047616	0.49572649572649574	0.52	0.5266666666666666	0.463768115942029	0.3675889328063241	0.2943722943722944	0.2571428571428571	0.23157894736842105	0.29508771929824557	0.23157894736842105	0.0008	68.96551719999998	0.0	0.0
SWI6_2_p_r2	0.4	0.4039408866995074	0.3888888888888889	0.3903133903133903	0.40923076923076923	0.4066666666666667	0.37318840579710144	0.36363636363636365	0.329004329004329	0.29523809523809524	0.3105263157894737	0.11399267399267399	0.29523809523809524	0.023	62.06896547999998	0.0	0.0
SWI6_3_p_r2	0.4298850574712644	0.37192118226600984	0.30687830687830686	0.2621082621082621	0.2246153846153846	0.22666666666666666	0.2463768115942029	0.3201581027667984	0.3593073593073593	0.43333333333333335	0.5789473684210527	0.35433198380566805	0.2246153846153846	0.0003	27.58620687999999	1.0	1.0
CLB2_wb_p_r1	0.31724137931034485	0.270935960591133	0.2804232804232804	0.32763532763532766	0.39384615384615385	0.4666666666666667	0.5471014492753623	0.6205533596837944	0.6926406926406926	0.7761904761904762	0.8368421052631579	0.5659061446720249	0.270935960591133	0.0002	6.896551719999998	0.0	0.0
CLB2_wb_p_r2	0.2482758620689655	0.24876847290640394	0.291005291005291	0.358974358974359	0.4369230769230769	0.5166666666666667	0.6014492753623188	0.6758893280632411	0.7445887445887446	0.7428571428571429	0.7421052631578947	0.49631288251977906	0.2482758620689655	0.0004	0.0	0.0	0.0
CLB2_wb_p_r3	0.4160919540229885	0.3522167487684729	0.31216931216931215	0.3333333333333333	0.38769230769230767	0.4533333333333333	0.5289855072463768	0.5928853754940712	0.6536796536796536	0.7238095238095238	0.7473684210526316	0.4351991088833194	0.31216931216931215	0.0006	13.793103439999996	0.0	0.0
CLB2_2_p_r1	0.20229885057471264	0.1724137931034483	0.17195767195767195	0.22792022792022792	0.2923076923076923	0.3433333333333333	0.38405797101449274	0.45849802371541504	0.5194805194805194	0.5666666666666667	0.6	0.428042328042328	0.17195767195767195	0.0	13.793103439999996	1.0	1.0
CLB2_2_p_r2	0.24367816091954023	0.24630541871921183	0.2328042328042328	0.23646723646723647	0.32	0.4066666666666667	0.4601449275362319	0.4743083003952569	0.48484848484848486	0.5190476190476191	0.5789473684210527	0.34614313561681986	0.2328042328042328	0.0009	13.793103439999996	0.0	0.0
STB1_1_p_r1	0.40229885057471265	0.3817733990147783	0.3888888888888889	0.43304843304843305	0.49230769230769234	0.55	0.5905797101449275	0.6007905138339921	0.6277056277056277	0.6190476190476191	0.5631578947368421	0.24593222869084935	0.3817733990147783	0.4509	6.896551719999998	0.0	0.0
STB1_1_p_r2	0.4091954022988506	0.3694581280788177	0.3492063492063492	0.3732193732193732	0.4369230769230769	0.5333333333333333	0.6231884057971014	0.6047430830039525	0.5844155844155844	0.5761904761904761	0.5421052631578948	0.27398205659075225	0.3492063492063492	0.1797	13.793103439999996	0.0	0.0
STB1_2_p_r1	0.5724137931034483	0.5566502463054187	0.5264550264550265	0.46438746438746437	0.38769230769230767	0.36333333333333334	0.35144927536231885	0.3675889328063241	0.4199134199134199	0.47619047619047616	0.5210526315789473	0.22096451774112946	0.35144927536231885	0.1889	41.37931031999999	0.0	0.0
STB1_2_p_r2	0.5126436781609195	0.4827586206896552	0.46296296296296297	0.452991452991453	0.48923076923076925	0.5466666666666666	0.5942028985507246	0.6245059288537549	0.6060606060606061	0.5428571428571428	0.47368421052631576	0.1715144758623019	0.452991452991453	0.9622	20.689655159999994	0.0	0.0
STB1_3_p_r1	0.5862068965517241	0.5738916256157636	0.5264550264550265	0.47863247863247865	0.41846153846153844	0.3566666666666667	0.3007246376811594	0.28063241106719367	0.2987012987012987	0.40476190476190477	0.49473684210526314	0.3055744854845304	0.28063241106719367	0.0092	48.275862039999986	1.0	1.0
STB1_3_p_r2	0.5609195402298851	0.5344827586206896	0.5264550264550265	0.5071225071225072	0.4584615384615385	0.47333333333333333	0.4601449275362319	0.4308300395256917	0.48484848484848486	0.5571428571428572	0.6052631578947368	0.17443311836904513	0.4308300395256917	0.8645	48.275862039999986	0.0	0.0
HCM1_1_p_r1	0.17471264367816092	0.20689655172413793	0.32275132275132273	0.42450142450142453	0.5261538461538462	0.64	0.75	0.83399209486166	0.8658008658008658	0.8	0.6842105263157895	0.6910882221227048	0.17471264367816092	0.0	0.0	0.0	1.0
HCM1_1_p_r2	0.22988505747126436	0.1748768472906404	0.23544973544973544	0.3418803418803419	0.4553846153846154	0.58	0.6811594202898551	0.8102766798418972	0.8831168831168831	0.8380952380952381	0.7473684210526316	0.7082400358262426	0.1748768472906404	0.0	6.896551719999998	0.0	0.0
HCM1_2_p_r1	0.18620689655172415	0.14532019704433496	0.23544973544973544	0.3561253561253561	0.48307692307692307	0.6033333333333334	0.7246376811594203	0.8142292490118577	0.8874458874458875	0.8428571428571429	0.7315789473684211	0.7421256904015525	0.14532019704433496	0.0	6.896551719999998	0.0	0.0
HCM1_2_p_r2	0.23908045977011494	0.12807881773399016	0.11904761904761904	0.23646723646723647	0.36923076923076925	0.49333333333333335	0.6268115942028986	0.7707509881422925	0.8701298701298701	0.861904761904762	0.8052631578947368	0.751082251082251	0.11904761904761904	0.0	13.793103439999996	1.0	0.0
SIC1_1_p_r1	0.41839080459770117	0.3275862068965517	0.2751322751322751	0.2849002849002849	0.3261538461538461	0.37666666666666665	0.4492753623188406	0.5098814229249012	0.5670995670995671	0.6142857142857143	0.6684210526315789	0.3932887774993038	0.2751322751322751	0.0098	13.793103439999996	1.0	0.0
SIC1_1_p_r2	0.4206896551724138	0.3226600985221675	0.2751322751322751	0.2962962962962963	0.3384615384615385	0.39666666666666667	0.47101449275362317	0.541501976284585	0.6103896103896104	0.638095238095238	0.6421052631578947	0.3669729880256196	0.2751322751322751	0.0088	13.793103439999996	0.0	1.0
