	dl_reg_pval	dl_reg_pval_norm	jtk_per_pval	jtk_per_pval_norm	dlxjtk_score
PF3D7_1002000	4.3e-05	7.450957967933156e-05	2.0008650961031914e-07	2.698423509014459e-06	2.02176084982097e-10
PF3D7_0102200	0.000192	0.0003326939371728293	2.0008650961031914e-07	2.698423509014459e-06	9.971239952542254e-10
PF3D7_0605900	0.0007030000000000001	0.0012181449887109321	5.124670303241732e-08	6.911275952160726e-07	2.0911613695196965e-09
PF3D7_0301800	0.000106	0.00018367477781416617	2.0695381558476795e-06	2.7910379482444616e-05	5.303508419467144e-09
PF3D7_1001100.1	9.8e-05	0.0001698125304319649	5.735652685057448e-06	7.735264149014227e-05	1.3595086878250627e-08
PF3D7_1252900	7e-05	0.00012129466459426067	1.4691891552010599e-05	0.00019813902313078137	2.5344195244860163e-08
PF3D7_1352900	9.6e-05	0.00016634696858641466	1.4691891552010599e-05	0.00019813902313078137	3.520164564900714e-08
PF3D7_0702100	0.000241	0.00041760020238881183	5.735652685057448e-06	7.735264149014227e-05	3.8162691400112966e-08
PF3D7_1149200	0.0008609999999999999	0.0014919243745094065	6.804813352432401e-07	9.17716459766365e-06	4.417072265164562e-08
PF3D7_0219700	0.000166	0.0002876416331806753	1.4691891552010599e-05	0.00019813902313078137	6.413112380816618e-08
PF3D7_0702000	0.000195	0.00033789227994115474	1.4691891552010599e-05	0.00019813902313078137	7.752183365798699e-08
PF3D7_0102700	0.00048600000000000005	0.0008421315284687243	5.735652685057448e-06	7.735264149014227e-05	1.1200440582615863e-07
PF3D7_1102900	0.000145	0.0002512532338023971	3.516389639901545e-05	0.00047423029616764593	1.551619498147214e-07
PF3D7_0918700	0.0009630000000000001	0.0016686680286324721	2.0695381558476795e-06	2.7910379482444616e-05	1.7639122661351844e-07
PF3D7_1148800	0.0009220000000000001	0.0015976240107986905	5.735652685057448e-06	7.735264149014227e-05	4.4163422294515037e-07
PF3D7_0701900	0.000439	0.000760690825098292	3.516389639901545e-05	0.00047423029616764593	6.975608745753672e-07
PF3D7_0202100	0.0012	0.0020793371073301826	5.735652685057448e-06	7.735264149014227e-05	8.613899274204636e-07
PF3D7_0112800	0.012276	0.02127161860798777	1.099815087910326e-08	1.4832418710116627e-07	1.4307783035114377e-06
PF3D7_1002100	0.001176	0.0020377503651835788	1.4691891552010599e-05	0.00019813902313078137	2.162004687033201e-06
PF3D7_1301800	0.000396	0.0006861812454189602	7.932217418824561e-05	0.0010697613748801328	2.3152411292365796e-06
PF3D7_0814400	0.01739	0.0301330602470599	1.099815087910326e-08	1.4832418710116627e-07	4.0627466428210185e-06
PF3D7_0113600	0.00173	0.002997710996401014	1.4691891552010599e-05	0.00019813902313078137	6.164345326888218e-06
PF3D7_0800900	0.000236	0.000408936297774936	0.0001698261780107018	0.0022903240807321174	6.82781447127994e-06
PF3D7_0929900	0.000869	0.0015057866218916075	7.932217418824561e-05	0.0010697613748801328	1.128639953101978e-05
PF3D7_1001800	0.002725	0.004721828014562291	1.4691891552010599e-05	0.00019813902313078137	2.2650564076334953e-05
PF3D7_0830500	0.0005480000000000001	0.0009495639456807836	0.0001698261780107018	0.0022903240807321174	2.5830319465035224e-05
PF3D7_1003600	0.002189	0.0037930574399548094	3.516389639901545e-05	0.00047423029616764593	3.390309489347852e-05
PF3D7_0301200	0.0007650000000000001	0.0013255774059229915	0.0001698261780107018	0.0022903240807321174	5.2280094943947406e-05
PF3D7_0100100	0.024413999999999998	0.042304113448632566	5.124670303241732e-08	6.911275952160726e-07	5.235387593684828e-05
PF3D7_0632800	0.016266	0.02818541448986063	2.0008650961031914e-07	2.698423509014459e-06	6.049686793502913e-05
PF3D7_1372000	0.026725	0.04630857016116595	5.124670303241732e-08	6.911275952160726e-07	6.866651815563057e-05
PF3D7_0501500	0.001088	0.0018852656439793656	0.0001698261780107018	0.0022903240807321174	0.00012281663791346723
PF3D7_1301200	0.035491	0.06149812773021294	5.124670303241732e-08	6.911275952160726e-07	0.00016078996470634304
PF3D7_0200100	0.015418000000000001	0.0267160162673473	6.804813352432401e-07	9.17716459766365e-06	0.0001752541215365316
PF3D7_0323400	0.007884	0.0136612447951593	5.735652685057448e-06	7.735264149014227e-05	0.0001994608312183807
PF3D7_1231200	0.008002	0.013865712944046772	5.735652685057448e-06	7.735264149014227e-05	0.00020851900896225626
PF3D7_0104800	0.006599	0.01143462130939323	1.4691891552010599e-05	0.00019813902313078137	0.0003102187995122028
PF3D7_0713200	0.031296	0.05422911175917117	2.0008650961031914e-07	2.698423509014459e-06	0.0004304853746134635
PF3D7_1201200	0.000298	0.0005163687149869954	0.0006803297011630345	0.009175119617381914	0.0005111821971869415
PF3D7_0713300	0.015877000000000002	0.02751136271090109	2.0695381558476795e-06	2.7910379482444616e-05	0.0005823896512383602
PF3D7_1416500	0.05474299999999999	0.09485762605548018	5.124670303241732e-08	6.911275952160726e-07	0.0005899612120891421
PF3D7_1001100.2	7.3e-05	0.00012649300736258614	0.0012842624885035599	0.017319928752181555	0.0006699525930647707
PF3D7_0301700	0.5232399999999999	0.9066602900328709	2.202383154764107e-10	2.970196487632866e-09	0.0022137037113194933
PF3D7_1200700	0.0006940000000000001	0.0012025499604059555	0.0006803297011630345	0.009175119617381914	0.0022990360049187403
PF3D7_1370300	0.036717	0.06362251714153527	6.804813352432401e-07	9.17716459766365e-06	0.0023642038257831654
PF3D7_0530750	0.00025299999999999997	0.0004383935734621136	0.0012842624885035599	0.017319928752181555	0.0027245382106922387
