,AS1501_3D7,AS1502_3D7,AS1503_3D7,AS1504_3D7,AS1505_3D7,AS1506_3D7,AS1507_3D7,AS1508_3D7,AS1509_3D7,AS1510_3D7,AS1511_3D7,AS1512_3D7,AS1513_3D7,AS1514_3D7,AS1515_3D7,AS1516_3D7
PF3D7_0523000,607.0932774,778.1017296,618.8256346,473.1704984,462.2168535,446.9793488,355.6127816,326.1601623,292.1495591,270.4030962,311.3239742,298.7447346,298.6344451,298.0553438,361.2758165,303.8063186
PF3D7_0523100,18.39230186,22.19803134,29.24507156,32.65660162,38.15121437,43.01350346,45.83702952,48.90938598,57.33578142,63.29186932,66.49818046,85.16040971,99.15288194,112.0485814,134.0083804,128.3590675
PF3D7_0523200,1.635465135,7.743980192,9.84441757,6.30942517,10.59352249,12.83358625,7.790479859,10.68505869,5.026474135,7.154191803,11.8154811,12.13221332,14.44579062,10.37900084,9.057870597,7.947965019
PF3D7_0523300,23.18868868,24.70979939,27.54945931,27.40980651,33.98936563,25.82636776,32.76759086,29.63949739,37.42944415,33.12207324,37.43917291,45.90993286,58.81660068,76.72729787,92.82698513,108.0873144
PF3D7_0523400,84.75758047,87.06902073,105.2608807,122.531205,118.6268763,128.3118296,130.8443549,142.1028321,158.9166518,161.2610215,162.2908675,160.9977339,189.9464813,214.8092052,244.374238,245.3261335
PF3D7_0523500,1.147463441,2.39694625,4.549611307,0.667785876,1.14876339,5.882060366,1.118435227,1.11063334,1.761543806,0.995067445,3.275802599,3.985176868,5.154978605,4.890938909,6.949159982,5.561444692
PF3D7_0523600,4.891430695,3.031640597,3.013023835,4.757974364,5.666496335,6.447643094,6.334214893,10.85537298,11.98781374,15.54314485,17.71453252,25.79416676,36.03858761,54.55405118,86.83777224,94.09596032
PF3D7_0523700,3.918091641,11.8761614,8.311789888,3.76578502,4.699395191,4.27422197,2.343460606,3.318291171,2.323942747,3.33980942,6.118102118,6.833281973,7.38751597,6.934581644,7.671276572,7.017322468
PF3D7_0523800,35.98624032,88.71096725,90.89093918,76.05349971,77.78338002,88.45806934,63.2544513,52.0003394,41.87331064,33.84500385,31.36545122,22.07596829,24.00238311,22.19708578,42.61711849,43.15825417
PF3D7_0523900,34.48390132,61.51258215,65.57350317,47.5175479,52.54868497,54.23605661,35.41711553,44.37633508,36.66860672,26.20466216,24.40794094,20.99752854,20.35711159,23.78598112,43.49356601,43.27991381
PF3D7_0524000,681.662023,1066.621068,930.4117031,791.5395501,836.8361681,845.1627305,734.1552119,725.1101766,719.0099934,630.4294505,620.0989401,587.8277701,626.2179953,656.5503343,934.2582986,953.1797221
PF3D7_0524100,40.05176251,154.7728884,138.5757111,87.57120662,80.3530177,72.32819391,39.2036721,35.06262313,30.13316092,29.2143083,34.54233776,36.4853285,38.63195113,40.39901938,50.43615406,53.23955704
PF3D7_0524200,2.906907384,9.49262088,3.903860025,4.338454044,4.82798254,4.129516867,2.604871723,2.450558725,2.80710529,4.116690317,5.139839949,3.908044412,3.959910447,5.541642726,8.305367011,7.801969363
PF3D7_0524300,17.81998507,35.68645698,48.2655632,50.78290083,56.07933037,66.65108831,49.86242555,53.29948502,49.62835884,42.50429369,48.56880394,48.26414273,51.91624972,62.05474147,64.91403277,68.68528431
PF3D7_0524400,363.641406,672.9071437,788.1393599,792.1983983,792.3481141,737.4271582,711.0711704,641.0175084,485.5339341,473.5868535,530.0284407,483.7463405,444.8004745,367.1411355,307.0873668,277.5775463
PF3D7_0524500,18.05095714,70.34710117,71.45458081,46.76116741,57.03054376,66.12143079,37.01659817,45.09708765,19.43380586,18.75381144,32.12399968,39.7783092,34.54389964,27.70821363,42.64486523,44.88026066
PF3D7_0524600,5.295528956,13.7685052,13.31819357,7.819306707,8.846623047,10.63247698,11.94298082,18.23935451,18.16165319,17.75211892,21.42222537,23.98167342,33.15437144,47.54447591,104.782828,129.8772179
PF3D7_0524700,25.50399875,51.95354905,73.80242116,70.50180881,79.77557943,89.42648723,110.6617799,118.2510177,117.7741599,133.9046302,164.4082059,182.6628912,168.7850228,194.0538,220.2850935,211.1133732
PF3D7_0524800,10.30480007,13.97293675,14.42765469,11.47524773,12.32995113,14.60941773,10.88280554,13.48603565,10.79039815,11.85351027,19.92398283,18.23906707,17.19502802,15.00488842,18.13819974,17.23439613
PF3D7_0524900,44.54416725,112.7692646,111.702388,117.5782543,109.4320335,102.4107856,98.3012964,91.2999001,88.73264845,86.56935851,98.57747891,93.33821875,88.54957115,88.03930621,80.72232768,69.92262391
PF3D7_0525000,9.957704019,16.30864967,13.18096609,15.47747689,18.68189556,21.44392143,14.28741512,19.27618376,26.87041431,47.46683429,56.43115944,62.1703742,44.99431066,39.15901128,86.4682498,53.95784637
PF3D7_0525100,599.3016552,537.9587766,426.2813666,363.8273809,311.4926228,280.6942373,247.0580273,232.1536768,299.3618247,281.3852164,245.4888412,268.8499311,350.488576,422.6357236,518.8114995,544.7639527
PF3D7_0525200,18.76919389,35.24437873,24.74127814,15.08835114,15.35102719,15.35521253,14.42720987,16.36833407,18.1638971,18.91650107,23.92717047,27.04811858,38.38016251,47.81473337,67.39088754,76.27095518
PF3D7_0525300,2.925000169,4.011996851,2.959135155,1.158234423,1.31968195,0.569124287,1.014017001,0.744262591,0.451349917,0.764880681,2.01441471,2.648122862,2.871957652,2.188499075,3.862406554,3.99480444
PF3D7_0525400,1.863402169,2.649878448,1.385298315,0.731996056,0.959406787,1.497937284,0.635691817,2.344670385,0.893945842,1.514926399,2.8194301,4.160349477,4.325188602,4.990926919,12.94949235,13.44675991
PF3D7_0525500,6.284783669,18.8430125,27.31475329,22.87775656,27.23963808,30.15273122,20.08743269,22.61902514,16.61795443,19.29931708,21.81079984,19.74201888,18.53801104,16.69434997,15.03445543,12.67933805
PF3D7_0525600,8.753755191,12.36082553,8.165389044,11.42634753,9.088471395,12.03604449,9.961063743,11.92984278,10.12637469,12.60866356,16.33806546,21.20359932,35.83881717,45.03689508,50.46926147,54.06784566
PF3D7_0525700,51.75176025,37.10238129,30.61509276,23.16508731,16.58247412,18.47258627,21.89421687,25.73808627,21.55222156,25.78129289,41.87071322,43.43152712,64.60385814,101.0333388,94.67440798,105.9342861
PF3D7_0525800,526.6717415,245.4588121,133.2537318,79.37333978,43.25936516,34.73275815,18.92050557,16.40490309,27.24247979,63.12562413,121.8337373,167.8956717,142.4806401,195.5014164,244.3726362,310.9564063
PF3D7_0525900,2.025719432,1.464764795,1.65656579,1.856770484,1.434095859,1.5930192,1.110641254,0.661736241,0.408162589,0.395253271,0.867459922,0.904549852,0.819048866,0.420052386,0.690073378,0.89999376
PF3D7_0526000,1.584930916,2.917187086,3.159922104,1.965293005,2.387817263,4.418999728,3.054561637,5.020558148,3.048322088,4.322439812,8.514651217,11.47369739,12.70326409,10.90522619,14.82315241,15.21797491
PF3D7_0526100,0.815352071,1.948137177,2.108356459,1.516362562,1.825212912,3.345340319,1.814047381,2.161671721,1.714282874,2.178833655,5.647164091,6.437379777,9.842237201,8.416799681,3.429664689,4.352697092
PF3D7_0526200.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029722642,0,0
PF3D7_0526200.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0526300,26.73637039,73.17856414,72.5024092,62.42149083,66.92306508,73.65943777,53.91272031,55.75105138,56.91852501,52.64874211,51.17531616,43.20086352,38.37170906,39.02225083,68.03420655,62.50903627
PF3D7_0526400,3.814312176,6.503231984,5.253418581,3.78534977,4.289502444,3.873119608,2.993822473,5.712705192,4.114323999,4.935479551,7.358791916,6.872621512,9.451743461,8.991673862,9.3554506,13.94628703
PF3D7_0526500,65.06435301,146.1036255,155.0349857,157.6051811,143.0080673,138.3143233,117.4211632,103.4380543,111.8504004,99.49345299,86.35441388,72.60215359,83.07964509,91.19966617,73.11444528,67.52035559
PF3D7_0526600,3.709920474,6.099102568,5.898156316,4.937778478,7.028582317,6.776275349,8.406183885,9.009752189,10.02600662,8.169393771,12.00514689,12.98985228,23.59039727,48.75818408,60.55329079,59.89768112
PF3D7_0526700,5.325075008,13.74039432,12.98808422,11.04821149,12.8869879,14.72360154,13.19809701,13.82090523,13.64809661,13.68155311,18.49246055,22.23098664,31.00145059,42.73123879,68.03811805,72.13906294
PF3D7_0526800,97.21202472,202.1049914,253.7055606,313.6910578,327.7778187,343.5375404,327.3923607,324.2507581,290.2943037,300.1564318,302.0591832,300.9973386,314.6259932,316.6611583,273.3534,256.8027648
PF3D7_0526900,161.6375711,410.7088073,457.5427706,414.8068441,444.82561,495.7569601,380.0338862,384.449605,409.726896,348.7549407,319.2490559,277.6172181,245.9396335,279.0989234,347.8329305,359.1601101
PF3D7_0527000,44.81104893,51.05328938,49.45989696,52.0824442,64.26531069,63.04849072,83.63293948,109.4544726,125.7967272,135.1858022,150.8243468,181.562317,297.8275061,368.0026937,364.718327,435.7517365
PF3D7_0527100,282.3310048,408.023158,520.0681501,616.3183525,612.9762833,573.3383689,618.8967326,583.4091605,579.1507012,553.8428332,557.6400906,602.0705489,717.0653856,710.6246533,625.0905662,700.9197389
PF3D7_0527200,45.59431467,91.56955361,122.3533876,142.6240764,170.9691391,184.1360203,143.3867182,153.4946593,170.9918363,178.6269216,199.6617901,211.5187581,237.9547198,261.401511,376.0682412,402.8305102
PF3D7_0527300,123.7651269,121.5663232,109.7663082,118.6012146,117.6691949,115.6930194,123.8087337,122.6234018,124.4385694,134.058793,138.5225063,146.4240072,157.4678322,169.3926879,153.3688083,148.4785159
PF3D7_0527400,143.3633869,340.848271,302.6719397,218.2900966,198.7770937,220.9783133,121.3438674,126.6122008,110.20158,96.59928181,104.1109626,94.77087003,92.37955978,81.68288575,125.9199634,109.3364578
PF3D7_0527500,1156.271494,1605.62379,1578.9431,1461.378828,1433.905555,1345.824499,1188.163207,1177.254403,1150.499183,1215.470006,1369.719405,1534.021462,1749.601985,1570.071739,1213.850197,1164.848697
PF3D7_0527600,13.03645965,34.29476942,40.18823321,35.64307111,37.99124638,37.966026,30.89677316,33.22644743,34.75379133,34.04996413,38.49068054,35.20239566,43.4736529,54.95696896,109.6229987,122.4032781
PF3D7_0527700,1.791929209,6.046669465,10.65730868,13.0355462,20.75867151,11.27333861,11.35288361,10.40648226,0.687726006,2.330911412,6.138764323,4.445304921,5.366827041,2.477158248,0.813908464,1.929999071
PF3D7_0527800,8.930860036,9.116837266,14.84105134,12.84079828,12.17175116,22.03356676,16.89780452,22.88172303,22.98496315,36.38889714,47.69252844,62.55561624,50.97839083,63.18245796,30.78142973,21.21836328
PF3D7_0527900,79.98360033,175.2561386,169.4456962,160.1041704,152.6450771,144.1152964,131.4900298,116.5681398,98.74960659,94.42495299,95.77148284,90.27083818,96.23865163,97.86045894,87.42794518,80.66971092
PF3D7_0528000,30.2318368,75.16528431,95.08687632,71.25542408,87.40579591,118.5053355,71.91091138,93.18657978,57.29949691,63.52510569,94.80434786,106.2653105,89.11652081,77.15522223,179.9888029,183.2508385
PF3D7_0528100,102.226243,168.9686517,145.6279213,122.9910793,133.2523181,136.044639,111.186893,105.9639745,102.315389,99.47143566,110.3191689,104.8891206,105.7520765,112.3235888,159.5482299,157.0114773
PF3D7_0528200,188.3878009,325.6379977,306.3873375,292.2143329,260.3289196,279.5547774,220.8715251,232.3667932,255.2521183,234.4305903,216.9036645,202.5560112,214.1671356,247.4229176,332.9016554,320.4701981
PF3D7_0528300,7.51584706,3.679447904,3.391611649,1.455155137,1.317495236,1.410532493,0.940655785,0.467047018,1.919267547,3.395142092,5.860852457,4.657582393,4.256746921,5.973174508,10.40066932,13.13460803
PF3D7_0528400,24.7479953,15.18352873,11.62833701,5.985461608,3.815233132,4.268665207,2.66281016,4.56260183,9.415819532,17.55915084,24.46791131,22.21851505,20.05417557,21.5118167,48.61253278,65.05053175
PF3D7_0528500,10.0514817,26.61544213,26.59233038,19.11428662,21.07735722,22.06814325,18.97345475,22.1297299,8.747666399,13.02876052,18.26791735,14.8908093,17.21450431,21.33197855,27.58568329,36.09923317
PF3D7_0528600,73.90674906,143.3679999,121.1012104,77.56395944,100.9549368,102.9411011,67.5598185,76.44510236,60.30794784,56.18376093,62.70998712,58.77867337,53.59232475,44.49731825,155.4513976,145.7634833
PF3D7_0528700,193.9828928,239.4158057,231.9192105,276.7206944,238.0077637,217.967507,226.7040927,192.8005301,192.326212,182.6070111,163.4641477,161.5676793,152.8891216,180.3914971,175.3476454,161.679788
PF3D7_0528800,34.7424061,126.7413604,111.5880967,75.77383708,81.40602252,90.7028021,51.58522627,55.38303207,36.45544374,36.23996794,51.87458703,50.42529158,45.31909692,39.41006828,50.43307649,44.34453876
PF3D7_0528900,6.600837729,22.67155274,14.91040736,8.587901327,9.149975644,8.385263507,3.897429307,5.436768447,2.776931502,2.167204752,4.022513934,4.062245166,4.105974225,4.079919298,4.41074412,3.435089322
PF3D7_0529000,76.0438897,145.6759448,114.1762871,87.98728148,97.28384819,107.695178,72.13285863,81.0083618,69.12346825,70.83947333,82.95242126,80.64606331,76.37864504,77.3142879,126.2850575,124.697374
PF3D7_0529100,6.556340024,7.882265552,10.45297924,15.99782685,11.28606516,14.41162913,17.55457031,25.46006212,22.37352105,30.36307701,38.02067408,46.79488738,59.47649953,75.75639071,83.09533583,90.799988
PF3D7_0529200,2.012067042,4.900692122,3.267184441,2.888873324,3.748501927,4.608052259,2.477262726,2.959665896,3.292065473,4.416631323,4.852245307,4.492268069,10.63296498,10.75992113,10.31741403,11.20618161
PF3D7_0529300,3.166452686,3.978667374,3.010055338,2.990726743,3.808502299,3.809970919,3.718797131,4.069677883,3.82506655,5.823809912,7.024256716,9.889745043,11.98655263,13.83153747,32.25402969,31.70023474
PF3D7_0529400.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0529400.1,0.945708972,0.770135021,0.627978566,0.80151179,0.815465465,0.750922885,1.235012494,1.799604875,2.780301452,3.224697405,3.176887019,3.225256398,4.669331642,6.539901205,8.232318202,10.36129897
PF3D7_0529500,63.70972017,125.9994745,168.2029214,178.5473935,202.6746837,224.7036182,203.0581291,204.8069581,177.4804316,181.972959,179.8051649,173.4311019,170.2784896,137.5499459,132.3641248,118.3866791
PF3D7_0529600,2.389238946,2.591429771,4.440545283,3.128531089,1.537679371,1.252593179,4.366493696,0,0.687726006,0,0,0.889060984,5.366827041,1.857868686,0,0.482499768
PF3D7_0529700,1.413693561,2.534250863,2.715016272,1.786851568,1.838619997,2.316091744,1.722412913,2.586976747,2.814543649,3.131891609,3.96016987,3.967295773,8.653260946,7.985091587,9.250409162,10.47990799
PF3D7_0529800,6.3336131,7.219554535,6.833363496,6.420479303,7.347989421,8.471041792,10.21840428,13.24548194,13.63695396,15.32479526,19.9743223,21.87205019,38.97924322,50.36033275,58.05482027,69.71231875
PF3D7_0529900,381.7228381,528.3607057,530.712159,533.2938003,473.6843782,457.3034568,432.2379342,407.7505203,420.2456339,375.836974,355.7958396,327.847217,268.7003959,255.1219485,361.4258107,365.8194731
PF3D7_0530000,148.014978,248.1573128,205.5217271,159.7643637,105.3781087,98.90373488,94.75885401,75.36440523,86.74704496,90.14244908,102.3788592,126.4916051,184.8287771,252.1814502,350.0249337,390.3226183
PF3D7_0530100,59.10282934,94.40117446,76.40226688,67.08884206,59.18818197,78.22241179,50.68095205,56.39658501,46.79782748,48.68785755,49.57188004,52.26577096,51.42813464,52.076041,95.16966841,97.51121044
PF3D7_0530200,4.789475976,5.124723762,5.26888319,3.238443504,5.808522804,6.966803966,8.095340693,11.2946122,8.7020264,10.50649069,15.26960785,18.54327196,26.61605461,29.73690857,83.97364922,80.55325964
PF3D7_0530300,3.41516417,4.721006781,3.703830076,3.270627851,3.878735109,3.538770501,3.847664521,6.4604014,6.106360559,8.486268006,10.73612042,9.852581609,15.23432148,19.72453661,19.25762548,26.1186761
PF3D7_0530400,1.131821082,1.283536053,1.997623452,1.329211886,1.687427231,1.895380491,1.619068139,1.690527051,1.771905828,2.812110771,4.184218446,5.720538799,8.011154426,8.526651617,7.067704476,6.491987072
PF3D7_0530500,0.93539099,1.227864469,1.583354826,1.419540866,1.000252818,1.508899374,0.652235989,0.626793073,0.530207244,0.322904312,0.419043263,0.278455074,0.517199174,0.313323729,0.431398347,0.325488292
PF3D7_0530600,12.71771981,43.02403281,57.11387052,50.32690741,52.95154512,53.54369845,41.36213135,38.2003329,37.57829052,35.10111518,34.50999542,33.41652134,38.85718546,40.22986092,64.10134738,61.92762458
PF3D7_0530700,7.227043728,19.75898794,31.75809166,28.03283789,32.91234362,37.28429106,26.13155812,29.5701004,22.43124532,22.57765807,28.66266835,25.84482784,28.93762775,24.80052836,25.23141265,23.16755573
PF3D7_0530750,3.513844091,17.32366055,32.53472042,22.30845123,35.56658017,32.15447984,25.45361929,25.50795254,4.781333187,13.55642709,28.99985246,29.47904772,29.41925519,19.70611145,37.86910368,36.12562364
PF3D7_0530800,5.870812953,13.18862733,14.15285949,12.04109591,14.89337947,10.99662195,12.33348964,12.82672622,10.30330426,10.34284809,12.399234,12.38642088,19.76816371,16.31038705,15.68875059,14.77963014
PF3D7_0530900,1.689178245,1.783033663,1.518237256,1.142672468,1.356291433,1.116224664,1.072042735,2.255299541,3.652109505,4.276168479,4.540095919,3.9047585,5.451126604,6.290170675,12.04144521,15.67637418
PF3D7_0531000,4.728842294,13.1741152,18.65821229,17.54866038,21.7913712,25.84340837,17.74846438,19.94290768,16.92322577,17.81451027,18.89999686,16.66718036,18.76121791,18.50774477,28.00609348,28.32681383
PF3D7_0531100,0.770077354,1.199327055,0.912787893,0.625229681,0.707024861,0.858266884,0.779465233,1.477689635,1.202862258,1.628644105,2.269151737,2.051966367,2.438635303,2.758159835,5.488780752,6.964455398
PF3D7_0531200,2.037551905,1.669763419,1.918702899,2.312286607,2.622677431,3.988006943,3.376211013,2.662406091,3.518971855,2.385371959,5.002487334,7.581945309,13.9136245,18.23817406,24.43246715,23.92056481
PF3D7_0531300,1.178475967,2.130342041,1.387170339,1.200209749,1.32728743,2.677276862,1.076871756,2.067428954,1.865689132,3.113787909,3.44844625,2.996576042,6.088447704,6.974678952,19.06910539,22.84701603
PF3D7_0531400,5.04740318,28.139419,35.16341009,24.67218106,33.17075291,32.63831743,17.98657608,19.35553411,13.55051039,15.08711581,17.22759121,17.70207404,16.12352978,13.38500332,14.54965548,13.09322678
PF3D7_0531500,0.639519625,3.026789972,3.889917668,2.740593234,3.517185281,4.14524836,2.380030164,4.135998559,1.74040528,2.098597242,4.282129158,3.028734419,2.925278526,1.506937934,1.029865509,1.361936011
PF3D7_0531600,2488.553111,2410.285279,2909.380741,2747.99857,2380.978901,3335.436491,1817.507499,2627.324211,2822.895,3490.730368,2553.325902,3091.877865,3356.278435,2455.156299,1193.503777,2272.793015
PF3D7_0531700,0.364375577,0.878246858,1.264132947,1.272327407,1.250702998,1.782939037,2.130946227,2.8214418,3.356256165,2.369868149,3.32872643,3.254111792,3.601305388,2.266703299,1.489520503,0.981127661
PF3D7_0531800,23.85857947,29.34780633,19.97966098,35.90924048,28.59213245,18.4028784,24.05690866,26.67615551,25.57562186,25.684005,23.48688656,22.45018775,39.1778374,32.98203781,11.95779982,20.60182971
PF3D7_0531900,38.34488384,38.34187465,34.85939618,47.05373642,53.58696702,51.92281976,52.5383543,72.53161251,81.99145478,95.98025548,62.67812049,82.18676314,96.46804184,65.6540296,39.41116561,48.14329341
PF3D7_0532000,104615.1865,20243.93735,19611.56561,16529.78043,16814.93167,18363.27974,11822.44436,12649.62788,11615.41698,11060.84809,9064.518836,8832.351247,8530.059255,6269.676905,3232.39709,4371.602703
PF3D7_0532100,4531.900556,5600.046511,6518.46185,8042.057241,8156.670915,7843.515956,10607.38718,11242.97792,12073.50994,15310.89365,17923.13995,21920.64366,22725.58534,18174.08548,11350.17564,9879.003354
PF3D7_0532200,12.74173061,37.03854591,28.5603353,21.23970935,24.97204846,33.43375362,25.65010482,30.67696495,21.01048394,23.54956424,30.27014772,26.49427843,21.05593023,24.89434913,47.98593952,45.35993779
PF3D7_0532300,164.8957463,308.6138795,407.5091308,495.3766564,603.3652847,740.1204684,943.6786266,1199.009266,1843.241444,1960.414567,1556.836105,1123.516244,592.1998991,545.393341,616.8319665,490.2831513
PF3D7_0532400,69.95261059,93.57396535,114.8346835,152.9027678,179.9050952,216.2968746,291.0362972,392.2824142,748.4729702,803.0434113,562.4918417,430.54977,311.5958813,364.770137,452.634652,426.5760077
PF3D7_0532500,5.599370781,8.959077786,6.908323727,13.41592771,11.34773765,15.73955199,17.76661861,31.82601769,28.5312341,48.93162598,84.48348605,92.74169212,75.14437665,70.90019461,167.8563898,140.6974596
PF3D7_0532600,11.84295601,27.50683617,24.01183746,23.57449026,22.0574727,28.97459366,32.66245099,57.70494336,68.38487033,121.4028351,165.0519206,187.4930831,156.7113496,124.6479526,189.9823126,146.6153975
PF3D7_0532700,0.410870302,0.96555432,0.839990074,0.62767153,1.388258231,1.292428298,0.375446454,0.298261957,0.354798576,0.250524931,0.615804588,0.152889168,0.046145863,0.266243451,0.349913533,1.078662614
PF3D7_0532800,1.164981967,2.88815837,2.556985744,1.50124382,2.784842983,2.094029818,1.946589556,2.094094924,1.916183147,1.73187311,2.945721727,2.559726472,3.339586649,2.473218747,3.326048327,2.778363803
PF3D7_0532900,4.191778673,10.21317585,9.077829458,7.437753029,11.84671891,8.217115963,5.39583641,7.607316139,4.773838934,7.423234333,8.584861984,10.71518223,13.67335182,11.52642182,4.96679773,3.680510245
PF3D7_0533000,2.288236133,2.818924901,4.032308564,3.514150162,2.781720261,2.932455751,2.973798622,3.506751917,6.440163068,10.12836507,13.06500862,16.96646312,12.06936293,10.23663378,8.949829219,7.872858213
PF3D7_0533100,3.421241708,4.217157347,6.629998342,7.508529528,9.469481395,10.48735123,9.037239338,9.694267507,10.73873838,11.93963035,10.54052881,11.14842211,14.41265782,15.20269455,9.54900211,9.689428723
PF3D7_0400100,33.45084961,63.89985231,112.2170137,149.8633104,174.9489331,169.8668409,137.0228926,90.50675706,58.92853163,33.41097774,21.00226322,14.03296724,13.24675651,11.88129758,11.08098297,13.08479096
PF3D7_0400200,65.76877957,54.33508387,52.62194178,65.43800742,60.38146539,71.85605153,91.3230324,105.4046572,146.4283289,208.689898,286.1184264,374.7517999,511.9890384,399.1125119,409.8666676,413.4238948
PF3D7_0400300,20.52856428,52.69007701,42.58056027,31.12134175,27.02889417,19.38874689,13.86136166,17.68930568,15.33635173,20.40961111,25.43294288,28.10646881,15.347293,10.64198757,6.352581153,5.633065573
PF3D7_0400400,227.4646646,483.3183406,723.7824188,802.1385016,940.719103,936.0311945,762.7854026,623.7208594,441.2055163,362.5066855,275.3287526,178.7222794,93.94547169,61.82443174,30.78129212,24.78844876
PF3D7_0400500,55.21606063,88.85213528,88.13535534,76.39261189,96.96145745,64.46112678,55.26179698,54.21514603,33.68780054,33.87581109,38.2216884,35.98104859,14.08219917,9.915100768,5.326177318,3.893172626
PF3D7_0400600,4.41555552,5.587428746,1.641315472,6.263662454,2.841787192,3.472378559,3.227889011,2.404029129,1.906480954,2.692350207,1.890843019,9.858448382,6.446985901,5.150294206,6.016741048,7.579521669
PF3D7_0400700,6.103742539,8.165006487,8.508131382,6.893443173,8.396697981,8.95993161,7.306523047,9.969464629,5.051145952,6.364122301,7.710603073,7.665525809,4.867237892,3.994769852,1.871348594,1.232632828
PF3D7_0400800,0.35083365,0.579844822,0.819714451,1.050035722,1.225724878,0.630615876,0.586214326,1.09148449,0.980997671,1.173493332,1.116032058,1.790384879,1.891343875,2.182461836,1.502456313,0.566798578
PF3D7_0400900,3.655656256,3.439534059,3.208854642,3.767931214,4.705454196,3.786880186,5.859922752,6.586392263,7.200977557,13.57814759,19.9168798,23.33829986,17.61024004,11.6445204,8.16210427,4.874222402
PF3D7_0401000,1.172140074,2.034133046,1.742794654,1.268793164,1.146645853,0.983218302,1.233886606,0.680710757,0.26991397,1.052043081,1.365269987,1.605089669,0.589773896,0.777774418,0.255549754,0.302989101
PF3D7_0401100,0.204711788,0.296047532,0,0,0,0.429292498,0,0,0,0,0.701298585,0,0,0.212244779,0,0.16536377
PF3D7_0401200,0.868912533,1.884889589,1.468115062,1.206732629,1.677658335,0.993905457,1.443632427,0.917479716,0.545695635,1.310082003,1.3530489,1.234538486,1.242051005,0.859937408,0.107636445,0.446661923
PF3D7_0401300,1.275637549,2.236103703,2.01163,2.497092929,2.885875202,2.107643487,3.277967076,3.92857006,4.361694902,8.070367483,10.99136319,15.41984849,9.620798723,5.610939117,2.264945627,1.498829066
PF3D7_0401400,0.616616718,1.337596579,0.851328782,0.692068998,0.907075508,0.277088794,0.708342311,0.575510004,1.572044396,1.890628145,2.791380882,4.064535368,1.741237218,1.963585793,1.080278506,0.818300111
PF3D7_0401500,2.24327258,1.824833183,2.7795053,3.549357082,2.827319358,2.156125022,3.963072735,3.935427463,3.874263547,6.656713245,7.044555557,6.538838664,5.416871409,5.620733131,1.910460381,2.11410402
PF3D7_0401600.1,0,0,0,0.072919147,0.053759863,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0401600.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0401700,9.722426724,14.53366681,18.15489602,16.83151292,19.04552122,18.67228991,19.71871838,29.03905957,37.23840126,57.90048696,87.865289,129.0233067,149.1816751,112.9185249,77.07933126,57.6992928
PF3D7_0401800,90.52347951,143.1640484,172.500013,181.3401709,160.5723739,163.3737263,290.5339852,397.9670482,502.7559062,1020.686441,1284.834011,1442.794367,840.0771219,408.8610035,336.5455883,208.7607061
PF3D7_0401900,153.2705797,155.2665752,125.5063171,106.202687,69.1365113,50.10974098,26.27862523,16.08704403,14.51370737,8.957142603,7.96572739,7.278043468,9.082379315,11.62760752,12.89776961,11.94617138
PF3D7_0402000,125.2545058,194.5639565,239.0773019,288.6578386,311.6763775,329.9488102,475.1837613,575.5100036,755.0494128,1014.196399,1492.141065,2129.039934,2486.285835,2180.704287,1800.602674,1455.014228
PF3D7_0402100,119.8342289,150.7483287,133.6408828,97.42833617,88.9949733,96.62509581,66.77601991,63.3061004,59.76251437,46.23176637,42.14183552,43.07984101,42.17058887,39.06004055,73.61585388,66.59250701
PF3D7_0402200,111.968311,107.4639207,76.28950141,47.85979258,37.45057358,26.84141674,13.62123119,10.65557636,9.090994316,8.641959057,14.38815134,23.07607177,25.47735943,26.96197061,31.44729661,36.13213276
PF3D7_0402300,35.77882642,59.49360056,40.82173954,18.40433152,16.41079513,14.17329693,4.990810224,4.373772751,3.141972986,2.719527363,5.838688267,10.90425918,11.3411842,9.649067594,12.28156469,14.03605678
PF3D7_0402400,267.2644848,549.553615,475.9428676,299.5844564,302.9298712,324.2808189,188.919061,220.6196911,179.0281148,205.1887605,270.244722,317.1263098,288.4820367,234.3731705,480.7592385,434.2264544
PF3D7_0402500,2.334334718,1.71976703,3.667262448,1.99931044,1.870843234,2.124347422,1.416684621,2.36598557,3.49906656,4.296882149,5.582761763,6.752373273,6.767081006,5.845092593,4.921268751,3.771296165
PF3D7_0402600,0.914424508,0.487204052,2.14675368,1.932598859,1.920401996,1.917601257,1.266572344,2.375725622,2.826052894,3.897072916,5.111119817,5.802447682,9.426896858,5.48884678,5.377545324,3.53779907
PF3D7_0402700,0.569123434,0.886359179,0.520738644,0.802549893,2.254027993,0.734452225,0.640068353,0.762724101,1.008112419,0.982329383,0.824870775,1.303242005,0.590027672,0.499286665,0.298269668,0.353639388
PF3D7_0402800,1.060141278,1.25717632,1.355591699,1.314140257,1.337291298,1.378370223,0.71299226,1.077419652,0.854432262,0.558500656,0.817158635,0.473387687,0.400065444,0.615525341,0.635612445,0.316856765
