,AS1501_3D7,AS1502_3D7,AS1503_3D7,AS1504_3D7,AS1505_3D7,AS1506_3D7,AS1507_3D7,AS1508_3D7,AS1509_3D7,AS1510_3D7,AS1511_3D7,AS1512_3D7,AS1513_3D7,AS1514_3D7,AS1515_3D7,AS1516_3D7
PF3D7_1400100,2.957436449,2.81547863,3.380807789,3.554696594,3.768467456,4.612480131,5.236518309,4.941069186,5.578222051,5.552995243,6.211296871,7.122790557,13.00586695,11.71035614,11.36059758,13.26545459
PF3D7_1400200,5.216505032,4.203874961,8.11139605,8.516556852,6.868301189,6.09595347,8.32544798,9.539275402,14.07545893,23.96953902,32.53545091,47.23877363,23.82871206,10.85821032,6.674049402,5.178830841
PF3D7_1400300,5.466341874,11.82722839,16.19223908,12.20704793,12.21775174,8.353055776,4.584606209,5.106322967,3.512816219,3.803304433,4.572753016,7.001031249,3.95966481,3.338987843,1.616743343,1.061124368
PF3D7_1400400,0.860031771,0.994999991,0.895115834,0.975994741,1.328409397,1.352652397,1.068800528,0.561888465,0.643641006,0.41951808,0.662913899,0.512043013,0.579553808,0.445839626,0.527354892,0.382097942
PF3D7_1400500,0.940470036,1.112790431,1.144093432,0.93293615,1.375620025,1.165402869,1.250015842,1.613684912,1.328929371,2.252071762,3.514743495,4.390392331,2.957542627,1.329651118,0.815504363,0.759700615
PF3D7_1400600,1.145384703,2.17047892,2.642607111,2.827202158,3.965374247,3.395843645,2.94501015,5.447535813,5.502430991,10.82744244,15.62771479,22.10411766,13.27220216,6.510954661,4.897458265,3.190442305
PF3D7_1400700,0.444934804,0.142988944,0.588044999,0.34524984,0.318170618,0.51836339,0.650518449,0.71775624,0.683047598,0.771684957,0.846806114,1.913194726,1.465837454,1.588948162,1.684107649,0.678891397
PF3D7_1400800,0.458502742,0.33153588,0.749896501,0.760475398,0.531154231,1.057657542,1.407746548,0.732247218,0.31674447,0.626233297,0.392682961,0.204736441,0.164785857,0.047537474,0,0.037037311
PF3D7_1400900,0.627390083,0.982920405,0.388680822,0.775880712,0.538372154,1.20603396,0.611518542,0.15181319,0.541769768,0.51006155,1.074651788,1.089472813,1.926008793,1.02992161,0.85489666,0.633497897
PF3D7_1401000,1.698841978,4.02643868,3.087236244,3.789901658,4.069691452,3.760490777,2.27681457,1.644314296,2.825333247,3.03850952,2.344113289,3.441743658,3.85842338,3.57163861,3.086510018,3.430761336
PF3D7_1401050,6.399054972,10.74220261,9.084124347,5.136928074,4.925450108,5.124916634,2.350693509,1.820750675,1.554991103,1.348954816,0.716038267,1.292285546,1.300149471,1.666966741,1.708847637,1.090961864
PF3D7_1401100,876.1407064,1181.39119,770.268574,383.2630384,247.9151897,172.2446893,95.56155595,64.46178986,52.13883816,41.67627053,40.29835214,44.93514989,57.37606208,51.04637627,88.21909262,84.97215653
PF3D7_1401200,20.18380976,25.54052335,30.41801447,25.85465315,29.08631746,32.09001921,40.33541686,49.21153465,83.61018109,117.5043229,139.9818439,200.6638599,267.9862639,297.7481896,354.6982371,352.4020505
PF3D7_1401300,12.4187499,18.4473838,18.96631212,18.28239938,17.36647728,20.96287797,27.43705659,27.69085404,55.81752572,59.23170456,43.17424894,26.47175954,19.2032016,19.36129118,29.91657354,25.81000516
PF3D7_1401400,28993.84416,24212.95741,20896.30155,19643.26779,16799.65257,15024.26754,13608.43636,11434.17591,8721.705128,6940.574698,5735.093202,4174.725796,3138.459166,2277.290187,1704.706156,1430.315461
PF3D7_1401500,26.15439398,62.43990751,48.99955707,35.18017409,41.31862331,50.36496316,87.78520347,108.9519428,164.7067008,166.0239435,128.807361,90.41084602,48.18664493,38.23754277,57.08530538,42.8194892
PF3D7_1401600,94.06485273,134.8048422,169.7270966,212.9665352,196.2627819,193.6960581,210.0626831,195.3810405,256.1207465,223.7966928,159.1479279,111.4660982,84.54451898,88.71743162,132.2683381,176.7742155
PF3D7_1401700,0.643595731,1.861494448,2.631555618,1.451387014,1.587800531,1.574600527,0.470485668,1.323743797,0.494012285,0.313941943,1.102410321,1.197443761,1.156541325,1.112131317,0.657734146,0.866481748
PF3D7_1401800,23.6309818,27.88284413,24.30585995,21.69319831,26.34452718,32.69145115,42.40416554,55.554333,67.69760639,81.60568424,93.20512629,89.38053308,100.1803658,129.5761598,169.3987747,192.5921711
PF3D7_1401900,13.1729878,9.648237616,5.870809907,4.041121084,3.066956122,1.927292081,1.692058915,2.520383388,2.469049105,2.125296276,2.215577964,3.799850811,3.608887442,5.011362685,8.48790255,8.881234992
PF3D7_1402000,3.582661405,6.234203349,7.059191492,6.992347095,9.972831671,14.59852585,13.20157012,15.94281887,12.74383395,16.0551839,22.6509605,22.89109324,28.31691387,24.09892728,49.09602417,46.23392063
PF3D7_1402100,2.328829211,4.872673251,5.279875622,6.718836526,11.45891481,13.19635382,13.13653012,13.81224009,11.48606632,12.52004036,15.58835337,15.586182,15.99761694,15.18924941,21.2904889,18.4651199
PF3D7_1402200,56.98461301,38.81355454,34.5313091,30.74641635,33.16044886,42.57491313,43.62489151,55.2672305,52.41757864,64.14631208,93.92020701,105.1930057,137.1569793,167.1983517,203.2905055,270.225399
PF3D7_1402300,18.82734618,62.49088492,95.28775496,76.18465698,99.01164344,119.5885325,95.38726588,105.605079,85.83102386,93.17792161,123.2860832,120.7212413,132.0808051,140.8885301,164.4091029,172.7327467
PF3D7_1402400,8.6733591,20.84813754,31.73377052,35.8931508,37.60737826,43.45384348,36.31156,36.3591045,35.85512993,30.0344186,30.11870316,29.87317335,34.0445566,34.61967393,50.62201215,51.29139588
PF3D7_1402500,166.5657931,458.5026291,588.9623491,497.7898512,578.3400052,703.6762289,490.7395528,606.613122,482.2930786,544.9735629,701.7380651,732.6652786,647.3919976,511.7561225,1498.718384,1299.005175
PF3D7_1402600,3.677412956,11.39604658,12.49772745,7.337599019,18.93383514,24.23692344,16.1297225,12.20358562,3.629204708,8.200314848,18.89703957,17.98473967,10.85650916,11.98287996,6.442624827,5.516774453
PF3D7_1402700,54.9823308,175.0328979,252.8182134,292.4820449,302.4243834,311.2291841,269.4300202,254.0955865,275.5078754,252.3511581,237.5788357,225.7326745,250.0432619,292.9542645,261.312323,247.5806645
PF3D7_1402800,31.91445938,73.08125222,103.3509504,114.2836911,131.1322526,144.8393707,144.3247458,143.3179773,121.1492432,119.5053297,120.5287369,106.0657986,104.9751843,102.2864022,110.2772401,111.2893799
PF3D7_1402900,5.235477174,12.98579177,14.48253233,10.61534804,13.6738071,15.12817772,9.812951591,10.82722136,7.675166257,7.498171834,11.41831591,11.5078316,10.95338491,9.104745425,10.34842709,9.50330869
PF3D7_1403000,1.632734324,2.31490912,2.618030736,1.341455327,2.019192037,1.611265234,1.5446231,1.069045748,1.032093948,1.374245128,1.645116724,1.286592658,1.265657009,1.228121224,1.526825348,1.629233797
PF3D7_1403100,8.641956257,10.12282774,9.590003793,8.880254812,11.58277688,12.15450845,13.41722015,18.34021313,18.31744388,20.46488978,28.59996736,32.85995457,56.63026872,78.17433138,97.68898885,115.4034525
PF3D7_1403200,3.534082608,2.087540649,3.03437261,2.780916523,2.755008873,2.400803593,2.037697058,1.951215423,3.725182534,2.08810814,2.813600315,2.667182953,3.577884694,2.631980639,2.577376802,3.096040177
PF3D7_1403300,1.188279697,0.578846811,0.929890435,0.633304677,0.692308598,0.839373972,0.53034235,0.599283222,0.43204818,0.524722527,0.535630373,0.670238745,0.966521519,1.050447269,0.852199051,0.969982321
PF3D7_1403400,7.895304007,6.065776372,5.636111847,6.128584263,4.561623936,5.174034581,4.558313944,5.861675963,6.843652054,6.280211548,6.454544381,8.279609083,11.87023983,13.16245171,23.96173312,25.7102384
PF3D7_1403500,4.773335004,6.36010603,5.901064113,4.681893593,7.248654598,7.423116772,4.54802812,7.163789959,3.766843673,5.284689373,8.543679989,7.982958407,11.27627792,10.23160811,15.71253793,18.58603349
PF3D7_1403600,7.7020623,9.880902687,8.865909214,6.723519329,5.756440721,7.033792466,5.812039472,8.116166717,10.01219343,11.75582885,17.66133572,14.60744928,21.65384745,27.30520018,61.61588517,85.69800719
PF3D7_1403700,9.931933563,14.18807799,11.2855636,8.247155564,9.666023378,9.228596226,7.260508684,8.851130703,6.275499808,6.577810423,6.708115767,9.074184471,14.94561945,13.85545712,21.07043216,23.05768103
PF3D7_1403800,3.993936264,3.460091511,3.403362833,4.070334517,4.037529469,3.595150783,3.966349685,4.239553062,4.869646859,5.550580362,7.357499344,8.117939213,12.66995519,13.12588842,8.445728914,9.412445783
PF3D7_1403900,28.58296893,31.98600514,40.1856972,49.18164805,60.69290761,81.34733895,97.29638361,116.1670471,137.9070816,163.6120511,179.9346875,188.337212,184.2275565,177.0022082,232.3622464,205.7589868
PF3D7_1404000,15.14743908,35.07449892,43.09112276,17.96183093,27.04833592,53.98223856,53.38170064,65.97563475,45.46587009,66.02961852,105.5834592,98.26444717,80.08642264,70.17247127,35.43443655,48.80223555
PF3D7_1404100,92.09383308,98.9360228,141.7733403,166.6931708,190.6324744,201.5343238,255.7359997,277.7828026,267.8989228,293.0066163,358.4179878,403.7690898,410.6918128,353.2210554,334.2965297,321.6581929
PF3D7_1404200,3.503861579,10.69736039,5.981520223,7.476816858,8.351978725,11.15777198,4.743363687,6.029152419,7.620249767,7.849482926,7.113171358,5.601613403,5.247031795,9.283814059,9.548890368,9.120107218
PF3D7_1404300,3.579935202,6.005535659,4.577626155,3.250110567,6.635503098,3.75366593,2.093622593,4.885692477,2.885287268,3.073434916,3.188663023,4.262821139,4.18154258,3.637436393,4.292732324,4.684763755
PF3D7_1404400,9.503351064,5.543571378,7.124391333,7.38967447,7.40113807,9.545861204,10.15809577,8.232111956,16.27492258,17.91941512,17.91972015,21.15834877,34.01152917,45.53933318,53.75671615,62.18768069
PF3D7_1404500,44.22342044,106.9792061,88.19358465,74.36913448,70.96439476,72.85249297,53.73735482,55.11725159,55.09237642,54.26989639,66.4072938,60.01193237,55.32790541,54.94379248,78.71368335,72.52276716
PF3D7_1404600.1,0.10070118,0.364076931,0.449182179,0.249070252,0.410462142,0.457548471,0.368076258,0.414243151,0.231889138,0.147364203,0.258735448,0.349738386,0.331759978,0.156610178,0.114348187,0.094902764
PF3D7_1404600.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01460302
PF3D7_1404600.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1404700,8.191285413,9.028941068,4.975648792,2.354461541,1.542963492,1.361639091,1.53352459,1.305280421,1.092641433,1.02327812,3.336590689,3.642807721,2.019476155,1.708898688,3.198762816,3.066333003
PF3D7_1404800,634.0254174,938.344509,731.0963351,538.9913074,502.6201557,512.8899072,358.7401487,340.2178107,309.0042963,252.2800745,249.143482,186.5491993,124.411855,105.9432596,126.6075098,101.4997627
PF3D7_1404900,462.6665008,734.8317005,557.5258581,415.5936266,425.5226659,471.3113019,366.5314909,397.7520872,361.0307675,341.692971,389.3983925,381.858654,376.5717637,362.7270403,597.0109622,587.5535679
PF3D7_1405000,6.62199426,19.15302566,19.15704237,14.81182121,16.72049121,18.36772006,10.94992044,13.85300887,8.11156307,8.710099098,12.71984136,15.7451363,17.3743539,17.30675444,28.25182508,28.01050447
PF3D7_1405100,8.434549923,9.438752072,10.91729915,11.88808793,16.57586493,21.18843931,16.86441926,21.10203347,18.87346632,24.6736769,25.28308576,25.96805356,35.09540299,34.27698203,47.52883371,45.58442251
PF3D7_1405200,3.765424073,11.65322852,12.98878669,9.663865029,17.25440911,24.32064338,15.96522825,19.57131601,15.78087689,20.27772156,24.50911375,29.36818719,37.28322696,31.7003524,26.988305,29.9299856
PF3D7_1405300,1.685779623,3.851503376,3.749216725,4.303508976,6.254378454,8.941920052,6.254952568,8.638259313,6.198024502,7.72559308,9.778877389,10.50062476,14.65032191,11.91156593,19.32252539,20.54072679
PF3D7_1405400,1.323064707,2.454109064,2.06698205,1.983535487,3.035801027,3.317388927,2.312859128,3.980990482,2.980448458,3.98453623,6.798802967,9.775174695,13.23156514,14.14493853,16.52602838,16.61218693
PF3D7_1405500,5.854188482,23.13590908,38.26886594,33.98867798,44.10772765,51.43460741,32.98218884,35.1334203,22.77774004,22.35273901,30.25567678,30.30987942,31.06113266,24.7493626,25.47844359,23.23705479
PF3D7_1405600,19.14406149,21.80009444,21.91937733,19.35815856,23.73298275,33.17940389,36.1861729,47.75088716,51.25589176,54.61214443,73.97698213,91.85100709,136.8612453,186.645027,384.3322274,464.5677788
PF3D7_1405700,18.02686315,21.69082706,18.39907045,15.54271626,19.8257415,19.64251674,16.20333036,15.47482454,15.57253656,16.93687714,22.30275603,21.48358244,23.94201174,26.99930465,32.51338227,30.64029891
PF3D7_1405800,177.9616517,349.156378,300.8506931,238.2365819,224.8881257,226.1869809,167.0134921,167.005028,167.0178522,146.2255212,159.391679,140.1611844,133.6854231,132.6635226,187.1142171,165.4400393
PF3D7_1405900,99.71216095,195.1961401,168.0569034,135.8523131,130.6219375,127.1088676,91.24214737,85.94801198,76.69301507,76.21275349,82.71785216,78.95368812,78.20272829,79.98989467,83.05654792,80.53573151
PF3D7_1406000,21.2634892,42.81724498,50.82505595,78.71216849,74.14082448,79.30383913,87.55898007,98.47615617,97.92878713,117.9016719,123.558421,146.8295191,170.4961442,185.576616,215.4722175,227.532892
PF3D7_1406100,5.20767549,19.98538207,21.95972447,15.98567598,17.95295233,22.08776092,14.90015213,15.69483106,10.89842062,11.91012444,12.81363137,11.51579848,11.83197537,10.96457777,14.58481738,14.68034475
PF3D7_1406200,79.58702298,199.1364095,175.7579681,135.4293901,139.8125383,135.5652751,95.23073546,95.46407341,95.05717492,87.1240455,88.86169033,83.94319885,90.06782518,94.91946173,121.6037718,114.7820938
PF3D7_1406300,16.12234348,20.88689976,22.15546011,19.88486765,26.25469077,32.72092672,28.2146433,30.94373815,23.97697966,26.0954347,35.51355406,43.17673617,69.16479558,64.42476252,74.14432521,86.57627136
PF3D7_1406400,1.52743902,3.589515566,2.980779822,2.020902083,2.273274209,3.853763688,2.93107163,4.331287657,2.665455857,3.911644439,5.396198961,6.820513823,10.57179739,11.23398723,17.0733672,22.05501949
PF3D7_1406500,0.57072789,0.784099715,0.509151527,0.647682374,0.624430661,0.658267227,0.403310085,0.400496708,0.558552339,0.408316288,0.668023619,1.019394532,1.059784432,1.390564455,2.268254935,2.666274349
PF3D7_1406600,3.628218978,6.327740255,6.860013771,4.812337707,5.938742309,8.312663823,8.218248716,12.98828587,10.59945323,14.82424341,24.02417972,25.66396208,38.67181466,43.49009403,63.60656232,69.34262311
PF3D7_1406700,9.24247476,7.545416597,6.20613645,7.612758982,9.210305154,7.971631461,9.153962168,16.88162677,17.59285416,19.77887906,25.7898059,25.40586747,41.45483992,49.84487013,99.22865904,118.732883
PF3D7_1406800,93.4290233,48.60269473,38.97500353,33.78996531,30.26170986,35.2923622,41.90403985,70.04394266,142.6850483,207.6705758,224.2396073,203.2819743,230.4389992,279.1272054,353.0173271,511.9824787
PF3D7_1406900,1.441441678,4.111227579,3.69107584,1.887460905,3.195379629,2.602955339,1.931842665,3.139145474,2.719959513,3.320318024,6.858429684,8.34362099,10.61291279,10.29533355,23.35147478,21.73508596
PF3D7_1407000,0.764975627,2.14651903,1.018569696,1.09636487,1.352062667,1.364765702,0.851346218,0.911713936,0.907063601,1.2141308,2.053488197,2.498170574,3.087857831,2.971260185,3.438278409,2.831448624
PF3D7_1407100,1035.642709,1050.441609,1073.419461,1361.347449,1084.443958,1047.777833,1134.791028,1043.326871,1243.034215,1197.98556,1041.031582,945.716558,850.0403509,971.1955169,730.3055212,622.1534519
PF3D7_1407200,27.01419104,39.71937032,30.03135671,27.30092876,25.93375794,32.47671763,26.1598143,26.63222155,29.66075311,34.42247106,29.27437937,26.63197507,30.35156599,33.46441482,62.42023047,61.37618885
PF3D7_1407300,228.577153,264.6433586,233.3074916,250.4535275,217.1098683,210.0501478,238.4581596,229.740373,263.90399,263.2172998,233.8648097,222.6310777,243.5905192,256.5719942,201.6624102,198.6255798
PF3D7_1407400,23.18072299,63.16591609,41.55894944,33.5742191,35.88181383,41.1086093,29.09652261,27.16210461,27.03292225,24.79631529,33.06712737,39.60652702,36.09718694,36.93929911,62.76695116,62.2564914
PF3D7_1407500,44.52643851,101.4268245,92.78860045,85.69388749,96.95719302,94.10023413,70.32827227,79.88626955,78.22792353,76.52542494,72.71241833,82.58623899,75.55725784,81.2072109,116.9444351,109.6742395
PF3D7_1407600,2.608213361,7.244140482,5.429225194,3.299860293,4.819674803,4.660377407,2.779042104,3.133143612,2.254325726,2.914021257,3.892310581,3.711997164,3.428542309,3.111671251,5.413785107,5.183511927
PF3D7_1407700,23.67665351,34.91178715,25.11508404,19.35922739,14.98513254,16.77510537,10.28575689,11.9768298,8.14118894,11.49706305,10.03184364,8.292077386,6.385249503,7.219972904,5.888004471,6.346393342
PF3D7_1407800,942.7100647,1001.689984,832.7305229,702.6294587,603.1598588,620.1616664,486.3478305,479.2975201,651.4991475,535.772506,470.1490127,426.1381253,386.4676005,464.3712963,731.2925343,641.9884577
PF3D7_1407900,1282.472352,1570.37466,1060.639435,752.2010862,630.0570504,584.7674571,454.8871117,389.1531734,379.9471113,292.5465339,239.3982572,213.0429556,211.3123975,219.6536684,327.593066,293.5984459
PF3D7_1408000,79.07556431,115.8380523,120.7626178,111.2010572,121.0691062,136.2861844,120.8082491,142.9267685,207.340302,219.7230562,233.661412,278.7617425,234.7793751,297.2717211,473.4031052,395.0245437
PF3D7_1408100,130.6822081,291.2950526,307.7127595,249.1550469,312.9109481,340.5372237,306.718489,341.3207227,388.7107521,369.9587011,385.3387475,386.4412406,348.671196,362.5986056,614.0459176,581.9502288
PF3D7_1408200,81.3183017,205.5035764,219.7484969,208.6021127,214.7789552,190.0376804,162.8896158,140.3787065,131.4894702,119.1745184,119.1299571,107.6990622,116.3679159,117.8650222,118.3770836,111.1965999
PF3D7_1408300,1.443828171,5.707247464,4.29350736,1.848572821,2.477938059,3.027791459,0.844381562,2.235977056,1.21908164,0.845148343,1.813623161,2.865406263,1.729705845,0.598783285,0.262319284,0.54427678
PF3D7_1408400,8.650615859,23.69884722,28.60945284,25.50700469,30.90678143,34.75901117,29.57832491,32.48004634,30.93246647,34.25847512,47.36906491,52.82676313,67.95099504,68.42874065,83.89449703,86.84774172
PF3D7_1408500,26.91855562,115.2848363,129.7741807,90.43388009,123.9910899,106.5236767,63.42554873,74.61076118,45.84957002,51.79935276,76.84765485,70.97216588,66.69560415,58.97047936,98.01506516,81.28726105
PF3D7_1408600,1647.048415,2238.419449,2731.527422,3622.317579,3681.375267,3566.13278,4663.027134,4463.80275,4302.49031,4754.670796,5001.501392,5409.047028,5470.585697,4612.675088,3270.374641,3011.281051
PF3D7_1408700,14.61547545,64.45102744,71.14096027,44.75132229,61.96989152,64.87611904,42.65437603,45.38861437,35.14442976,31.04809913,35.64062283,31.92215361,34.47446066,41.05005507,52.46712531,52.42917844
PF3D7_1408800,0.63405698,3.738345184,2.393126082,1.575347217,1.695059306,1.738778674,0.071309629,0.708121928,0.617722576,0.380663385,0.167087918,0.508176916,0.482053928,0.252841935,0.265840348,0.315190005
PF3D7_1408900,9.164004217,25.95060643,25.92010958,21.05973404,25.01772771,24.66984102,16.82572644,22.33968939,17.76524677,16.75784038,20.51555434,21.31660588,24.35689598,19.88627772,38.97133751,30.36777131
PF3D7_1409000,4.896113848,21.31594447,29.19534522,23.07100091,26.46236815,34.4039702,21.62505361,22.888449,19.7451352,21.38210403,25.55472673,25.06775653,24.55236606,18.04604687,36.85077033,32.98613492
PF3D7_1409100,8.711136308,15.37030952,17.33484424,16.33845772,19.20197714,19.57439305,19.23561065,22.09363768,23.4119773,24.52517219,25.65550263,27.18049261,42.62298936,57.25867221,78.22445392,89.6581095
PF3D7_1409200.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1409200.1,0,0,0.10859625,0.06375845,0,0.30632932,0,0,0.0840938,0,0,0.217425299,0,0.151451049,0.099523145,0.353994805
PF3D7_1409300,9.03190545,11.4701027,12.01845755,9.805816618,9.476333877,10.10686803,10.59739279,15.48217077,19.22520394,26.02698929,28.14624333,28.69446261,35.73400661,43.3195474,68.72320054,88.10218997
PF3D7_1409400,84.66505918,55.38565301,44.86470314,35.21745283,28.1693506,34.53601016,34.98618485,41.56217998,66.42962534,96.13089306,133.7573724,141.977067,155.271353,181.4055323,215.747637,287.0922541
PF3D7_1409500,6.40448773,7.726299872,6.759496708,5.344573943,4.506254823,4.523253146,3.105062184,3.517005578,3.419526532,3.026947459,3.836727702,4.346520367,3.995304575,4.954316496,9.224295921,10.62839766
PF3D7_1409600,33.22719884,74.72948078,65.08488165,45.12547858,40.50655378,46.29436706,31.28128071,28.97756481,28.70354312,26.60770235,30.20554105,27.26029772,28.83570347,32.27473053,47.61981912,45.97091307
PF3D7_1409700,1.369567672,2.228202276,2.036339572,1.599067945,2.886695686,3.0874676,1.626934636,2.485516309,2.049947326,2.855984213,4.9264367,6.344900475,9.07535299,9.673512063,10.7073541,11.31212844
PF3D7_1409800,13.91364408,17.14201441,17.66618488,14.19077403,16.23819273,19.41235668,20.34249082,24.99464158,29.8624431,43.22746876,55.3998647,61.2888144,74.70414821,89.18731696,118.6768096,103.5700586
PF3D7_1409900,47.95526853,70.35826657,91.9423321,109.7847977,115.5833837,120.7327312,124.0023201,140.4169742,156.6495022,162.8331793,177.9623897,179.2238695,204.6670558,230.8457467,236.890414,227.4345961
PF3D7_1410000,28.67222642,97.06216421,114.1013013,85.39454331,94.69148521,125.5599972,77.38579305,82.75166024,59.74218702,56.57365961,70.35484845,60.32364751,53.97538236,45.00241271,49.41137354,46.84309748
PF3D7_1410100,6.436723494,16.57527842,13.33686058,12.14416314,10.31636412,11.58231159,8.135817397,6.993816806,5.785413156,6.360613261,5.7616688,5.6866034,6.902761828,6.759693019,6.054703819,5.937504285
PF3D7_1410200,100.1174097,233.1217506,253.9440495,270.2573751,266.687723,252.1766083,233.7034858,229.5183919,237.5387479,236.1359338,254.2068579,248.8770458,244.0519301,238.4084578,238.3068395,194.4138917
PF3D7_1410300,5.406742173,18.17131154,24.71050236,22.17652327,30.91179924,32.05010489,20.30013245,18.99470375,14.72164458,12.65424966,14.95687155,14.10666297,19.83196475,29.32817246,35.19159657,37.47951461
PF3D7_1410400,78.14865956,40.10593354,22.90784493,13.3847146,9.86792153,9.653872673,7.653353701,26.03392634,80.14686856,160.1238895,207.9444347,186.9404952,176.8089631,189.6663262,341.3661684,507.4646632
PF3D7_1410500,36.87867577,78.273642,60.15502861,54.72854094,54.1706847,52.99840144,46.62372522,43.93632341,35.71727254,39.99948353,50.16378309,62.64120228,97.45730697,112.6829709,93.55695571,105.579831
PF3D7_1410600,910.6854271,1230.03938,1246.044323,1388.647831,1307.98439,1141.225281,1285.094077,1120.762507,1194.302129,1119.710319,1028.807281,1059.732075,1124.611313,1161.797407,824.8869128,817.0960999
PF3D7_1410700,4.598987802,4.95680779,4.902715468,3.635944589,4.802761736,7.369734793,10.08594872,17.82649394,14.23695479,13.54479865,23.33544872,23.95864541,38.00834972,43.31884271,85.48711404,103.950134
PF3D7_1410800,8.737525086,8.018952238,5.746185379,6.013932915,5.731485053,5.814059668,5.036190995,9.880142836,10.9307357,19.50734821,26.19127257,18.88269601,20.83445688,27.78689023,38.46540809,60.8758522
PF3D7_1410900,41.82944194,127.892534,107.2416008,86.61151456,83.67558629,82.66265543,59.49410299,61.98515933,63.03652806,61.60074803,72.74024764,74.41491453,66.9722343,73.0829524,103.7366035,100.7249098
PF3D7_1411000.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1411000.1,0,0.071598844,0.063096799,0.018522528,0.02731158,0.029664007,0,0.020537259,0,0,0.024229781,0.073691835,0.057193923,0.095329407,0.019275042,0.005713298
PF3D7_1411100.1,0,0.337209221,0.115564993,0.067849902,0.100045093,0.244490112,0.227275608,0.225690197,0,0.037913666,0.332835558,0.057844431,0.034917859,0.080584916,0.211819315,0.156962937
PF3D7_1411100.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1411200,197.3274816,396.6091506,366.8547372,291.290187,284.7782888,299.6008526,223.7173143,215.1893426,196.3322809,192.2991401,199.2361758,176.7005698,155.4920123,154.3846698,189.4483003,176.4937141
PF3D7_1411300,9.119208578,17.39916614,15.68576447,12.0858681,15.9794343,18.42713527,15.76030519,18.50600123,13.26420815,14.35415393,18.77052161,19.2004881,19.14136871,18.83010319,36.05991171,34.27331244
PF3D7_1411400,2.450045887,6.461086951,4.853557824,3.302510714,3.840005449,4.775213923,4.066734733,4.969492264,4.289450869,4.829678493,6.751693885,8.097933588,16.26420882,19.5520901,27.82730305,32.20723826
PF3D7_1411500,21.80180538,82.94671008,79.58100433,51.7689025,50.12596852,60.4772599,32.3237219,34.48001038,26.62012295,26.98333208,34.16648289,31.4466247,28.79102678,24.00291435,31.04471249,26.99894973
PF3D7_1411600,7.079797195,8.452404133,8.493413218,7.893857316,7.778619821,9.2965603,8.996699757,8.037345068,9.929065958,11.83435675,14.8469912,18.02270969,27.44628467,42.76136475,35.94371277,35.86386362
PF3D7_1411700,6.682056506,16.43388894,14.99773039,14.52703154,15.33927103,17.93977522,13.90757011,13.3780095,11.51580248,11.83372668,14.83559678,15.39390219,17.11281819,21.35748053,25.63354855,23.84264714
PF3D7_1411800,18.3448595,56.21460704,49.93751481,22.1569377,16.53303323,14.11219672,9.209947591,9.011862072,8.66806175,10.43243015,12.94807725,14.36156158,18.47073518,18.06413972,28.38871424,29.8360991
PF3D7_1411900,282.0054664,477.9985265,467.4621587,353.869508,300.5327135,266.7908904,192.8073216,180.0106391,154.6936213,155.3283596,154.3102768,166.6727325,169.37248,156.0691513,127.7067045,113.613985
PF3D7_1412000,4.573172053,6.286168166,5.857093061,3.636416544,2.914086035,2.468766203,1.191603887,1.380506862,2.815177484,5.742562124,9.539627009,6.87429708,7.038178474,9.295131183,19.68170965,24.06686796
PF3D7_1412100,6.545857276,10.67441605,8.400379498,6.907431957,8.777519459,10.19177174,8.771009803,12.08350506,13.13242872,16.55040469,26.45698375,32.10033494,44.95012065,49.17625046,68.99709847,74.38311206
PF3D7_1412200,13.23578724,51.92697061,41.37545658,25.02573638,22.37144998,19.50544902,11.08588294,11.25811509,8.642212613,9.186067763,11.81010777,11.85453588,18.97971448,19.46544007,22.09531531,19.02291791
PF3D7_1412300,217.2105795,569.8586059,528.260424,340.6608947,314.3313593,381.2389948,261.918002,313.6834022,216.4881415,260.2989822,370.0824987,385.4596809,442.2535243,429.4773113,1255.109294,1248.254981
PF3D7_1412400,10.30827828,60.42662145,79.46732152,73.40790271,84.98126677,87.57606966,79.2841673,72.44441498,63.25277512,51.30949823,55.6469207,52.17251431,59.63291208,72.90789496,77.04241587,77.61930845
PF3D7_1412500,130.0012162,285.7408379,415.3602037,546.6243651,563.2875744,557.3674168,627.700263,575.6881013,568.0020905,589.2290556,575.1197155,514.1044271,407.9898929,321.0537265,218.5391001,177.6695542
PF3D7_1412600,24.1267464,51.63914817,70.57161161,81.99926845,83.19041344,76.84335713,76.49241813,73.45375834,80.13783792,75.77728905,76.39145297,74.39073186,77.38345483,76.19587583,72.88438386,60.4286463
PF3D7_1412700,4.872643935,12.38764794,15.87143092,19.23989634,24.94968805,28.13132626,24.71650177,25.13217592,24.52588777,24.82611712,29.5080002,30.94345177,37.45444073,37.45111325,45.97381971,43.91262026
PF3D7_1412800,111.8204519,363.8244097,385.8895075,330.5962528,320.4103535,284.0328685,225.945686,181.1899662,133.266575,101.2935079,93.16350711,73.0075537,82.70876785,88.03304088,116.469443,129.6918678
