	dl_reg_pval	dl_reg_pval_norm	jtk_per_pval	jtk_per_pval_norm	dlxjtk_score
PF3D7_0935800	8e-06	1.0440388643467253e-05	1.8582607868322156e-09	9.563405930684986e-08	9.985655893464355e-13
PF3D7_1110700	8.499999999999999e-05	0.00011092912933683955	1.099815087910326e-08	5.660119510086891e-07	6.355984699875788e-11
PF3D7_0929400	8e-06	1.0440388643467253e-05	2.0008650961031914e-07	1.0297308785810143e-05	1.0753102504868245e-10
PF3D7_0207500	8e-06	1.0440388643467253e-05	2.0008650961031914e-07	1.0297308785810143e-05	1.0753102504868245e-10
PF3D7_0515700	3.5e-05	4.567670031516922e-05	5.124670303241732e-08	2.637374835551126e-06	1.207187564338644e-10
PF3D7_0220800	6.3e-05	8.221806056730461e-05	5.124670303241732e-08	2.637374835551126e-06	2.1830715848025946e-10
PF3D7_0508000	6e-06	7.83029148260044e-06	6.804813352432401e-07	3.502048411772911e-05	2.7457374608905545e-10
PF3D7_0419400	8e-06	1.0440388643467253e-05	6.804813352432401e-07	3.502048411772911e-05	3.661157856370743e-10
PF3D7_0531100	4.9e-05	6.394738044123692e-05	2.0008650961031914e-07	1.0297308785810143e-05	6.612487552985226e-10
PF3D7_1325900	2.2e-05	2.871106876953494e-05	6.804813352432401e-07	3.502048411772911e-05	1.0075385331332171e-09
PF3D7_0207700	8e-06	1.0440388643467253e-05	2.0695381558476795e-06	0.00010650729764981902	1.124714219479382e-09
PF3D7_1243900	0.000302	0.0003941246712908888	5.124670303241732e-08	2.637374835551126e-06	1.2009257338200002e-09
PF3D7_1458300	3.5e-05	4.567670031516922e-05	6.804813352432401e-07	3.502048411772911e-05	1.6049234650974124e-09
PF3D7_0817700	3.7e-05	4.8286797476036045e-05	6.804813352432401e-07	3.502048411772911e-05	1.6970486169319155e-09
PF3D7_1035100	4.2e-05	5.481204037820308e-05	6.804813352432401e-07	3.502048411772911e-05	1.92767245856349e-09
PF3D7_1133300	1.7e-05	2.2185825867367913e-05	2.0695381558476795e-06	0.00010650729764981902	2.3909334932405174e-09
PF3D7_0501500	1.8e-05	2.3490874447801323e-05	2.0695381558476795e-06	0.00010650729764981902	2.5317274737353198e-09
PF3D7_0308100	2e-05	2.6100971608668132e-05	2.0695381558476795e-06	0.00010650729764981902	2.813394442923475e-09
PF3D7_0905400	2e-05	2.6100971608668132e-05	2.0695381558476795e-06	0.00010650729764981902	2.813394442923475e-09
PF3D7_0207600	7.000000000000001e-06	9.135340063033846e-06	5.735652685057448e-06	0.00029518125385476554	2.9317842177552863e-09
PF3D7_0612200	6.4e-05	8.352310914773801e-05	6.804813352432401e-07	3.502048411772911e-05	2.9490373462169548e-09
PF3D7_0806200	2.2e-05	2.871106876953494e-05	2.0695381558476795e-06	0.00010650729764981902	3.0951763331277027e-09
PF3D7_0805700	2.3e-05	3.0016117349968347e-05	2.0695381558476795e-06	0.00010650729764981902	3.2361139648925965e-09
PF3D7_1364100	8e-06	1.0440388643467253e-05	5.735652685057448e-06	0.00029518125385476554	3.3506961264097623e-09
PF3D7_1232700	0.0001	0.00013050485804334065	6.804813352432401e-07	3.502048411772911e-05	4.653883883929106e-09
PF3D7_1312600	0.000102	0.00013311495520420747	6.804813352432401e-07	3.502048411772911e-05	4.750173121498281e-09
PF3D7_1455600	0.000102	0.00013311495520420747	6.804813352432401e-07	3.502048411772911e-05	4.750173121498281e-09
PF3D7_1125000	0.000109	0.00014225029526724134	6.804813352432401e-07	3.502048411772911e-05	5.088712440297142e-09
PF3D7_1018200	0.00011399999999999999	0.00014877553816940834	6.804813352432401e-07	3.502048411772911e-05	5.332045978758408e-09
PF3D7_0212900	4.1e-05	5.350699179776967e-05	2.0695381558476795e-06	0.00010650729764981902	5.780033121920548e-09
PF3D7_1343100	4.6e-05	6.003223469993671e-05	2.0695381558476795e-06	0.00010650729764981902	6.489705979817176e-09
PF3D7_0501600	1.6e-05	2.0880777286934507e-05	5.735652685057448e-06	0.00029518125385476554	6.703583403726188e-09
PF3D7_1406800	5.9999999999999995e-05	7.83029148260044e-05	2.0695381558476795e-06	0.00010650729764981902	8.486151735199577e-09
PF3D7_0806300	3.1e-05	4.045650599343561e-05	5.735652685057448e-06	0.00029518125385476554	1.3003781257175589e-08
PF3D7_0522600	1e-05	1.3050485804334066e-05	1.4691891552010599e-05	0.0007561076668953307	1.551149308985365e-08
PF3D7_1325400	4.3e-05	5.6117088958636476e-05	5.735652685057448e-06	0.00029518125385476554	1.8064738355181957e-08
PF3D7_1141800	1.2e-05	1.566058296520088e-05	1.4691891552010599e-05	0.0007561076668953307	1.861518636325666e-08
PF3D7_0321400	4.7e-05	6.133728328037011e-05	5.735652685057448e-06	0.00029518125385476554	1.9757247580761303e-08
PF3D7_1476300	0.000139	0.0001814017526802435	2.0695381558476795e-06	0.00010650729764981902	2.0182767327840997e-08
