# pyDL periodicity scores computed on 2019-07-16 16:50:58
# Calculation time:  4714.162977 seconds
# Input files:  /Users/haase-admin/Desktop/moseley/sickle-scripts/AA17_FUP_ts_filtered.tsv
# Period(s) of oscillation tested:  45.0000, 48.0000, 51.0000
# Number of random curves generated from background:  1000000
# Number of curve permutations:  10000
	period	reg_score	per_score	p_reg	p_reg_norm	p_per	p_per_norm	p_tot	dl_score
PF3D7_0100100	45.0	0.25707368277786663	3.1204566680975834	0.999622	1.518690758158833	0.0018	9.0	13.668216823429496	2553499471312133.0
PF3D7_0100200	48.0	0.5998257726824878	5.24997354361349	0.320323	0.4866555355181377	0.0009	4.5	2.1899499098316197	10502783169256.068
PF3D7_0100300	48.0	0.3670259030627848	3.5438542597666736	0.972302	1.4771844372566327	1e-06	0.004999999999999999	0.007385922186283162	419032.5134570329
PF3D7_0100400	48.0	0.557005366636717	4.800880519483537	0.470909	0.7154355808833919	0.0018	9.0	6.438920227950527	266956185270158.12
PF3D7_0100500	48.0	0.5219425476791586	4.166221511026672	0.600357	0.9121014018258528	0.005	25.0	22.80253504564632	1.1856320164526774e+16
PF3D7_0100900	45.0	0.24288578457043825	2.4487085226528684	0.999826	1.5190006882270632	0.0209	104.49999999999999	158.73557191972807	3.9996590493109274e+18
PF3D7_0101000	51.0	0.6743590625925012	7.075543645508833	0.129908	0.19736468286101913	0.0001	0.5	0.09868234143050957	961017337.0357705
PF3D7_0101100	51.0	0.5632070904966102	6.340699382838763	0.447984	0.6806064298335037	1e-06	0.004999999999999999	0.003403032149167518	40985.70716747736
PF3D7_0101200	51.0	0.5585425320750937	5.761968663495239	0.46522	0.7067924820688744	0.0005	2.5	1.7669812051721858	5516920542559.804
PF3D7_0101300	51.0	0.8092486883497563	7.792046965305295	0.010853	0.016488583482854334	0.0002	1.0	0.016488583482854334	4499300.0925864875
PF3D7_0101500	48.0	0.6330671050966261	5.888617213821696	0.221827	0.3370140061044069	1e-06	0.004999999999999999	0.0016850700305220342	4976.122084719739
PF3D7_0101600	51.0	0.7101846721327374	7.60249786574128	0.076384	0.11604754084164243	1e-06	0.004999999999999999	0.0005802377042082121	203.18115517303713
PF3D7_0101700	51.0	0.5611764447072397	5.6819658187862885	0.455518	0.692052572647456	0.0005	2.5	1.73013143161864	5178908816676.743
PF3D7_0101900	48.0	0.5137689034913413	5.038594931565032	0.629745	0.9567495628314846	1e-06	0.004999999999999999	0.0047837478141574226	113851.47044809413
PF3D7_0102700	48.0	0.899615389560115	6.785486121452381	0.000647	0.0009829644811026217	1e-06	0.004999999999999999	4.914822405513108e-06	0.0002512540689442582
PF3D7_0102900	48.0	0.30231493628048023	2.856281867152598	0.997144	1.5149260193888603	1e-06	0.004999999999999999	0.0075746300969443	451978.54108632985
PF3D7_0103000	48.0	0.8461161355010258	7.556799243582833	0.003998	0.006074021631295644	1e-06	0.004999999999999999	3.0370108156478215e-05	0.02992176057323465
PF3D7_0103100	48.0	0.8011120465090008	6.663088087779435	0.013198	0.020051260002461206	0.0005	2.5	0.05012815000615302	126276911.656134
PF3D7_0103200	51.0	0.5399037840735372	5.862311643212321	0.534244	0.8116582322135844	1e-06	0.004999999999999999	0.0040582911610679215	69512.61154990464
PF3D7_0103300	51.0	0.3056314594483189	2.9601204345469907	0.99672	1.5142818510117546	0.0096	47.99999999999999	72.6855288485642	3.8401134360842554e+17
PF3D7_0103400	51.0	0.5981057472584247	6.492554582336212	0.325892	0.49511632252781396	0.0001	0.5	0.24755816126390698	15171735185.88063
PF3D7_0103500	45.0	0.3099272351940686	3.8843785431735394	0.996076	1.5133034443257727	1e-06	0.004999999999999999	0.007566517221628862	450527.8094598921
PF3D7_0103600	48.0	0.43628626622893285	4.21402031319363	0.865462	1.3148661603462708	1e-06	0.004999999999999999	0.006574330801731353	295520.9327076625
PF3D7_0103700	45.0	0.22488075458600976	1.2508648459790166	0.999937	1.5191693266465414	0.4794	2397.0	3641.4488759717597	4.828617893033573e+22
PF3D7_0103800	45.0	0.646934627703607	5.002934378188181	0.187018	0.2841299093150697	0.0085	42.5	12.075521145890463	1760852702105361.0
PF3D7_0103900	48.0	0.7056376923071812	6.733139792799243	0.081968	0.12453111682692379	1e-06	0.004999999999999999	0.0006226555841346189	251.07588656546375
PF3D7_0104000	45.0	0.8305067672858341	6.807163786416513	0.006256	0.009504522092392585	0.0003	1.4999999999999998	0.014256783138588875	2929853.859738656
PF3D7_0104100	45.0	0.8828319464657067	8.079624944776842	0.001218	0.001850464819139093	1e-06	0.004999999999999999	9.252324095695463e-06	0.0010642922613525241
PF3D7_0104200	48.0	0.6025940885607729	6.0702434204380795	0.311195	0.47278768422987694	1e-06	0.004999999999999999	0.0023639384211493844	13738.640520666657
PF3D7_0104300	48.0	0.43338302135256324	3.9255470741309524	0.872201	1.3251044874531497	0.0011	5.5	7.288074680992323	387113845285527.3
PF3D7_0104400	48.0	0.63395030893848	6.369923188806253	0.219548	0.33355160107746273	0.0001	0.5	0.16677580053873137	4638790324.40639
PF3D7_0104500	51.0	0.47144965923147764	5.286764485092816	0.771151	1.17158275512638	1e-06	0.004999999999999999	0.005857913775631899	209055.9729667037
PF3D7_0104600	51.0	0.3147394809007908	3.3349033005368205	0.995287	1.5121047442089415	0.003	15.0	22.681571163134123	1.1668622691169484e+16
PF3D7_0104800	48.0	0.7179737655216114	6.933244232814567	0.067406	0.10240757930943326	1e-06	0.004999999999999999	0.0005120378965471662	139.6307475792038
PF3D7_0104900	45.0	0.49402207911422846	4.778183586656144	0.698436	1.06110939771776	0.0014	7.0	7.427765784024319	409802871569608.75
PF3D7_0105000	45.0	0.1741519239793096	1.3002509139115872	0.999999	1.5192635210790426	0.3463	1731.5	2630.604786748362	1.8204007521304063e+22
PF3D7_0105100	51.0	0.9361546304209043	8.285043096231021	0.000159	0.00024156314141470918	1e-06	0.004999999999999999	1.2078157070735458e-06	3.3235671992451135e-05
PF3D7_0105200	51.0	0.7789764966440424	8.467919047332598	0.021617	0.032841952377118046	1e-06	0.004999999999999999	0.0001642097618855902	4.609276015058114
PF3D7_0105300	48.0	0.9852102814061362	7.491427475363073	1.2e-05	1.8231180484128997e-05	1e-06	0.004999999999999999	9.115590242064497e-08	2.370841211688735e-06
PF3D7_0105500	48.0	0.7691155288808468	7.724855163591771	0.026461	0.04020127223254478	1e-06	0.004999999999999999	0.00020100636116272385	8.451453062452371
