ORF	3	6	9	12	15	18	21	24
PF3D7_0100100	23.854866	38.798442	68.84930899999999	93.161024	98.282028	88.50060500000002	66.99423	43.137095
PF3D7_0100200	4.208546	4.4553709999999995	6.20711	5.2781720000000005	5.9642800000000005	5.829988	5.527463	7.7275740000000015
PF3D7_0100300	35.167572	81.134427	106.031834	120.788926	109.75572199999999	89.51141899999998	58.082853	44.554951
PF3D7_0100400	1.1872530000000001	1.2239389999999999	1.358382	1.677041	1.1652870000000002	0.912356	2.184361	2.715189
PF3D7_0100700	0.982584	1.170843	4.020779	0.0	1.1619959999999998	4.958451	0.0	0.0
PF3D7_0100900	0.359402	0.849577	1.419457	1.181926	1.7624279999999999	0.681602	1.0125549999999999	1.48809
PF3D7_0101100	43.03097	94.404826	73.60335	72.686243	73.418937	63.366066000000004	51.872396	52.183419
PF3D7_0101200	29.05286	38.79790300000001	39.655761	30.311374	32.846858000000005	28.426059999999996	16.486127	21.274745000000006
PF3D7_0101300	1.194782	1.84152	1.1585239999999999	3.607329	1.924182	3.4219209999999998	2.518221	4.8015620000000006
PF3D7_0101500	1.5509760000000001	2.479022	3.5518410000000005	4.8522050000000005	7.7303820000000005	9.634285	11.147111	11.460802000000001
PF3D7_0101600	0.702599	1.373381	1.213792	1.547409	1.538038	2.248541	1.540227	2.298857
PF3D7_0102200	16692.361246	9056.806918	4520.365638	2367.391713	1271.9796820000001	784.310204	474.14946399999997	318.4253930000001
PF3D7_0102300	5.0255980000000005	9.157433000000001	5.723028	7.934635000000001	11.892239	20.701632999999998	17.835928	28.886681
PF3D7_0102400	1.56602	1.505714	1.944634	1.200412	1.193936	1.091197	0.797007	0.981864
PF3D7_0102500	216.24227599999998	108.683105	73.59286800000002	60.633287	34.459315000000004	21.792854000000002	13.770617999999999	10.449273
PF3D7_0102600	46.679615999999996	67.975264	52.684363	41.265559	35.915732	39.835296	66.11303000000001	80.196859
PF3D7_0102700	98.849788	106.759445	57.080501	30.092274	15.253824	9.626988	4.441113	5.159453
PF3D7_0102800	1.2174770000000001	2.067576	1.373184	1.2804659999999999	1.256473	1.631746	1.479876	2.7353650000000003
PF3D7_0102900	32.728527	79.873299	89.367935	85.571069	102.533012	112.05668500000002	94.888385	112.474383
PF3D7_0103000	2.251963	1.432441	1.916088	2.0927740000000004	1.190084	1.34865	1.360191	3.448381
PF3D7_0103100	1.052276	1.2276850000000001	1.138042	1.015831	1.0900889999999999	0.953523	0.935736	1.629702
PF3D7_0103200	14.934719	30.175603000000002	41.278976	38.927528	52.293510999999995	59.488533999999994	45.247049	61.835106
PF3D7_0103300	21.735897	41.443819	57.72535	63.895711	66.306927	63.184927	53.25904300000001	54.932230000000004
PF3D7_0103400	27.595543	23.313361999999998	20.58938	20.807055	21.609935	21.79596	21.945107999999998	28.565547
PF3D7_0103500	1.3851360000000001	2.301533	1.7117630000000001	1.366554	1.681175	1.9792	1.1545860000000001	1.5935620000000001
PF3D7_0103600	2.528058	3.973872	4.195407	4.057104	6.596413	7.772428	5.746221	7.3998940000000015
PF3D7_0103700	2.623537	7.770753	7.7383729999999975	7.306475	6.9650229999999995	8.010642	4.914821	7.6204800000000015
PF3D7_0103800	2.374532	2.409089	1.64668	1.9798040000000001	1.4744190000000001	1.6570369999999999	1.170926	3.299761
PF3D7_0103900	2.611006	4.383567	5.431851	5.5068150000000005	8.203978	11.388898	6.849374000000001	10.815009
PF3D7_0104000	2.002135	0.972309	1.400236	1.270622	1.176012	0.0	0.5040600000000001	1.01169
PF3D7_0104100	1.613418	1.63089	0.8324459999999999	0.7194470000000001	0.70444	0.512627	1.2329629999999998	3.817416
PF3D7_0104200	200.989379	143.397439	89.623446	66.089129	52.59476899999999	51.545898	40.634238	54.19714499999999
PF3D7_0104300	174.004735	202.469659	175.717474	140.100665	136.07513	113.235658	87.775813	75.283784
PF3D7_0104400	25.226542000000002	27.491585999999998	21.265188000000002	17.048441	17.13562	15.755382999999998	16.459663	19.673866
PF3D7_0104500	10.634021	23.589828	35.386996	50.038381	54.001564	61.37435600000001	44.616774	51.398095
PF3D7_0104600	1.031572	1.775971	2.646487	2.87418	3.744528	3.627965	2.085493	2.1503
PF3D7_0104800	4.878951	3.263343	2.880548	1.585384	1.7521220000000002	2.147177	1.1098709999999998	2.391283
PF3D7_0105100	1.290481	2.039257	1.350422	1.1369479999999998	3.2546880000000002	3.97344	4.4501040000000005	3.6172269999999997
PF3D7_0105200	6.458355	11.680534	11.06293	9.06912	11.146581	12.0347	9.945336	18.792982000000002
PF3D7_0105300	31.084740999999998	13.896567000000001	12.769737	18.120554000000002	9.650716000000001	14.493035999999998	14.941104999999999	23.094182
PF3D7_0105400.1	8.114512	3.192198	3.032548	2.963493	2.5617650000000003	1.0695139999999999	0.0	3.8022910000000003
PF3D7_0105400.2	2.593459	3.915664	1.178688	0.27519699999999997	0.701214	0.237033	1.121184	0.415079
PF3D7_0105500	0.8539899999999999	1.3337860000000001	0.702703	0.9544309999999999	1.038564	1.391843	1.035628	1.119376
PF3D7_0105600	5.156405	6.882739	13.627117000000002	18.226384	23.280874	24.037060999999998	20.822422	21.802432999999997
PF3D7_0105700	3.052757	3.7791959999999998	3.915504	4.212413	4.9524099999999995	4.614991000000002	4.14222	5.770965
PF3D7_0105800	4.209525	4.777101999999998	4.017501	3.4675830000000003	3.9950930000000002	5.1357349999999995	4.578386	7.513414
PF3D7_0105900	1.8316400000000002	3.2769220000000003	3.1089990000000003	1.973691	3.6046440000000004	4.233682	2.65965	3.8187
PF3D7_0106000	3.555795	4.717958	3.2401020000000003	2.633126	2.943605	3.2796819999999998	3.442668	5.536494
PF3D7_0106100	14.319075	34.443238	35.72626500000001	37.970917	40.367441	45.909847	40.766695	51.38851500000001
PF3D7_0106200	1.6157350000000001	3.3064139999999997	4.946915	1.2364030000000001	1.083558	1.7312740000000002	1.2796610000000002	1.620588
PF3D7_0106300	143.680603	202.18590600000002	205.221848	206.236932	207.055477	193.143867	185.385878	180.43731499999998
PF3D7_0106400	75.934873	170.06723200000005	181.4657	155.906034	164.426836	169.151343	120.952075	150.233482
PF3D7_0106500	1.145184	2.407736	2.1124419999999997	1.479573	1.668149	1.7752139999999998	1.248691	1.830142
PF3D7_0106700	87.11932	133.47042199999999	128.821047	118.24061	124.912602	117.69523400000001	92.231662	95.785896
PF3D7_0106800	12.781742	11.871571000000001	11.454449	14.100361999999999	15.735145000000001	21.125693	25.319743	37.619408
PF3D7_0106900	2.4405799999999997	3.67089	3.0561990000000003	2.493497	2.8646599999999998	4.039494	3.293015	6.101522
PF3D7_0107000.1	32.204436	18.182742	14.305247	23.310204000000002	18.377374	20.786134	40.473162	62.69384599999999
PF3D7_0107100	2.082081	1.859143	1.367062	1.426668	1.679902	2.237934	2.019069	2.8884990000000004
PF3D7_0107200	1.026485	1.273363	0.671149	0.642745	0.883806	1.018648	1.318393	1.521147
PF3D7_0107300	1.891832	3.376327	2.055022	1.7031779999999999	1.48557	0.375609	0.901026	0.962305
PF3D7_0107400	11.594603999999999	5.586999	7.111236	7.005914	5.6325650000000005	10.796322	8.863868	11.150456
PF3D7_0107500	320.524714	404.640717	370.07502999999997	340.155567	317.99644	299.0961200000001	231.65268700000001	212.07996
PF3D7_0107700	1.947966	5.110551999999998	2.7180560000000002	2.449286	3.5136089999999998	2.822755	2.608432	3.3764760000000003
PF3D7_0107800	1.8049419999999998	2.9460490000000004	3.2253439999999998	2.408738	3.678893	3.951879	3.230402	5.82792
PF3D7_0107900	5.5636790000000005	10.023191	11.242767	12.434965	19.491564	24.284676	23.056387	29.561556
PF3D7_0108000	82.573922	61.298303000000004	84.975382	161.074742	134.016931	137.83486000000002	195.76081100000002	215.389152
PF3D7_0108100	0.98551	1.334745	2.239764	1.134968	1.798789	1.763677	1.31981	1.8311979999999999
PF3D7_0108300	239.44272200000003	306.39083	302.40623	298.06382	317.82129199999997	286.390028	265.413808	256.025148
PF3D7_0108400.1	50.440929	64.87755200000001	31.893494	23.90596	19.996788000000002	20.40007	13.833345999999999	19.899798999999998
PF3D7_0108400.2	14.061517000000002	42.551633	29.584263	19.56266	17.988106	13.784269	9.391353	13.601632
PF3D7_0108500	19522.760256999998	12646.98777	10905.011547	7622.960218000001	6951.816433	6050.958355	4402.996859000001	3298.226887000001
PF3D7_0108600	2.8931259999999996	4.203666	4.855335	4.098173	3.7897019999999997	4.846731	5.393992	5.570622
PF3D7_0108700	41.264544	78.42021700000002	90.353634	105.299332	104.03484300000001	94.378465	86.782342	91.827529
PF3D7_0108800	6.840706	17.411845	18.280869	18.483828	17.358329	21.507863	16.899709	22.863944
PF3D7_0109000	480.335847	170.338	88.285762	66.402601	36.619556	24.143634	15.67805	13.192260999999998
PF3D7_0109100	14.526924	9.755989	6.284635	3.5313120000000002	1.834216	1.6308790000000002	0.582565	0.559178
PF3D7_0109200	3.714697	5.707264	5.8714010000000005	9.771289	12.462273	12.671305	13.760715	15.725095999999999
PF3D7_0109300	5.0445269999999995	14.885964999999999	12.943218	7.473852000000001	7.009324	7.022175999999999	3.7148769999999995	6.399392
PF3D7_0109400	70.023165	49.433797	59.468879	78.986319	60.805037	70.545408	68.902948	82.88669
PF3D7_0109500	141.55916499999995	240.75685	311.6827580000001	329.724199	368.596885	408.721983	389.77685499999995	412.36222999999995
PF3D7_0109600	44.07128	121.925071	111.398271	120.495332	104.10185	85.960309	60.545362	65.703422
PF3D7_0109700	41.682115	133.327465	116.294615	92.41340100000001	71.259114	71.664781	41.162575	46.714366
PF3D7_0109800	35.75109000000001	78.85775500000003	87.57881	76.366675	74.78966199999998	80.38345600000002	55.990582999999994	58.25465
PF3D7_0109850	0.7419479999999999	0.8296389999999999	0.9485969999999999	0.573833	0.683044	1.50902	1.7601259999999999	4.750241
PF3D7_0109950	7.449922999999999	9.085278	8.362247	8.028666000000001	9.953201	10.130019	8.864164	16.140824
PF3D7_0110000	18.211993	19.321442	19.269262	21.26306	24.368045000000002	23.141823000000002	27.405509000000002	35.818699
PF3D7_0110100	3.661575	5.165528	6.906389999999999	8.2745	9.053307	10.307867	7.728441	8.677081
PF3D7_0110200	10.748342999999998	22.176433	27.539099	29.073383000000003	38.859602	41.216646000000004	48.294455	54.085085
PF3D7_0110400	179.515158	365.084947	388.007188	433.447733	397.12478	392.951988	361.50330099999996	375.185592
PF3D7_0110500	16.232944	25.838449	24.720398	23.090132999999998	26.735905	26.378795	23.821079	26.52602000000001
PF3D7_0110600	176.401503	239.821158	216.22082200000003	194.788771	178.322297	155.07718899999998	116.329986	115.57855500000001
PF3D7_0110700	28.522741999999997	42.61591	38.397551	39.833126	33.998616999999996	32.816122	26.416465000000002	29.228984000000004
PF3D7_0110800	110.169655	120.770853	107.213502	123.33824399999999	116.511779	107.194667	107.633971	107.74540800000001
PF3D7_0110900	5.745702	7.8964570000000025	7.548482000000001	11.579193	20.013507	22.274667	16.798129	20.964131
