ORF,AA13vAA17_FUP,AA13vAS18_FUP,AA13vAS19_FUP,AA17vAS18_FUP,AA17vAS19_FUP,AS18vAS19_FUP,AAvAS_mean,mean
PF3D7_1012900,2.0215875433198933,2.9340047269944933,3.7249587577914207,2.962227752063858,3.4562410905826337,2.123821133994452,3.2693580818581007,2.8704735007911246
PF3D7_0610700,2.4521804791733417,3.446054423421103,3.662842225760335,3.2147132931360214,2.7733262842824495,2.1010244909184985,3.274234056649977,2.9416901994486246
PF3D7_0627900,2.130339872244757,2.8266350648712475,3.8961866408607353,2.68010708544428,3.6983252118833327,2.1907035269379644,3.2753135007648986,2.903716233707053
PF3D7_0303300,1.534538248936692,3.0339448086352934,3.1049273601827925,3.377923723162477,3.589030431172548,2.4303661102005862,3.2764565807882784,2.8451217803817315
PF3D7_1436900,3.5676750949682368,2.147388408402889,2.6974788445193782,4.195459775365832,4.077647877942519,2.411052903598576,3.2794937265576536,3.182783817466238
PF3D7_0731400,0.9968323502081952,3.1034781796605357,3.4359450105656646,3.1468752470930563,3.4565187741489933,1.1261726207967349,3.2857043028670634,2.544303697078864
PF3D7_1243600,1.9941360157222872,2.7873796304956935,3.4273879036659918,3.0890001096311,3.840393622946692,2.228608992774547,3.2860403166848693,2.894484379206052
PF3D7_1437800,3.1686900275710963,2.693212798719666,2.6529754262276515,3.703347787125215,4.097259083801453,2.103568523764732,3.2866987739684967,3.069842274534969
PF3D7_0805400,1.7444656966681384,2.644325317512906,3.4413674956514795,3.3304832108105735,3.7333275259439698,2.0781961671785645,3.2873758874797323,2.8286942356276046
PF3D7_0722400,1.4839003622250144,2.8118564455145774,3.4966910557545625,3.001955379512903,3.850534258247564,1.6029598900927342,3.290259284757401,2.7079828985578924
PF3D7_1445700,1.4864013946253198,3.3599442355799205,3.3522110602425017,3.071081324751253,3.4235843548127254,2.3473696024643367,3.3017052438466,2.840098662079343
PF3D7_1217500,3.848561495768896,4.047553469221581,3.9070300171414223,3.4509820854435915,1.8454043921705132,2.772476284042039,3.312742490994277,3.312001290631341
PF3D7_0921900,1.9325690804000424,2.9178938225804663,3.3294340373114424,3.521106017246857,3.5014613577347737,1.7908338534238897,3.3174738087183844,2.8322163614495786
PF3D7_0315100,2.2309625343115216,2.9998097041821006,3.9113964863265993,2.1626643510754944,4.2136628939937415,3.658820819837716,3.321883358894484,3.196219464954529
PF3D7_0521600,2.671508151247569,3.038787882726587,4.025980738086022,3.040781211400492,3.2499496205818312,3.0328453129488304,3.3388748631987326,3.1766421528318887
PF3D7_0810600,0.8813375904146583,2.967192198511666,3.4099818870148013,3.30185877613628,3.7821462457985247,1.5485539462222515,3.3652947768653183,2.6485117740163635
PF3D7_1433000,2.6670060226788843,2.7078332203837987,3.4639433817688503,3.464531971476668,3.8304632020296476,2.7635881987243094,3.3666929439147415,3.1495609995103595
PF3D7_0608310,2.4168809673274123,3.046472704712268,3.766744946610996,3.3024451931154193,3.364793543383493,3.048249185986508,3.3701140969555436,3.1575977568560165
PF3D7_1002200,1.7976840644951508,2.9920282566668424,3.2934320594572717,3.3744012060732724,3.82957535921781,1.0897272117784786,3.372359220353798,2.7294746929481373
PF3D7_0707600,2.9335384461313563,2.9769171070666895,3.8377950852670915,3.2059454080845295,3.4827005513618565,2.3792442467435744,3.375839537945041,3.1360234741091837
PF3D7_1474600,2.5464388103475364,2.285677106860024,3.1619537660837667,3.792347997250792,4.269124613141528,2.340617923533788,3.377275870834028,3.0660267028695727
PF3D7_1119800,3.2943331317394406,3.4478773830582665,3.8848177937162167,3.1591298371642886,3.017875589595873,2.361928611259958,3.3774251508836617,3.194327057755675
PF3D7_1237100,1.3537215470993038,3.1543924593962682,3.127838867638371,3.842881383343882,3.4232071699152717,2.1265444332874552,3.387079970073448,2.8380976434467584
PF3D7_1328800,1.7715284314198343,3.0161604880532678,2.7598441440076917,3.7598226364930194,4.016214418426316,2.336432574376304,3.388010421745073,2.9433337821294043
PF3D7_1337900,2.8732293867179037,3.2802387583170733,3.67602267325734,3.273955273796944,3.3302688952195036,2.0331288058906147,3.3901214001477147,3.0778072988665635
PF3D7_1314900,1.6410365975361532,2.9828567600104963,3.36193407844387,3.6601966370786,3.5712146359289125,1.7622634240031143,3.3940505278654696,2.8299170221668577
PF3D7_0805900,2.2892065336760044,2.6693822492886183,3.4366446317716535,3.6607817891331926,3.8397785904230584,1.675813977070751,3.4016468151541304,2.9286012952272125
PF3D7_1117300,1.657356528944777,3.5932467466962765,3.514697600974062,3.5045408128279623,2.9953262106629666,2.7835434811645094,3.4019528427903167,3.0081185635450924
PF3D7_0623200,1.9026105174073689,2.9335964564486567,4.001839569751094,2.8754119021670665,3.928983662130734,2.7517514550516906,3.4349578976243884,3.0656989271594353
PF3D7_0309000,1.6863961957580182,2.9468442307033977,3.5661000781122665,3.3054828034598587,3.935714399095912,2.338704701251628,3.4385353778428582,2.9632070680635136
PF3D7_1138100,2.3135353430826258,3.644416350591732,3.9765795124837036,2.9893921678288726,3.2069392023541443,1.5012356857306712,3.4543318083146133,2.9386830436786253
PF3D7_1323000,2.0523153286674582,3.4625440113485544,2.9805309738133388,4.152674049659886,3.2225583131914353,2.095004608473574,3.4545768370033034,2.994271214192375
PF3D7_0517700,1.369024237679196,3.2797922828672994,3.5047513893397677,3.466084300247426,3.5735775795921563,2.3252915590295267,3.4560513880116623,2.9197535581258958
PF3D7_0804800,2.095449703144864,3.1012326699802597,3.291200901274978,3.5637120843456964,3.8703477003553575,2.0172922506026856,3.4566233389890733,2.9898725516173066
PF3D7_1428300,1.5068514220491889,3.0348881347031984,3.632920398722249,3.3448968370988204,3.821626722103648,1.8976537339362642,3.4585830231569785,2.8731395414355614
PF3D7_1451500,2.6082815230400507,3.5280165963668724,3.917077461176439,2.737867928259865,3.7163537331198846,2.55188848321044,3.4748289297307653,3.176580954195592
PF3D7_1125500,1.9952190630135715,3.736071474729589,3.8261045238814932,2.915915636717012,3.4578493796544887,2.105129136703296,3.483985253745645,3.0060482024499087
PF3D7_0220500,1.8057000499471696,2.1376312249930494,3.8544137601795585,2.9372793339561936,5.0370566326947666,3.1090648819759883,3.491595237955892,3.146857647291121
PF3D7_1407500,1.609571322653727,3.28276064772577,3.669130934861256,3.4256642410209825,3.6088885623561846,3.080660857694057,3.4966110964910486,3.112779427718664
PF3D7_1027500,1.7890358190569835,3.515435364096108,3.849920190241537,3.0749819606601045,3.635612038483518,1.3700856710785358,3.5189873883703173,2.8725118406027974
PF3D7_0509300,2.0396859301471038,3.5298999378999625,2.725164552631236,3.974312566434602,3.853686993290234,2.5842155888100287,3.520766012564009,3.1178275948688605
PF3D7_0503300,2.362105604434935,3.57412089992512,3.658240597661084,3.483066851913997,3.3708117468526697,2.0812008340400627,3.5215600240882177,3.0882577558046456
PF3D7_0507900,2.0783179905579696,3.039147801080321,4.02105673543895,2.7433448604287944,4.314477405377622,2.8658610582264714,3.5295067005814227,3.1770343085183548
PF3D7_0722000,3.4915916087237533,4.124421984838878,4.006381154867755,2.962589974054485,3.028567537514537,2.5587833311837143,3.5304901628189134,3.3620559318638534
PF3D7_1217800,2.8359436786944214,4.511357425007944,3.9064699238655813,3.1005671365838285,2.6119453435256625,2.4759378601157063,3.5325849572457537,3.240370227965524
PF3D7_0716900,1.5882835989782342,3.065878283212866,3.856364435354321,3.247147378911339,3.964315717271156,1.8621636043855825,3.5334264536874205,2.9306921696855834
PF3D7_1213700,1.5035446701635389,3.379674275541343,3.5561312852321785,3.549597211005879,3.6848929404210167,1.573257238514114,3.5425739280501047,2.8745162701463456
PF3D7_1340100,2.1608729420775057,2.7991757446500576,4.022140482385866,3.4332392335971864,3.934482655875069,2.707869476277994,3.547259529127045,3.176296755810613
PF3D7_0935000,2.0552083412495,3.3330484214943508,3.6970327992567285,3.2920533861558585,3.880672118929644,2.3975175783025984,3.5507016814591448,3.109255440898113
PF3D7_0523900,1.2311304957064928,3.1429458851832663,3.6706657178440296,3.7594237408159534,3.692165437156797,4.061609458687187,3.566300195250012,3.259656789232288
PF3D7_1127900,3.011481288188609,4.135819035699151,3.072396788076698,3.594540946823748,3.4732443940009694,2.722717596355932,3.5690002911501417,3.3350333415241837
PF3D7_1408900,1.5593204762000814,3.4429984313700164,3.292106479102411,3.952588973434733,3.593455315181106,3.1056141587350274,3.570287299772067,3.1576806390038965
PF3D7_1414200,2.1924630878602023,3.664131531438538,3.617898626067422,3.4379959307855685,3.612446027969449,3.082739570950749,3.5831180290652447,3.2679457958453213
PF3D7_0935100,1.527304127250086,3.397750159762728,4.0430353513627,3.087567517428893,3.876727277543195,2.157087330403814,3.601270076524379,3.014911960625236
PF3D7_1366100,1.7639413705055038,2.4303078334257457,4.701889411254445,2.562470585006216,4.730143562634266,3.5565997049488036,3.606202848080168,3.290892077962497
PF3D7_1308200,1.3189608613431394,3.1913719821638864,3.6227020068408597,3.6607745799978084,4.016312873035252,1.809303447512274,3.622790360509452,2.9365709584822035
PF3D7_0809500,3.0978744510170517,2.8644978300159734,3.2324660668779845,4.38175131905296,4.033197280473105,1.7240744995906687,3.6279781241050064,3.2223102411712903
PF3D7_1246500,1.6270076194409862,3.4736652037185483,3.727177960928205,3.4674645739220216,3.846767401969915,1.7388217243792647,3.628768785134672,2.9801507473931563
PF3D7_1447100,3.9402306531693063,3.5677375102104274,3.3957624946394365,3.983155413863136,3.5840887550781764,2.3120774248576472,3.6326860434477934,3.4638420419696883
PF3D7_0722500,2.885813363723439,3.6767158633631767,3.5457908683012884,3.5940220293070126,3.7208980810744254,2.1441084655224696,3.634356710511476,3.2612247785486352
PF3D7_1338200,2.3515925993245657,3.3648270366526334,3.922094563376095,3.5315883488984734,3.721081657994489,2.40516287419177,3.6348979017304237,3.2160578467396714
PF3D7_1007900,1.2620056667218156,3.250399307862589,3.489591896108648,3.7236237951971387,4.085080152570354,1.6325992024057547,3.6371737879346817,2.907216670144383
PF3D7_0204500,2.8868345059855907,2.9063730205779232,3.48745626453576,4.2234695333706025,4.020165051486584,2.2150982230048526,3.659365967492717,3.2898994331602185
PF3D7_0728000,2.632064826762913,3.4360837444394923,4.106173963139215,3.451601928058477,3.681212542981332,2.622589845577687,3.6687680446546285,3.321621141826519
PF3D7_1422300,3.3656149172225396,3.0212627411419364,4.148093969773351,3.765083972316603,3.7441503291108535,3.4190644201436915,3.6696477530856857,3.5772117249514963
PF3D7_1449900,3.379552887799545,4.477461016837721,3.8757649180887417,3.5055380599106787,2.8553700324493736,3.401970734026007,3.678533506821629,3.582609608185345
PF3D7_0801900,1.2594686860713065,3.2381316450651947,3.4209165153895538,3.981955154472823,4.0767111131785265,1.2160671851856082,3.679428607026524,2.865541716560502
PF3D7_0422600,2.746902808678417,2.538126577160976,3.8389794493828617,3.597413173053252,4.746884085211286,2.9779084048152433,3.6803508212020937,3.4077024163836733
PF3D7_1469300,2.1197593378119577,3.645732691235672,3.9698479582797934,3.3902716422111734,3.7387085477851776,1.7305870233205716,3.6861402098779537,3.09915120010739
PF3D7_0923000,1.798962255876842,3.494726853231747,3.9157147554462526,3.447531669144796,4.0865295331006815,2.745090738783884,3.736125702730869,3.248092634264033
PF3D7_1237800,3.3865961698339286,3.7693355099234154,3.3028366488062098,4.064017696538217,3.866928321942411,2.8006899547714856,3.750779544302562,3.5317340503026107
PF3D7_1419300,1.4265471847010902,3.4073752342687524,3.7504822388033583,3.836307231572041,4.038324654520717,1.8413711161848607,3.7581223397912167,3.0500679433418028
PF3D7_1106900,2.4901259689168254,3.34182171132854,4.364628558846555,3.2323398597093638,4.1083310463977565,2.882849314297458,3.7617802940705536,3.4033494099160837
PF3D7_0204300,2.1688797912811757,3.5691209470408687,3.773863678329701,3.697838166213029,4.02573313998032,1.7679615568251639,3.7666389828909783,3.1672328799450438
PF3D7_0314700,1.1432423597646242,3.3627423074604272,3.2589848616667814,4.30886621309909,4.1891684516516285,0.5080867211480697,3.7799404584694822,2.7951818191317703
PF3D7_0524000,1.3968624737091826,3.6013365078550117,3.482919467336912,4.042490509497722,4.014655325687666,2.2852479707494173,3.785350452594329,3.137252042472652
PF3D7_0823700,2.9229152678006023,3.96685283456784,4.697814553295581,2.7037397159433256,3.903656333668171,3.353200978560776,3.8180158593687286,3.591363280639382
PF3D7_0528600,2.400009398404733,4.683238901359258,3.930927172842943,3.8120290197131617,2.9325175446978,3.2826471825797587,3.8396781596532903,3.5068948699329416
PF3D7_0205500,2.7961152616879725,4.136935043948903,3.6560130247585882,3.871709430733887,3.876539268904368,2.391809809520563,3.885299192086437,3.4548536399257137
PF3D7_1414800,2.6569611170882363,3.065990205799084,4.016724425367201,4.069329168128939,4.4318706316210035,2.2188834951133103,3.8959786077290564,3.409959840519629
PF3D7_1201400,1.3239051007808234,3.836172424196597,3.382758603947557,4.451634208263736,3.9362155322250967,1.3324406919029432,3.9016951921582463,3.0438544268861247
PF3D7_0210900,2.182222338762191,3.63656988698919,3.9992255124661806,3.6150281163530593,4.389945208841744,2.740590210137794,3.9101921811625426,3.4272635455916927
PF3D7_1355500,1.7816327932170009,3.4149473534721912,4.0353149055532045,3.9493358585045737,4.273883824013983,1.86457314632452,3.918370485385988,3.2199479801809123
PF3D7_0822800,2.9155896116740245,3.6906334107231586,4.602056671452456,3.0837013059102176,4.419899991136021,2.3328954853294492,3.949072844805464,3.5074627460375543
PF3D7_1461200,2.5785294100877443,4.3795324345166415,4.284296486994946,3.7890526551396735,3.5374660328612846,2.6126970421164124,3.9975869023781367,3.5302623436194502
PF3D7_1242100,3.1854945118192863,4.725591268121512,4.0617485334802135,4.636937499983233,2.8166144959703323,4.087181874881626,4.060222949388823,3.9189280307093672
PF3D7_0830700,0.57823028401525,4.088471642909128,3.7983446538855237,4.356075148295118,4.033135468111232,0.7623889710599704,4.069006728300251,2.936107694712704
PF3D7_1317700,2.2900115482886325,4.7652294323446505,4.164976347984188,4.2321614041107765,3.1934504788971303,3.257149222216281,4.088954415834186,3.650496405640276
PF3D7_1011500,3.458397617744654,4.435815935122101,4.543979221785803,4.01079613508829,3.608249202163608,3.2268143840837165,4.149710123539951,3.8806754159980286
PF3D7_0111700,2.4374954232723884,4.5430663410163,4.2008179424965135,4.627886771634991,3.6294943982953103,2.6656945902333105,4.250316363360779,3.684075911158136
PF3D7_1124800,2.20543716195924,4.233868500031,4.564872129631533,4.131142507302569,4.133029518842696,2.6987767667063007,4.26572816395195,3.6611877640788895
PF3D7_1307000,3.615092134715818,3.3271741034630464,4.4938550418611065,4.3216090604214905,4.989431243603215,1.9394813581118957,4.283017362337215,3.781107157029429
PF3D7_1463000,4.081568038970678,4.919094702463048,4.786823507684447,4.399753724451227,3.075642198249396,4.827000393659679,4.295328533212029,4.348313760913078
PF3D7_0524500,2.446121784676066,4.9053854148664495,4.74857117602926,4.201576452962777,3.3264428332664657,4.244522428480511,4.295493969281238,3.9787700150469214
PF3D7_0707900,1.9018884114844283,4.139349300655684,4.274765241364846,4.407633916253321,4.374754371722475,2.873500050893035,4.299125707499081,3.6619818820622982
PF3D7_0918300,2.3905729311476667,3.4858473306524402,4.814587726358392,3.9882827697392327,4.925962936813142,3.997270028477763,4.303670190890801,3.933753953864773
PF3D7_1435400,3.0506797009847797,4.523927138310135,4.669695675900715,3.7391678586202617,4.352530382121038,3.742281673659479,4.321330263738037,4.013047071599401
PF3D7_1009000,2.49221816312156,3.6636078820446496,4.444380727537217,4.411566934963113,4.8712945964109124,2.782341963721152,4.347712535238973,3.7775683779664337
PF3D7_1248200,2.6781694970176155,3.7786011333621454,4.407363595882397,4.4429090555675135,4.83865541625281,2.660420047884056,4.366882300266217,3.801019790994424
PF3D7_1315400,3.1943385056890587,4.547390405103937,3.7699633548717526,5.045933659300443,4.354490424319496,2.7588559235158128,4.4294444608989085,3.945162045466751
PF3D7_1124400,2.5479263742328646,4.362048093244454,4.738447747614159,4.128785254470564,4.5068812967153695,3.008909550220863,4.434040598011137,3.882166386083046
PF3D7_1311000,2.288489061581434,4.24505509847554,4.415288561771139,4.3008529698745335,4.894477788955318,3.2364738856809803,4.463918604769134,3.896772894389824
PF3D7_1442300,1.7289205112062171,4.243168478216608,4.641666586125572,4.26446199424233,4.866974098755375,3.0000031526456303,4.504067789334972,3.7908658035319553
PF3D7_1243200,5.4066509935008655,4.71337532510233,5.202525571888693,4.313042053617768,3.882022855350309,4.384092304352492,4.527741451489776,4.65028485063541
PF3D7_0702600,3.0436122808057586,5.2946439111511525,3.674821707999256,5.5480733369262305,3.9678050384032697,3.8171617218344127,4.621335998619976,4.224352999520013
PF3D7_1038200,3.121278784576928,3.8900934205975446,4.893999598291615,4.791643287430143,4.9331967240313706,4.222396575610852,4.627233257587669,4.308768065089741
PF3D7_0926200,2.7616375196733127,5.358161474437061,4.470185083226809,5.326340408777353,3.3638368008809443,4.9072688780957625,4.629630941830542,4.3645716941818735
PF3D7_0419200,3.3321265336267256,5.418023034343936,4.757175194676347,4.804476181942273,3.6440112891762984,4.626623786043063,4.655921425034713,4.4304060033014405
PF3D7_0506100,2.4778856067770283,4.9327926366748915,4.886736688539194,4.417716040717216,4.460666228430254,1.9053251424931863,4.674477898590389,3.846853723938629
PF3D7_1415800,1.7257629612048602,4.702711369107908,4.839188870328923,4.726073239599357,4.930429877337931,2.596599733484322,4.7996008390935305,3.920127675177216
PF3D7_1438500,2.6182769162252755,4.246352689687548,5.124000750940953,5.129380407996542,4.857470053934776,3.9835277561481517,4.839300975639954,4.326501429155541
PF3D7_1015200.3,4.548911040817536,5.527792944523703,4.471120610956624,4.581294858068938,4.8426806877138535,4.744277104084179,4.855722275315778,4.7860128743608055
PF3D7_0519700,2.929450937494672,4.708564034665916,5.09460073694201,4.659281114540555,4.983628495288207,3.5289203754410687,4.861518595359172,4.317407615728738
PF3D7_1002500,2.4533228262712967,4.9074709317565475,4.9462874252263065,5.283415843836256,4.585865569727254,2.4001009718351987,4.93075994263659,4.096077261442144
PF3D7_1207800,1.635427686655485,4.81180295414516,4.39512880753663,5.496220556647065,5.076186461860318,1.6887376860024748,4.9448346950472954,3.8505840254745225
PF3D7_0212200,2.2521661669940265,4.722637945174098,5.165704016351868,4.753778107679203,5.21173266744483,3.450484124045834,4.963463184162499,4.259417171281643
PF3D7_0818400,2.070359447595728,5.069555449276477,5.104464943136874,4.708053309043064,5.0124646441945915,3.8739627112534514,4.973634586412752,4.306476750750032
PF3D7_0206600,1.3891295643717312,5.183530909687561,4.954096275559532,5.268719394088337,4.602963396280323,4.2792107967614195,5.002327493903938,4.279608389458152
PF3D7_1330400.2,6.203516132719778,3.677785037014451,4.277371849614344,6.092330843665706,6.013398708864754,5.129500921722402,5.015221609789814,5.2323172489335725
PF3D7_1453300,4.205093144642417,5.109856705457553,5.744302360009434,3.5772799197859197,5.724138072999494,4.571067395425807,5.038894264563101,4.821956266386771
PF3D7_0310600.1,3.589878851494858,5.125729759645465,5.891488546778821,4.860461692908378,4.811685927030459,3.6904219265385927,5.172341481590781,4.6616111173994295
