ORF,AA13vAA17_3D7,AA13vAS15_3D7,AA13vAS16_3D7,AA17vAS15_3D7,AA17vAS16_3D7,AS15vAS16_3D7,AAvAS_mean
PF3D7_0724200,1.383567411480516,1.8006440600069364,3.4044350319953036,1.281621510593396,3.5246191731405347,3.2515244285273237,2.5028299439340427
PF3D7_1432100,1.0448312722175703,1.2838045813664187,3.2037018911757644,1.8084414689004904,3.743934988572902,2.6215517216340345,2.509970732503894
PF3D7_1211800,1.0744380855740685,1.5285552401355549,3.4544889950784152,1.5447878663991141,3.543239165010257,3.0386869051310015,2.5177678166558355
PF3D7_1317200,1.0678082639976567,1.8388212120086351,3.18463935696468,1.6882949248788808,3.408512840245147,2.3232002704998025,2.530067083524336
PF3D7_1321700,1.123218371449658,1.215499732123686,3.8204592348071698,0.9197445032302656,4.199457397653462,3.9035256150110715,2.538790216953646
PF3D7_1002200,1.2402682675469368,1.793396679495426,3.381488805487356,1.4750173752012523,3.5159748800167967,2.571045880344141,2.541469435050208
PF3D7_1470700,1.4050468717645568,1.9374760044717176,3.244363170032792,1.4638119510698238,3.5549203806317617,2.48665969038672,2.550142876551524
PF3D7_1132700,1.380244830539937,1.99733358628636,3.5402974545680843,1.5173617503674226,3.15132741573421,3.2934830946783498,2.5515800517390197
PF3D7_0404600,1.3750603963479282,1.9529724751625552,2.9299480128718547,2.114187109100984,3.2905583778928698,1.6808011782090555,2.5719164937570658
PF3D7_1104900,1.3447068166646423,1.9513992620408256,3.1042520548089736,1.7149270699147496,3.532612736860398,2.2667264632120614,2.5757977809062367
PF3D7_1144500,1.3928931796141537,2.8120185577439494,3.0218215365383307,1.968437935587632,2.5264452223593423,2.979812488873325,2.5821808130573136
PF3D7_1445600,1.3273480452739614,2.1587017838694416,3.3191090318297167,1.6915576647292714,3.218486659311601,2.4277556034972205,2.596963784935008
PF3D7_1212500,0.8325765504949143,1.5359139206956902,3.769540117293989,1.196945129118971,3.9127562898369592,3.3807952099232548,2.6037888642364018
PF3D7_0814000,0.9075551486118532,1.3428698542720343,3.9072009335429696,1.498167568741436,3.67897525305834,3.6500676737094446,2.6068034024036946
