# RNA vs. RNA Profile Dissimilarity Measure Over Phase Shifts 
# Time series files:  AA13_3D7, AS15_3D7, AS16_3D7, AA17_3D7 
# No. of Randomized Curves (Exhaustive):  40320 
# Author: Robert C. Moseley 
	shift_0	shift_1	shift_2	shift_3	shift_4	shift_5	shift_6	df_1	df_2	kt_diss_range	kt_diss	kt_diss_pval	est_delay
shift_times	0.0	3.0	6.0	9.0	12.0	15.0	18.0						
PF3D7_1334900	0.75	1.0	1.0	1.0	0.5	1.0	1.0	AA13_3D7	AS15_3D7	0.5	0.5	0.008399	12.0
PF3D7_1334900	1.0	1.0	1.0	1.0	0.5	1.0	1.0	AA13_3D7	AS16_3D7	0.5	0.5	0.008407	12.0
PF3D7_1334900	0.7857142857142857	1.0	1.0	1.0	1.0	1.0	1.0	AA13_3D7	AA17_3D7	0.2142857142857143	0.7857142857142857	0.019583	0.0
PF3D7_1334900	0.6428571428571429	1.0	1.0	1.0	0.5	1.0	1.0	AS15_3D7	AS16_3D7	0.5	0.5	0.022897	12.0
PF3D7_1334900	0.6071428571428571	0.7619047619047619	0.8	0.7	1.0	1.0	1.0	AS15_3D7	AA17_3D7	0.3928571428571429	0.6071428571428571	0.013803	0.0
PF3D7_1334900	1.0	0.7142857142857143	1.0	0.6	1.0	1.0	1.0	AS16_3D7	AA17_3D7	0.4	0.6	0.002914	9.0
