# RNA vs. RNA Profile Dissimilarity Measure Over Phase Shifts 
# Time series files:  AA13_3D7, AS15_3D7, AS16_3D7, AA17_3D7 
# No. of Randomized Curves (Exhaustive):  40320 
# Author: Robert C. Moseley 
	shift_0	shift_1	shift_2	shift_3	shift_4	shift_5	shift_6	df_1	df_2	kt_diss_range	kt_diss	kt_diss_pval	est_delay
shift_times	0.0	3.0	6.0	9.0	12.0	15.0	18.0						
PF3D7_1219800	0.7857142857142857	1.0	1.0	1.0	1.0	1.0	1.0	AA13_3D7	AS15_3D7	0.2142857142857143	0.7857142857142857	0.014419	0.0
PF3D7_1219800	0.75	1.0	1.0	1.0	1.0	1.0	1.0	AA13_3D7	AS16_3D7	0.25	0.75	0.005751	0.0
PF3D7_1219800	1.0	1.0	1.0	1.0	1.0	1.0	1.0	AA13_3D7	AA17_3D7	0.0	1.0	0.010016	0.0
PF3D7_1219800	0.7857142857142857	0.7142857142857143	1.0	1.0	1.0	1.0	1.0	AS15_3D7	AS16_3D7	0.2857142857142857	0.7142857142857143	0.0	3.0
PF3D7_1219800	0.75	1.0	1.0	1.0	1.0	1.0	1.0	AS15_3D7	AA17_3D7	0.25	0.75	0.0	0.0
PF3D7_1219800	1.0	1.0	1.0	1.0	1.0	1.0	1.0	AS16_3D7	AA17_3D7	0.0	1.0	0.005137	0.0
