	dl_reg_pval	dl_reg_pval_norm	jtk_per_pval	jtk_per_pval_norm	dlxjtk_score
PF3D7_0102200	0.00042199999999999996	0.0008112903938987887	1.099815087910326e-08	6.684302624967461e-08	8.992227423646874e-11
PF3D7_1301800	0.000579	0.001113121180254499	5.124670303241732e-08	3.1146005848252636e-07	7.762586658933432e-10
PF3D7_1002000	0.000122	0.00023454366837832275	6.804813352432401e-07	4.135734475192634e-06	1.0233888182547509e-09
PF3D7_1352900	0.000146	0.00028068340641996	2.0695381558476795e-06	1.2577950129677506e-05	3.8091622648887274e-09
PF3D7_0301800	0.000317	0.0006094290399666256	2.0695381558476795e-06	1.2577950129677506e-05	1.0513977654829257e-08
PF3D7_1001100.2	6.6e-05	0.0001268842796145025	1.4691891552010599e-05	8.929232772523021e-05	1.160398617402927e-08
PF3D7_1001100.1	0.000155	0.00029798580818557403	1.4691891552010599e-05	8.929232772523021e-05	2.9201489888499453e-08
PF3D7_0219700	0.000496	0.0009535545861938368	5.735652685057448e-06	3.4859349285229245e-05	6.35416921843754e-08
PF3D7_1102900	0.00028700000000000004	0.0005517543674145789	1.4691891552010599e-05	8.929232772523021e-05	6.477845902769117e-08
PF3D7_0702100	0.000537	0.0010323766386816338	5.735652685057448e-06	3.4859349285229245e-05	7.443436041134362e-08
PF3D7_0702000	0.000588	0.001130423582020113	5.735652685057448e-06	3.4859349285229245e-05	8.986994061337984e-08
PF3D7_1149200	0.003237	0.006223097168365826	2.0008650961031914e-07	1.2160578592806885e-06	3.006398595753625e-07
PF3D7_0701900	0.001401	0.0026934072081805753	5.735652685057448e-06	3.4859349285229245e-05	7.759548604763114e-07
PF3D7_0830500	0.001632	0.003137502186831334	5.735652685057448e-06	3.4859349285229245e-05	1.1874546706220633e-06
PF3D7_0800900	0.00024300000000000002	0.00046716484767157736	0.0001698261780107018	0.0010321458397356358	1.2132032215274949e-06
PF3D7_0113600	0.002431	0.0046735709658008405	2.0695381558476795e-06	1.2577950129677506e-05	1.34297085765175e-06
PF3D7_0401900	0.003761	0.0072304814489415736	6.804813352432401e-07	4.135734475192634e-06	1.5932736868336813e-06
PF3D7_1145200	0.001038	0.001995543670300812	3.516389639901545e-05	0.00021371422122478412	2.2218337204227617e-06
PF3D7_0201700	0.001062	0.0020416834083424487	3.516389639901545e-05	0.00021371422122478412	2.3581972634007652e-06
PF3D7_1401100	0.001108	0.002130117906255587	3.516389639901545e-05	0.00021371422122478412	2.6359632762627924e-06
PF3D7_1252900	0.000167	0.00032105567720639263	0.00034707262534643487	0.0021093895566257955	4.071003437673227e-06
PF3D7_1228600	0.000933	0.0017936823163686487	7.932217418824561e-05	0.00048209323819337123	4.494353837248942e-06
PF3D7_0918700	0.00267	0.005133045857132146	5.735652685057448e-06	3.4859349285229245e-05	4.89947957575461e-06
PF3D7_0605900	0.0011220000000000002	0.0021570327534465427	7.932217418824561e-05	0.00048209323819337123	7.244480356651681e-06
PF3D7_0308100	0.001189	0.002285839522146113	7.932217418824561e-05	0.00048209323819337123	8.454288534893575e-06
PF3D7_1116000	0.0012	0.002306986902081863	7.932217418824561e-05	0.00048209323819337123	8.665631130630321e-06
PF3D7_1200700	0.002	0.003844978170136439	3.516389639901545e-05	0.00021371422122478412	1.356240332691843e-05
PF3D7_1002100	0.002961	0.005692490180886998	1.4691891552010599e-05	8.929232772523021e-05	1.711471371513772e-05
PF3D7_0803200	0.001172	0.002253157207699953	0.0001698261780107018	0.0010321458397356358	2.9187037098502208e-05
PF3D7_0604100	0.000713	0.0013707347176536405	0.00034707262534643487	0.0021093895566257955	4.5362547824990114e-05
PF3D7_0929400	0.001598	0.003072137557939015	0.0001698261780107018	0.0010321458397356358	6.835788857375414e-05
PF3D7_0100100	0.021299000000000002	0.040947095022867995	2.0008650961031914e-07	1.2160578592806885e-06	8.353781576941358e-05
PF3D7_0102700	0.001819	0.0034970076457390914	0.0001698261780107018	0.0010321458397356358	9.861775799992277e-05
PF3D7_0522600	0.003076	0.005913576425669843	7.932217418824561e-05	0.00048209323819337123	0.00012638133498410096
PF3D7_1136200	0.0005009999999999999	0.0009631670316191779	0.0006803297011630345	0.004134812894745616	0.00013892924667759603
PF3D7_0200100	0.016844	0.032382406148889084	6.804813352432401e-07	4.135734475192634e-06	0.00014057282855434438
PF3D7_0817600	0.005376	0.010335301321326745	3.516389639901545e-05	0.00021371422122478412	0.0002490266788250001
PF3D7_0508900	0.0073290000000000004	0.014089922504464981	1.4691891552010599e-05	8.929232772523021e-05	0.0002530294161462082
PF3D7_1308000	0.0025239999999999998	0.004852362450712186	0.0001698261780107018	0.0010321458397356358	0.0002538944460391823
PF3D7_0808700	0.05254400000000001	0.10101526648582453	5.124670303241732e-08	3.1146005848252636e-07	0.0003210746393001564
PF3D7_0632800	0.015507	0.02981203824215288	2.0695381558476795e-06	1.2577950129677506e-05	0.00033368905209135724
PF3D7_1148800	0.006006	0.011546469444919726	3.516389639901545e-05	0.00021371422122478412	0.0003465952629984689
PF3D7_1012200	0.0016769999999999999	0.003224014195659404	0.00034707262534643487	0.0021093895566257955	0.00042227827895156855
PF3D7_0713200	0.025302	0.04864281883039609	6.804813352432401e-07	4.135734475192634e-06	0.0004762113991238659
PF3D7_1001800	0.009853	0.01894228495517717	1.4691891552010599e-05	8.929232772523021e-05	0.0006134354675791068
PF3D7_1321100	0.001	0.0019224890850682195	0.0006803297011630345	0.004134812894745616	0.0006755280404759226
PF3D7_0104100	0.005463	0.01050255787172768	7.932217418824561e-05	0.00048209323819337123	0.000694532215036792
PF3D7_1431400	0.002072	0.003983397384261351	0.00034707262534643487	0.0021093895566257955	0.0007723578625628425
PF3D7_0722200	0.004054	0.007793770750866563	0.0001698261780107018	0.0010321458397356358	0.0010258027598257988
PF3D7_0323900	0.129432	0.2488316072585497	1.099815087910326e-08	6.684302624967461e-08	0.0010298637084371872
PF3D7_0501600	0.002482	0.00477161790913932	0.00034707262534643487	0.0021093895566257955	0.0013037065580882277
PF3D7_1372000	0.054193	0.104185450987102	2.0008650961031914e-07	1.2160578592806885e-06	0.0013753591384270585
PF3D7_1479000	0.0047409999999999996	0.009114520752308428	0.0001698261780107018	0.0010321458397356358	0.001633531628843937
PF3D7_1310200	0.007328	0.014088000015379912	7.932217418824561e-05	0.00048209323819337123	0.0016696227503356746
PF3D7_0707300	0.0007	0.0013457423595477536	0.0012842624885035599	0.007805311290429872	0.001828385001011964
PF3D7_1206000	0.002801	0.0053848919272760825	0.00034707262534643487	0.0021093895566257955	0.0018568254670025416
PF3D7_1476300	0.002801	0.0053848919272760825	0.00034707262534643487	0.0021093895566257955	0.0018568254670025416
PF3D7_1373500	0.015503999999999999	0.029806270774897677	1.4691891552010599e-05	8.929232772523021e-05	0.002386022805607252
PF3D7_0817700	0.008329999999999999	0.01601433407861827	7.932217418824561e-05	0.00048209323819337123	0.0024496521072521157
PF3D7_0400100	0.030654	0.0589319804136812	2.0695381558476795e-06	1.2577950129677506e-05	0.0025754712701561698
PF3D7_1018200	0.003228	0.006205794766600212	0.00034707262534643487	0.0021093895566257955	0.0028186463136058394
PF3D7_0223500	0.032869999999999996	0.06319221622619238	2.0695381558476795e-06	1.2577950129677506e-05	0.0031752510948185107
PF3D7_1478100	0.003399	0.0065345404001468784	0.00034707262534643487	0.0021093895566257955	0.0032825703196051425
PF3D7_0407800	0.023768	0.04569372057390144	5.735652685057448e-06	3.4859349285229245e-05	0.0033313803344505264
PF3D7_0712300	0.009340000000000001	0.01795604805453717	7.932217418824561e-05	0.00048209323819337123	0.003450363112983426
PF3D7_0413100	0.051332	0.09868520971472183	6.804813352432401e-07	4.135734475192634e-06	0.003975217298341665
PF3D7_0713300	0.018499	0.035564125584677	1.4691891552010599e-05	8.929232772523021e-05	0.004051750862472991
PF3D7_1201200	0.010024	0.01927103058872383	7.932217418824561e-05	0.00048209323819337123	0.004263539646553886
PF3D7_0618000	0.001007	0.001935946508663697	0.0012842624885035599	0.007805311290429872	0.004442580494578953
PF3D7_0631200	0.127111	0.24436951009210645	5.124670303241732e-08	3.1146005848252636e-07	0.004545176263531189
PF3D7_0321100	0.001041	0.0020013111375560165	0.0012842624885035599	0.007805311290429872	0.004841517082132909
PF3D7_0304100	0.001157	0.0022243198714239298	0.0012842624885035599	0.007805311290429872	0.006394113177001943
PF3D7_1243700	0.063541	0.12215687895431973	6.804813352432401e-07	4.135734475192634e-06	0.007539507259353754
PF3D7_0426000	0.032264	0.062027187840641027	5.735652685057448e-06	3.4859349285229245e-05	0.00833116700746966
PF3D7_0300100	0.032784	0.06302688216487651	5.735652685057448e-06	3.4859349285229245e-05	0.008740443807309237
PF3D7_1370300	0.033262	0.06394583194753911	5.735652685057448e-06	3.4859349285229245e-05	0.009128294030296536
PF3D7_0202100	0.018061	0.03472207536541711	3.516389639901545e-05	0.00021371422122478412	0.009362821356982978
PF3D7_1463900	0.0026079999999999996	0.005013851533857916	0.0006803297011630345	0.004134812894745616	0.009806415419733134
PF3D7_1301200	0.071783	0.13800203399345198	6.804813352432401e-07	4.135734475192634e-06	0.010870245242924955
PF3D7_1010300	0.075333	0.14482687024544416	6.804813352432401e-07	4.135734475192634e-06	0.012564008398580778
PF3D7_1335100	0.020529	0.03946677842736547	3.516389639901545e-05	0.00021371422122478412	0.013746856432290337
PF3D7_0905400	0.0029460000000000003	0.005663652844610974	0.0006803297011630345	0.004134812894745616	0.014017706835935284
PF3D7_1129300	0.0029460000000000003	0.005663652844610974	0.0006803297011630345	0.004134812894745616	0.014017706835935284
PF3D7_1222700	0.078774	0.15144215518716392	6.804813352432401e-07	4.135734475192634e-06	0.014365454024237738
PF3D7_1410400	0.0031149999999999997	0.005988553499987503	0.0006803297011630345	0.004134812894745616	0.016518273362415518
PF3D7_0222000	0.134496	0.25856709198533523	2.0008650961031914e-07	1.2160578592806885e-06	0.02102234360519485
PF3D7_0733000	0.061787	0.11878483309911007	2.0695381558476795e-06	1.2577950129677506e-05	0.021085908829497988
PF3D7_0802100	0.003588	0.0068978908372247716	0.0006803297011630345	0.004134812894745616	0.025074747509368014
PF3D7_0631300	0.096069	0.1846916039134188	6.804813352432401e-07	4.135734475192634e-06	0.026056391237848073
PF3D7_1301700	0.09626599999999999	0.1850703342631772	6.804813352432401e-07	4.135734475192634e-06	0.02621701146840812
PF3D7_1014900	0.00048300000000000003	0.00092856222808795	0.0041417950711105465	0.025172423955833956	0.027625094905413
PF3D7_0935800	0.001033	0.001985931224875471	0.002342695994481709	0.014238110712927073	0.028479346158606818
PF3D7_1331500	0.007077	0.013605455255027788	0.00034707262534643487	0.0021093895566257955	0.02910680045912752
PF3D7_0702300	0.003958	0.007609211798700013	0.0006803297011630345	0.004134812894745616	0.033535937286251975
PF3D7_1100100	0.027987	0.05380470202380426	3.516389639901545e-05	0.00021371422122478412	0.03482092629754494
PF3D7_0828800	0.020474000000000003	0.03936104152768672	7.932217418824561e-05	0.00048209323819337123	0.03625497395867835
PF3D7_0202200	0.004072999999999999	0.007830298043482856	0.0006803297011630345	0.004134812894745616	0.03651031847529881
PF3D7_0731800	0.029033999999999997	0.05581754809587068	3.516389639901545e-05	0.00021371422122478412	0.03887597310312298
PF3D7_1021800	0.002258	0.004340980354084039	0.0012842624885035599	0.007805311290429872	0.04163521975378601
PF3D7_1300100	0.07954299999999999	0.15292054929358134	2.0695381558476795e-06	1.2577950129677506e-05	0.044987793177152124
PF3D7_0613300	0.001255	0.002412723801760615	0.002342695994481709	0.014238110712927073	0.047738065941669905
PF3D7_0712800	0.032054	0.0616234651327767	3.516389639901545e-05	0.00021371422122478412	0.05230971233388667
PF3D7_0207600	0.004629	0.008899201974780788	0.0006803297011630345	0.004134812894745616	0.05340198223118615
PF3D7_0935400	0.000678	0.0013034475996762528	0.0041417950711105465	0.025172423955833956	0.05620209427312114
PF3D7_0424900	0.045137000000000004	0.08677538983272423	1.4691891552010599e-05	8.929232772523021e-05	0.05881803169413911
PF3D7_1435200	0.009001	0.017304324254699043	0.00034707262534643487	0.0021093895566257955	0.05976229397559509
PF3D7_0413400	0.062273	0.11971916279445324	5.735652685057448e-06	3.4859349285229245e-05	0.05989188917928452
PF3D7_1252100	0.001403	0.002697252186350712	0.002342695994481709	0.014238110712927073	0.06474296300902477
PF3D7_0508000	0.0007700000000000001	0.0014803165955025288	0.0041417950711105465	0.025172423955833956	0.07547224392551594
PF3D7_1035700	0.036456999999999996	0.07008818457433208	3.516389639901545e-05	0.00021371422122478412	0.07695776893324349
PF3D7_1240200	0.049456	0.09507862019113386	1.4691891552010599e-05	8.929232772523021e-05	0.07736771060148086
PF3D7_0112800	0.026541000000000002	0.051024782806795614	7.932217418824561e-05	0.00048209323819337123	0.07895831957101716
PF3D7_1013800	0.000785	0.0015091539317785524	0.0041417950711105465	0.025172423955833956	0.0790209483943394
PF3D7_1025400	0.0028420000000000003	0.00546371397976388	0.0012842624885035599	0.007805311290429872	0.08147325811144675
PF3D7_1409400	0.21149899999999996	0.4066045190028433	2.0008650961031914e-07	1.2160578592806885e-06	0.08174743059478413
PF3D7_1125800	0.050613	0.09730294006255777	1.4691891552010599e-05	8.929232772523021e-05	0.0829252619262301
PF3D7_0424800	0.0008359999999999999	0.0016072008751170314	0.0041417950711105465	0.025172423955833956	0.09200012087355042
PF3D7_0930300	0.149619	0.2876408944188219	6.804813352432401e-07	4.135734475192634e-06	0.09842767282999693
PF3D7_0214900	0.000868	0.0016687205258392142	0.0041417950711105465	0.025172423955833956	0.10089433566793535
PF3D7_0421100	0.227475	0.4373182046258932	2.0008650961031914e-07	1.2160578592806885e-06	0.10170676043974598
PF3D7_1035100	0.010786	0.02073596727154581	0.00034707262534643487	0.0021093895566257955	0.10272996543290523
PF3D7_1356800	0.0031620000000000003	0.0060789104869857094	0.0012842624885035599	0.007805311290429872	0.11151030710135328
PF3D7_1140400	0.0031620000000000003	0.0060789104869857094	0.0012842624885035599	0.007805311290429872	0.11151030710135328
PF3D7_1029900	0.0017219999999999998	0.0033105262044874732	0.002342695994481709	0.014238110712927073	0.11484371194542631
PF3D7_0929600	0.030219	0.05809569766167653	7.932217418824561e-05	0.00048209323819337123	0.11653280374848826
PF3D7_0216700.1	0.11034000000000001	0.21212744564642733	2.0695381558476795e-06	1.2577950129677506e-05	0.12008224785455991
