	dl_reg_pval	dl_reg_pval_norm	jtk_per_pval	jtk_per_pval_norm	dlxjtk_score
PF3D7_1121300	5.5e-05	7.52908966461328e-05	3.516389639901545e-05	0.0018096847210643985	5.857769295217415e-07
PF3D7_1307900	0.000714	0.0009774127310061603	5.735652685057448e-06	0.00029518125385476554	6.132963090271358e-07
PF3D7_1361800	0.0018149999999999998	0.0024845995893223822	6.804813352432401e-07	3.502048411772911e-05	6.249221638472698e-07
PF3D7_1019700	0.001183	0.0016194387405886381	2.0695381558476795e-06	0.00010650729764981902	6.319182722225895e-07
PF3D7_0307500	0.000733	0.0010034223134839154	5.735652685057448e-06	0.00029518125385476554	6.46206140818704e-07
PF3D7_0319400	6.4e-05	8.761122518822725e-05	3.516389639901545e-05	0.0018096847210643985	6.829916641672446e-07
PF3D7_1138000	6.4e-05	8.761122518822725e-05	3.516389639901545e-05	0.0018096847210643985	6.829916641672446e-07
PF3D7_1228300	0.00035299999999999996	0.000483230663928816	1.4691891552010599e-05	0.0007561076668953307	7.083547071771077e-07
PF3D7_1202200	6.7e-05	9.17180013689254e-05	3.516389639901545e-05	0.0018096847210643985	7.155294649002769e-07
PF3D7_0605900	0.001301	0.0017809719370294325	2.0695381558476795e-06	0.00010650729764981902	8.003226249606074e-07
PF3D7_0321400	0.00038700000000000003	0.0005297741273100616	1.4691891552010599e-05	0.0007561076668953307	8.062649240067945e-07
PF3D7_1322000	0.001325	0.0018138261464750172	2.0695381558476795e-06	0.00010650729764981902	8.381613305086472e-07
PF3D7_1227300	0.000833	0.0011403148528405206	5.735652685057448e-06	0.00029518125385476554	8.417511023568281e-07
PF3D7_1118700	0.0013310000000000002	0.0018220396988364138	2.0695381558476795e-06	0.00010650729764981902	8.478178209367331e-07
PF3D7_1031800	0.000842	0.0011526351813826148	5.735652685057448e-06	0.00029518125385476554	8.612947739229402e-07
PF3D7_0107000.1	8.3e-05	0.00011362080766598223	3.516389639901545e-05	0.0018096847210643985	8.90355507099636e-07
PF3D7_1410800	0.000433	0.0005927446954141	1.4691891552010599e-05	0.0007561076668953307	9.518911499569217e-07
PF3D7_0703600	0.00045599999999999997	0.0006242299794661192	1.4691891552010599e-05	0.0007561076668953307	1.0308775987838991e-06
PF3D7_0918700	0.0009279999999999999	0.0012703627652292952	5.735652685057448e-06	0.00029518125385476554	1.0655522066909172e-06
PF3D7_0932200	0.00541	0.007405886379192334	5.124670303241732e-08	2.637374835551126e-06	1.0908196747736437e-06
PF3D7_1235600	0.000475	0.0006502395619438741	1.4691891552010599e-05	0.0007561076668953307	1.0994455274338675e-06
PF3D7_1008200	0.000522	0.0007145790554414785	1.4691891552010599e-05	0.0007561076668953307	1.2828013405044475e-06
PF3D7_0612700	0.00011999999999999999	0.0001642710472279261	3.516389639901545e-05	0.0018096847210643985	1.3051486204463626e-06
PF3D7_1125000	0.00011999999999999999	0.0001642710472279261	3.516389639901545e-05	0.0018096847210643985	1.3051486204463626e-06
PF3D7_1439000	0.000121	0.00016563997262149214	3.516389639901545e-05	0.0018096847210643985	1.316603589761031e-06
PF3D7_1439400	0.002386	0.003266255989048597	6.804813352432401e-07	3.502048411772911e-05	1.3363401886568504e-06
PF3D7_1402200	0.000553	0.0007570157426420262	1.4691891552010599e-05	0.0007561076668953307	1.4151637871248783e-06
PF3D7_0618900.1	0.00014199999999999998	0.0001943874058863792	3.516389639901545e-05	0.0018096847210643985	1.5606696254237365e-06
PF3D7_1012200	0.001109	0.0015181382614647505	5.735652685057448e-06	0.00029518125385476554	1.6099788158153691e-06
PF3D7_0903700	0.001123	0.001537303216974675	5.735652685057448e-06	0.00029518125385476554	1.6591908251066192e-06
PF3D7_0419300	0.000153	0.00020944558521560582	3.516389639901545e-05	0.0018096847210643985	1.6914198368735495e-06
PF3D7_1028200	0.000154	0.00021081451060917184	3.516389639901545e-05	0.0018096847210643985	1.7034131502771648e-06
PF3D7_1137500	0.000156	0.0002135523613963039	3.516389639901545e-05	0.0018096847210643985	1.7274549094252906e-06
PF3D7_0530300	0.000628	0.0008596851471594798	1.4691891552010599e-05	0.0007561076668953307	1.7766692771718184e-06
PF3D7_0423500	0.001193	0.001633127994524299	5.735652685057448e-06	0.00029518125385476554	1.921829487962367e-06
PF3D7_0408500	0.001202	0.001645448323066393	5.735652685057448e-06	0.00029518125385476554	1.9576564083544017e-06
PF3D7_1247000.2	0.00018999999999999998	0.00026009582477754965	3.516389639901545e-05	0.0018096847210643985	2.14831060062639e-06
PF3D7_0528400	0.0019	0.0026009582477754963	2.0695381558476795e-06	0.00010650729764981902	2.1754650928437437e-06
PF3D7_0403900	0.0028510000000000002	0.00390280629705681	6.804813352432401e-07	3.502048411772911e-05	2.2212668114698045e-06
PF3D7_0927600	0.001974	0.0027022587268993844	2.0695381558476795e-06	0.00010650729764981902	2.416564659179738e-06
PF3D7_1476300	0.001974	0.0027022587268993844	2.0695381558476795e-06	0.00010650729764981902	2.416564659179738e-06
PF3D7_1145200	0.001355	0.001854893908281999	5.735652685057448e-06	0.00029518125385476554	2.643229321307899e-06
PF3D7_0803200	0.000234	0.00032032854209445585	3.516389639901545e-05	0.0018096847210643985	2.7324521407903335e-06
PF3D7_0206800	0.005009	0.006856947296372349	2.0008650961031914e-07	1.0297308785810143e-05	3.3908000937131382e-06
PF3D7_0513900	0.001208	0.0016536618754277894	1.0213772118534025e-05	0.0005256444603750482	4.143201954019762e-06
PF3D7_0705300	0.000337	0.0004613278576317591	3.516389639901545e-05	0.0018096847210643985	4.328546602342491e-06
PF3D7_0407800	0.001641	0.0022464065708418897	5.735652685057448e-06	0.00029518125385476554	4.358651497147879e-06
PF3D7_1128900	4.5e-05	6.160164271047231e-05	7.932217418824561e-05	0.0040822588327866895	4.459101878731588e-06
PF3D7_1431600	0.000354	0.000484599589322382	3.516389639901545e-05	0.0018096847210643985	4.629429174668045e-06
PF3D7_1235200	0.0016940000000000002	0.00231895961670089	5.735652685057448e-06	0.00029518125385476554	4.745912356868541e-06
PF3D7_0705400	0.000429	0.0005872689938398358	3.516389639901545e-05	0.0018096847210643985	6.1102226011988805e-06
PF3D7_1455600	0.00043799999999999997	0.0005995893223819303	3.516389639901545e-05	0.0018096847210643985	6.306237229482384e-06
PF3D7_1013600	0.000468	0.0006406570841889117	3.516389639901545e-05	0.0018096847210643985	6.990617869426564e-06
PF3D7_1121000	0.00016999999999999999	0.00023271731690622865	5.724303529363053e-05	0.002945971776925544	6.9949076205523085e-06
PF3D7_0607900	0.002935	0.0040177960301163605	2.0695381558476795e-06	0.00010650729764981902	7.418992170628726e-06
PF3D7_0527000	0.001254	0.0017166324435318276	1.4691891552010599e-05	0.0007561076668953307	8.051529070317335e-06
PF3D7_0209600	0.001276	0.0017467488021902806	1.4691891552010599e-05	0.0007561076668953307	8.40929806428247e-06
PF3D7_1110600	0.002124	0.0029075975359342922	5.735652685057448e-06	0.00029518125385476554	8.821178330563675e-06
PF3D7_0915000	8.9e-05	0.00012183436002737851	7.932217418824561e-05	0.0040822588327866895	8.916185279455814e-06
PF3D7_0106000	0.001312	0.0017960301163586585	1.4691891552010599e-05	0.0007561076668953307	9.019193939620907e-06
PF3D7_0919400	1e-05	1.3689253935660511e-05	0.0001698261780107018	0.008739982512044222	9.260648138852544e-06
PF3D7_1364100	1.1e-05	1.5058179329226557e-05	0.0001698261780107018	0.008739982512044222	1.01871137562748e-05
PF3D7_0403600	0.000611	0.0008364134154688572	3.516389639901545e-05	0.0018096847210643985	1.0997636102964639e-05
PF3D7_0314900	0.00011100000000000001	0.00015195071868583164	7.932217418824561e-05	0.0040822588327866895	1.1210535513793213e-05
PF3D7_0730500	0.002336	0.0031978097193702945	5.735652685057448e-06	0.00029518125385476554	1.1519886359845417e-05
PF3D7_0411800	0.0006320000000000001	0.000865160848733744	3.516389639901545e-05	0.0018096847210643985	1.1703025871040283e-05
PF3D7_0916000	0.00787	0.01077344284736482	2.0008650961031914e-07	1.0297308785810143e-05	1.2988501466432811e-05
PF3D7_0504800	0.000129	0.00017659137577002055	7.932217418824561e-05	0.0040822588327866895	1.3131551718702166e-05
PF3D7_1438700	0.001535	0.002101300479123888	1.4691891552010599e-05	0.0007561076668953307	1.3523116000427507e-05
PF3D7_1229600	0.0024760000000000003	0.0033894592744695413	5.735652685057448e-06	0.00029518125385476554	1.3583430056508717e-05
PF3D7_1409400	0.005379999999999999	0.007364818617385353	6.804813352432401e-07	3.502048411772911e-05	1.4265090385505412e-05
PF3D7_0311300	0.000704	0.0009637234770704996	3.516389639901545e-05	0.0018096847210643985	1.4380240318153254e-05
PF3D7_1232200	0.000705	0.0009650924024640658	3.516389639901545e-05	0.0018096847210643985	1.442038077541914e-05
PF3D7_1439600	0.000715	0.0009787816563997264	3.516389639901545e-05	0.0018096847210643985	1.4826422180376943e-05
PF3D7_1443000	0.00072	0.000985626283367557	3.516389639901545e-05	0.0018096847210643985	1.5032628174689369e-05
PF3D7_1143000	0.000325	0.0004449007529089665	5.724303529363053e-05	0.002945971776925544	1.5196544451489213e-05
PF3D7_1472600	0.008329999999999999	0.011403148528405205	2.0008650961031914e-07	1.0297308785810143e-05	1.5387613170091775e-05
PF3D7_1116000	0.001616	0.0022121834360027378	1.4691891552010599e-05	0.0007561076668953307	1.549409519867017e-05
PF3D7_0219700	0.000733	0.0010034223134839154	3.516389639901545e-05	0.0018096847210643985	1.5578831901774846e-05
