,AS1901_FUP,AS1902_FUP,AS1903_FUP,AS1904_FUP,AS1905_FUP,AS1906_FUP,AS1907_FUP,AS1908_FUP,AS1909_FUP,AS1910_FUP,AS1911_FUP,AS1912_FUP,AS1913_FUP,AS1914_FUP,AS1915_FUP,AS1916_FUP
PF3D7_0801900,4.794192795,8.693465524,16.12198064,20.28595351,15.18591127,15.02990502,19.10916313,22.40367493,36.32242338,26.36694074,20.25520623,14.99872499,13.15321601,29.89506516,20.65389416,27.65054496
PF3D7_0802000,13.77321031,12.47443864,29.73578771,59.9732913,80.64639438,103.3568458,124.729914,264.2089712,579.5453157,726.1406349,792.5759487,797.1441769,627.6117294,718.3700473,640.5065595,607.7747818
PF3D7_0802100,6.96257867,6.182262033,4.219664864,3.509059107,3.08787973,2.557821435,1.660579169,1.149356218,1.734976017,2.225800536,3.26197015,6.188370651,14.01638283,71.59637607,108.4833976,151.9289509
PF3D7_0802200,22.51997525,20.90349731,18.67839289,25.21280484,13.61243834,16.30458586,16.97451665,37.28540299,84.77596876,147.6428443,345.8803758,623.1826348,800.3088004,882.8114376,715.2534049,751.9453879
PF3D7_0802300,75.48051316,145.548518,168.3286113,188.3050464,187.8103993,165.0073497,155.5301434,119.215781,129.1530948,130.1421633,118.1841957,114.4986659,87.9765735,82.11999742,62.34700319,60.85086657
PF3D7_0802400,35.14592858,72.52563407,84.08672873,108.0024877,100.2675074,102.5558451,94.19313601,84.14521456,97.34039691,98.30518335,79.88791322,75.90493298,65.15061315,76.15142524,72.76586854,64.62536761
PF3D7_0802500,11.31900441,39.36481841,54.5829994,66.29192125,59.97141851,54.25270571,45.59450802,27.58350086,28.05120094,29.14867894,23.29825796,24.61521518,26.70004033,47.22635372,49.96858991,68.01104285
PF3D7_0802600,20.18248342,18.18489663,15.22944403,12.62188397,10.71800409,9.18212776,7.839546504,4.653730844,3.738301815,4.043567755,3.563162953,4.408749082,5.857486763,20.50664041,41.94783702,76.14247566
PF3D7_0802700,5.558358535,4.496032024,4.371925538,3.827929495,2.477397538,2.542483961,3.006678374,1.098566685,0.802555134,0.646026358,0.653436411,0.593999753,0.841170041,1.813766981,2.9412029,5.5036706
PF3D7_0802800,19.95890395,14.69895924,8.829785731,6.067742786,5.125476785,3.930887428,3.355623456,1.725816485,1.897319929,2.072445437,2.136291538,4.491432124,7.068918044,49.18792149,102.4801318,139.7933027
PF3D7_0802900,2.399669493,1.698409156,3.213782306,1.446028513,2.722487669,3.444343763,6.490256365,3.112437321,2.134324566,4.66389862,5.553909197,8.351127601,12.14542332,10.08561133,9.590210928,12.18864095
PF3D7_0803000,35.98088506,110.5519069,148.4849587,181.9635644,158.0287643,131.111716,123.0276915,77.33289693,87.86274178,88.52736757,73.23077755,75.71062799,69.17817158,100.4499466,104.7947374,118.6804494
PF3D7_0803100,95.99448333,161.0026452,146.5489317,206.1824668,144.0099838,129.4416622,120.3937347,81.55551653,119.1060867,117.5102588,90.836478,89.95931215,69.17089621,87.77980045,73.98838532,74.41820709
PF3D7_0803200,9.513093054,9.505499804,8.060661734,5.844943784,5.015501974,3.163402777,3.208626055,2.361296755,2.407136971,2.124620292,3.131385597,5.037891624,10.50353556,52.88765378,95.82702783,135.1534693
PF3D7_0803300,2.452121286,1.893308568,1.194192332,1.432858855,0.505817381,0.689158315,0.482335992,1.002329542,1.514066309,3.627279141,8.392573898,12.99263323,13.43420569,25.09302017,43.19749014,56.42519304
PF3D7_0803400,10.65917707,12.38742936,5.71799834,5.762345881,4.74020232,4.06825715,2.918521733,3.277095296,4.011403561,6.292939279,17.00173035,39.13675259,68.66917259,162.0049061,166.8432612,191.4435758
PF3D7_0803500,19.06331446,13.68908524,11.81013916,15.58453618,11.47599025,14.01561304,12.476501,13.51380143,21.75932528,26.46727741,25.57791255,25.98676789,25.35600511,36.94791604,36.96887052,36.20474718
PF3D7_0803600.1,13.05420204,33.34826378,43.03968682,56.17097759,41.39372345,40.60483873,40.35479151,28.94255465,40.36541335,42.33518394,32.37435381,32.18852379,31.63506172,62.56258187,74.1902226,89.7464869
PF3D7_0803700,4.322583458,4.84402788,4.824220681,6.801334993,5.517094216,5.40894738,4.18929572,3.114727562,11.85421768,23.31494389,52.28221532,85.82997121,119.8476462,184.3075533,162.4279045,157.1966961
PF3D7_0803800,39.5674827,89.00685578,123.6004029,185.3235941,211.7501781,248.9808334,286.3715823,259.8097303,317.6481843,335.8887757,360.249657,389.3053798,382.4976564,521.1481664,562.3208658,603.5095594
PF3D7_0803900,5.648452808,7.99558772,13.44844288,10.58937803,5.340264273,7.48380491,4.073883995,5.209741239,17.35519304,20.42437178,14.33193389,8.328313593,8.56915019,13.76230577,4.404659728,5.977122005
PF3D7_0804000,113.2895025,142.0995277,158.2708853,156.8217622,148.5874777,138.837508,135.5889722,126.8995864,164.9825882,165.1076031,155.9576435,157.274629,144.8357002,182.9946776,183.1633287,188.6064432
PF3D7_0804100,0,4.076181975,1.71401723,0,0,0,0,0,0.931341629,0,2.962084905,0.749260046,1.807690912,1.052411617,0,0
PF3D7_0804200,0,0,0,2.458248472,0.867792944,0.675621277,0,0,0,0.276580034,0.944164564,1.592177599,0.480167899,0.559093672,0.596464338,0.971282326
PF3D7_0804300,199.8054774,237.2054269,251.1038448,260.226707,203.6732441,148.5406329,145.626493,104.3580555,82.31816118,69.74824902,60.54709878,49.91563141,37.7236284,38.75378807,30.74033941,29.22446684
PF3D7_0804400,5.285102042,7.013673438,6.81597495,6.546482661,4.497064651,3.549822992,2.799306254,3.237046823,5.466342735,8.997871387,14.38403354,20.28361205,30.22271362,64.1033716,85.98960464,102.6946459
PF3D7_0804500,3.393335453,6.296074506,14.10644227,18.99796334,22.36274378,23.8469495,27.50406106,29.54272901,37.34111506,42.92558798,41.58878459,47.8013839,55.81351777,82.17704236,79.18331766,99.99549591
PF3D7_0804600,39.5493105,76.71808684,86.22911936,122.2798402,89.57326574,77.8238081,63.30854737,50.46059962,71.6313741,75.95275058,60.17942576,59.57088179,51.74663984,67.39905999,69.33407125,71.26999615
PF3D7_0804700,10.73428945,20.51005354,20.09118579,25.18505689,18.82316262,14.87110364,11.65713679,4.079747756,3.18794652,3.180416738,2.418270418,2.750535255,3.151477153,5.116401652,4.527439832,6.392075336
PF3D7_0804800,64.37278531,93.7708835,122.3006331,163.2818251,106.7889544,93.05804985,76.52548147,49.31928203,75.95632128,77.47624207,54.28224402,63.83317529,68.01644362,98.20899238,132.6449134,128.8706499
PF3D7_0804900,54.55833934,66.90075091,71.56254187,92.86716451,68.67087799,77.33941118,65.75210127,60.97003234,88.65728695,104.0660487,82.76578974,78.83220793,74.48458134,103.515663,118.3876643,136.1725537
PF3D7_0805000,6.633232746,7.51166326,9.870695431,9.859641569,5.267902969,3.515427781,5.740974736,3.441394111,3.861660412,3.297973311,3.138686173,7.594126216,16.86443351,50.66691703,70.79983201,89.28427233
PF3D7_0805100,3.53453124,3.543972896,2.717470157,2.839853831,1.670840808,1.365876949,1.274620745,0.407500819,0.595397401,1.118301944,0.42417341,0.574793357,0.785834347,2.368242749,5.22534342,8.820630508
PF3D7_0805200,574.5932017,378.4200145,169.4567389,129.0144588,63.02269327,50.98305236,28.17047444,11.70806209,9.825323919,8.473941482,10.35679332,11.4049601,11.85095239,47.89965642,86.29696808,110.2164341
PF3D7_0805300,18.10189629,17.23620976,6.16252803,3.609878044,2.696414363,1.495389471,0.9862289,0.495472863,0.263248332,0.388492307,0.589422588,0.753944167,1.083219947,2.379754921,4.036725928,6.173762269
PF3D7_0805400,16.96757456,31.17257159,32.01774074,43.2187637,27.85128978,33.32267772,28.12061519,33.08915665,50.73270605,55.74025945,36.83820047,43.35044022,39.88651335,49.21343707,47.50600924,55.16348784
PF3D7_0805500,18.04728393,40.02297263,50.35419282,55.5843587,47.64729801,33.30989323,28.71744033,11.13172053,8.390658452,7.92607853,5.058749612,5.644770964,6.655967921,16.98408057,22.28266161,33.65918475
PF3D7_0805600,202.5196798,172.677094,135.3186095,122.6207221,111.8863136,104.2512054,82.41155299,108.4941258,167.3802754,172.4284072,189.3082203,191.3361213,181.4174809,200.6223506,185.2578341,183.5692163
PF3D7_0805700,2.853927916,2.693224945,1.598808939,1.213949863,1.333234702,0.914421115,0.6356712,0.658066309,0.904938711,1.426530768,3.304072303,5.765910645,11.86477972,46.34316453,64.27741894,97.72926996
PF3D7_0805800,0.186701974,0.528566694,0.222260053,0.600030138,1.059091313,0.082455686,0.504962738,0.258301434,0.030192234,0.371305004,0.230459695,0.121447567,0.17580518,0.136468326,0.181987594,0.711236486
PF3D7_0805900,7.832521227,18.47869162,9.518509018,16.51942973,9.256458074,9.224482497,7.414468871,7.111296792,8.655268202,11.62373692,13.6966806,13.9687048,15.87755185,22.9004768,22.77698486,26.24620685
PF3D7_0806000,2.15238286,7.140879387,19.33744913,30.26368001,24.11410347,24.56669616,25.35962001,22.28706973,30.97817827,33.95268837,27.39867488,26.0768851,23.66664311,36.89803139,34.74867813,32.69814788
PF3D7_0806100,2.775949029,10.93413705,29.45438879,38.3040689,37.45031484,35.71331403,35.12419214,25.88172731,32.08719901,37.96838343,28.82774644,24.96609844,24.37775485,36.34660241,35.15257283,40.56269121
PF3D7_0806200,2.562159381,1.700075897,1.715699288,0.771972042,0.726709172,0.848670495,0.952838422,1.080037131,0.66034772,0.738270553,1.466023703,1.87498834,2.751894532,12.96321866,20.60406742,35.43258259
PF3D7_0806300,4.402443505,3.25138269,2.705902079,2.768232884,2.551633604,1.521633843,1.553093605,1.804057511,0.781580438,0.735383865,0.826951563,1.164172868,2.147847804,15.30266159,32.92156637,42.64654153
PF3D7_0806400,1.375091508,2.595321857,1.636982748,1.473107699,0.260012867,0.607300024,0.495884756,0.792680666,0.370618157,0.248611267,0.282895749,0.238528479,1.726446377,4.523004985,5.004045384,7.469536987
PF3D7_0806500,101.7445666,151.027768,177.5884124,204.9025255,167.1913507,166.9997207,147.482435,111.207938,140.4302901,144.6944543,113.2252573,112.8970112,98.07926544,134.9323505,138.4926665,128.201604
PF3D7_0806600,13.13717367,57.37888221,79.32776778,92.63569102,75.30677755,68.59273639,52.22181276,18.59373573,12.57903153,8.578668866,5.992155516,7.207527124,10.44433,18.38375802,19.02283158,23.99853882
PF3D7_0806700,12.20819031,44.61673987,60.73780709,68.38128151,62.27333434,59.36434443,53.34471108,29.29424878,28.65453082,27.70745032,22.74116798,25.79579356,31.86438714,43.13401521,36.37358379,47.05709146
PF3D7_0806800,613.0768512,626.6581912,609.62801,630.7172108,568.3412564,535.5740883,483.7962712,471.2430907,520.2118826,501.6997382,401.5376817,347.6606898,299.7997065,402.1796654,421.1241954,429.6332109
PF3D7_0806900,9.661827171,11.24525641,15.46374317,20.70103977,11.20518609,9.577227922,9.523597235,8.168782864,12.18709539,14.98384467,14.44406139,19.21786295,22.64370722,38.92076648,48.13571852,49.89323947
PF3D7_0807000,9.512591176,30.03823189,52.91932121,90.24601268,73.67808556,81.76128334,77.18457345,89.08735393,117.6219046,126.8051243,116.291719,129.5637496,137.4040994,155.3762264,146.7177451,135.4278256
PF3D7_0807100,237.7306462,301.3096038,327.9711033,280.7089178,279.8643186,278.0166222,214.3591268,123.102468,47.32676125,65.31919402,64.88056372,59.28713761,52.4092486,57.24577868,49.10077588,53.42134426
PF3D7_0807200,17.49734913,53.15406776,76.1808381,101.0942344,112.3042564,156.0278148,171.6430401,253.2948991,214.6331018,216.4299862,170.6018154,148.859014,138.1032298,112.0881771,107.3923261,107.0985042
PF3D7_0807300,143.7900968,218.9770696,162.2800967,291.4200829,188.1077247,235.4640489,183.7449411,219.7483469,339.8436403,456.3296727,422.9524865,424.4230516,374.3724896,402.5474437,347.0123219,325.5986252
PF3D7_0807400,7.648946511,3.609119457,1.770555993,2.731387192,3.133696744,1.313708038,0.459726493,0.734881034,3.710814302,6.6840175,8.479996543,14.65024527,18.939956,28.26529118,30.07174372,41.09963175
PF3D7_0807500,95.34319022,203.1063087,237.9813323,283.5619438,260.1383907,282.4666426,292.703102,265.8681325,331.9733336,360.5784153,424.3233914,487.1290748,577.7223166,764.080404,801.9893426,736.9341048
PF3D7_0807600,120.2746705,238.3370572,230.7781901,301.4469388,223.0910401,254.8500812,232.1071248,196.3522855,249.6385077,231.3410709,207.6329069,202.8287168,169.920689,229.5006233,199.1133487,200.0025116
PF3D7_0807700,16.95472568,27.84533037,32.56173567,31.38429737,37.67410318,37.35696979,38.4080108,31.91290498,29.76604201,23.55746363,21.58365733,19.54728564,17.03833431,32.38592352,31.33663389,32.94851334
PF3D7_0807800,72.95592688,165.8098366,185.8926363,287.6456719,196.555702,204.8356623,182.5781828,151.8111752,206.0947598,225.3955136,179.0996164,187.4497333,180.5909474,262.3023146,313.230401,360.1402018
PF3D7_0807900,114.7478321,353.2691045,441.4892865,520.5702647,529.7713504,558.8989698,547.3056186,544.9217535,662.5578458,602.2641178,525.0519895,455.9417669,402.9986691,384.1302404,356.0498709,315.1502391
PF3D7_0808000,0.838035715,1.948871548,1.924025211,2.116173789,2.003415357,1.110338708,1.295194227,1.78053641,3.697806638,5.995611214,8.669658142,12.39009322,13.66875603,13.76062292,11.86802117,11.30035164
PF3D7_0808100,2.533812509,7.316873234,14.68980191,20.03243476,18.97286437,16.96466841,15.13156913,15.35417527,20.2335415,24.10541021,20.10047512,18.25565122,19.48507415,33.18909681,30.46784297,32.99008347
PF3D7_0808200,93.67072242,79.47608003,35.53450355,26.49540746,17.73885694,12.42954823,7.68880545,4.178835707,6.04533743,6.733005253,5.789998717,4.345664758,4.059956216,13.97409503,28.68016678,42.05505819
PF3D7_0808300,153.2776338,187.9762301,160.7279616,159.9061489,129.7453328,143.6802403,129.2620096,93.3956924,90.97791865,97.33148437,90.52742891,94.50917517,116.3653753,163.5641403,205.642935,233.7218651
PF3D7_0808400,11.11244798,19.04166251,25.93551759,20.4413493,25.54649719,25.95935515,18.66588426,15.57631715,12.91026433,17.55308415,11.55106945,14.72336274,21.20311294,25.86392709,38.59558967,59.53794328
PF3D7_0808500,7.252334469,2.566484947,6.475176203,0,6.170972049,4.003681639,3.922999403,2.50839393,0.879600427,2.622388475,1.119009853,0.943512651,1.13817576,2.650518148,0.353460349,0
PF3D7_0808600,10.76568406,11.26376558,9.301279144,11.94770955,9.783414425,10.11344824,9.115000819,7.061084634,6.835729709,6.887241576,7.525909162,7.644700915,7.628439695,9.816625576,8.584594123,9.814742654
PF3D7_0808700,7.932240826,8.899907478,10.07394685,10.86680926,15.67625964,14.19046839,13.03052725,10.06391919,7.72014891,6.423794349,7.760874787,8.155867926,7.836431893,11.97008196,12.05755866,12.09944689
PF3D7_0808800,3.775315501,3.265835601,2.746540035,1.516657155,0.713865661,0.926301665,0.907634823,0.58034821,0.47484856,0.568802127,0.776690644,0.3547268,0.362080335,0.30661521,0.122666188,0.177555181
PF3D7_0808900,5.390248592,5.549156642,3.93760715,1.574853876,2.223773711,1.73132179,0.795202582,1.101659496,0.950919381,1.461804386,4.183685487,2.613785047,1.4227197,0.984989852,0.525414032,0.362975043
PF3D7_0809000,1.813083617,0,1.079196034,0,4.113981366,0,1.961499701,0.627098482,0.293200142,0.655597119,0,0.235878163,0.85363182,0.662629537,0.353460349,0.383716474
PF3D7_0809100,8.738891179,10.2355312,9.229427692,8.419403931,10.08997799,9.956074674,9.684323763,7.034796721,7.297348567,5.956301785,6.109475596,6.479383087,5.613337203,8.337826638,8.812218785,8.731822994
PF3D7_0809200,8.177461417,16.66169043,24.81659217,26.38059611,29.87087837,28.59121171,27.51237907,26.37670496,30.6257233,41.31829905,27.54191677,26.76599243,24.02419392,26.30895861,25.77281494,38.82179319
PF3D7_0809300,5.449781831,2.683256285,0.564148943,1.33264196,0.672056491,0.941814752,0.64085784,0.409769096,1.9925121,4.326750588,7.994475039,14.14926462,18.03534798,27.8843233,36.0765652,48.94335205
PF3D7_0809400,3.643211499,4.207105172,2.168537271,1.848741507,1.414030023,1.312605379,1.140942835,1.260092133,2.790741661,6.344115479,10.94683552,17.05058188,21.07999141,31.11477826,36.82051692,49.46831305
PF3D7_0809500,16.31775256,41.79704057,23.58814188,38.70765849,32.61799512,37.06265289,32.78506644,23.11305835,50.26288155,53.9462772,51.79417034,52.16277085,55.24217347,57.9327538,59.22985555,54.92627248
PF3D7_0809600,1.054845235,1.25426389,1.054825291,0.779723701,0.71804967,0.397538463,0.426045445,0.476728893,0.695977583,1.266327481,3.260965621,7.0519479,10.87751493,14.27948947,12.43173848,16.10934497
PF3D7_0809700,1.566003124,1.10836682,1.118552511,0.503288235,0.710668566,0.829937845,0.67767744,0.541639764,0.303892662,0.424691032,0.289954568,0.672320675,1.081376202,2.804410996,4.701497535,5.468512135
PF3D7_0809800,2.011433289,2.313395522,1.384330814,1.21207937,0.534849272,0.694012611,0.918036262,0.695702477,0.620057312,0.590946555,1.0215922,0.899535366,0.917424028,1.768883933,2.37727954,2.740409644
PF3D7_0809900,43.44925383,32.53936272,33.22382075,36.73065442,26.81434283,19.53224685,17.96873834,7.681956411,8.597047031,10.98125174,11.62970954,15.2983837,19.94856264,42.62127843,45.19243028,56.54336333
PF3D7_0810000,67.24348581,71.07189084,81.65126036,121.0214633,72.72931344,96.22034885,64.98814945,62.33083268,144.9890814,142.8085042,184.2677214,241.2178223,321.5190178,413.8521948,493.2519743,538.3204802
PF3D7_0810100,9.470124251,3.093530963,13.00816648,9.364756085,11.15733786,7.077937184,5.51671791,3.779388176,4.358734259,8.297401034,15.88594345,28.81083274,40.12831724,68.95488619,68.30936826,74.46497831
PF3D7_0810200,2.601129525,2.331928406,2.06434948,2.159566494,2.065734533,1.569987805,1.547729573,0.929651842,1.682551295,5.439505318,9.614447037,13.37812704,16.75059676,25.50877256,26.35176488,32.91969286
PF3D7_0810300,96.39616074,73.15180779,36.48896935,30.45670219,19.65527395,18.50703654,10.97336267,16.90093006,32.35045854,34.9096542,36.98215866,39.37581381,47.29058311,155.098605,243.2621889,283.4836029
PF3D7_0810400,2.296372462,2.103327895,3.376954477,3.038894359,5.976852067,8.292393594,7.160772917,11.44662379,22.36864662,34.60608467,29.81864832,29.17234894,29.17046483,38.21090525,37.6575719,36.19259527
PF3D7_0810500,9.125058995,44.44915542,85.4659359,107.8179155,113.8787934,127.064212,111.0602421,88.09289702,104.7274258,108.9337153,128.1523948,139.3853722,139.8804905,151.6418976,126.1992968,126.1531021
PF3D7_0810600,362.9920433,498.5029201,504.3522993,584.5516537,511.5617912,489.7752202,437.8235998,288.0958331,439.2679712,524.1123144,564.0664954,603.6753197,523.6514685,567.5611909,470.4681063,459.5249186
PF3D7_0810700,1.149137504,5.693258862,2.051992459,4.15478615,9.126085425,11.67270562,14.60764742,32.79018474,51.66103917,58.38046174,43.38133268,32.2920527,34.26550262,37.79788204,43.90873626,45.84330977
PF3D7_0810800,2.192625874,3.103740636,2.266769604,3.337932862,6.87360748,8.511362806,12.42236904,40.79244584,76.43939214,84.70834059,80.05589585,82.27376936,73.7298827,66.59567432,60.02326655,66.87087243
PF3D7_0810900.1,3.772890764,2.670331159,2.105367985,0.757841533,0.80258307,0.416568032,0.637770857,0.570913358,0.533861531,1.321615579,1.600895599,2.454223659,4.144801899,8.790374493,17.14691315,27.19840039
PF3D7_0810900.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0811000,2.359193141,1.391467742,1.462765708,1.816537024,0.947950526,0.65120123,0.691251401,0.815983568,0.858405236,1.883854371,4.064836996,9.476334141,15.93617475,41.88936362,50.80247263,60.51856034
PF3D7_0811100,3.167031457,3.202176228,3.321370418,2.665753119,4.020827444,2.997210839,3.018389097,1.825656395,2.853417282,3.762715441,4.840079586,6.867062964,8.733552906,16.42488372,19.46318629,27.57651853
PF3D7_0811200,27.34014978,47.9688258,61.15444191,62.43170723,71.99467391,52.33383857,53.20178754,42.90149936,49.25064296,58.57448067,42.83617083,39.60319471,41.92506543,46.80478475,42.40121562,45.84802795
PF3D7_0811300,1224.015304,1192.396136,1128.924171,1128.107536,961.6286585,905.0305429,792.9652624,558.983222,575.035682,523.8036303,397.566864,367.63306,309.3056749,465.3003274,432.3487157,541.7730733
PF3D7_0811400,127.0051677,376.4388635,528.5402447,583.5211809,627.5848175,654.0990225,667.5862777,620.6421484,704.1136424,595.4388166,544.8696006,512.3901154,437.6019474,474.9389045,436.1927055,400.9459111
PF3D7_0811500,20.82166673,42.37651761,45.69148158,49.97271812,44.71082158,35.44113364,28.18178788,23.21225982,26.21459761,26.15746335,24.74568339,24.61219406,21.61193813,40.92263575,18.44923649,24.6053461
PF3D7_0811600,3.705517715,3.242544979,3.889917991,3.843339203,4.586188971,5.504648992,5.940379979,7.666550812,10.69902088,11.80318429,8.829181788,8.318065186,10.40429864,44.12423275,64.94943358,131.7215323
PF3D7_0811700,1.000679838,0.84989894,0.833884098,0.375202819,0.643335189,0.412480692,0.469124009,0.207665483,0.226552849,0.265347975,0.26076681,0.208297969,0.492077214,0.853345479,1.443609518,3.275551915
PF3D7_0811800,1.110051194,1.37490265,1.651830664,3.456040936,5.509796472,4.167097216,5.028844898,4.079339618,4.622389999,6.823561848,9.562966856,14.04437836,19.27204491,24.08793597,18.98947689,20.02765068
PF3D7_0811900,2.703450933,0.883115041,1.485384515,1.949333255,1.848145835,1.775634508,2.249808494,1.91805823,2.925773723,5.025594736,9.4835372,18.14478238,23.24823108,57.96460248,63.69043163,73.82222469
PF3D7_0812000,2.549648837,5.533983167,7.891620997,6.965037338,6.65307924,5.630177305,3.401976045,5.232352963,6.597003203,6.176954103,6.469275713,7.960887993,7.682686377,9.256106344,8.085405473,10.00061061
PF3D7_0812100,9.106438078,23.16804285,35.61713154,40.68654586,40.17414496,37.32391447,33.649483,27.26175869,31.7312869,30.56424916,26.55749629,30.0224338,32.61955076,48.96637387,45.45004278,60.87158347
PF3D7_0812220,1.665076791,0.785658657,1.81701373,0.891881532,0.787113782,1.470740194,1.651262504,0.57590677,5.205798446,8.930838301,14.6156389,21.73448785,30.39974542,50.3057526,47.50074276,52.38904518
PF3D7_0812200,2.215991088,1.425824971,1.678749386,1.133019872,1.142772602,0.444853515,1.089722056,0.766453701,1.042489395,0.910551554,0.953230616,2.175320834,5.374718865,10.60207259,12.17474534,15.26338865
PF3D7_0812300,2.295787697,6.749522101,6.832572292,6.243170723,5.60997459,4.133671303,4.298741229,2.015673694,2.484585622,2.681988213,1.780242948,1.309583306,1.468911898,2.58167352,4.096926767,5.494122247
PF3D7_0812400,160.1889262,300.5748717,287.9140847,358.7421947,294.7317282,349.6401977,312.8160925,315.478775,371.8969938,389.711062,426.5763934,452.2250952,491.8936104,561.6331449,546.0088445,500.876499
PF3D7_0812500,337.5001272,440.2899932,377.4203981,442.0575008,340.5778135,314.0781787,296.1885003,192.1805094,232.1127029,192.1774599,157.5773573,158.0777231,134.5872066,173.7174192,157.5146839,152.7763742
PF3D7_0812600,86.56368734,99.99901715,112.8220488,83.94019174,93.411208,85.46883792,82.61621456,56.43886342,50.12113409,56.48528834,62.02316807,72.35994127,92.83246039,164.1826295,150.0374522,132.0312235
PF3D7_0812700,50.82011919,86.12949484,71.81683776,95.27448882,68.44287855,64.89017911,72.55886607,63.61329522,80.5058018,83.31778213,90.54022519,96.16033068,93.37502299,116.6199907,115.1142474,117.066043
PF3D7_0812800,0,9.492478572,3.991546974,3.591961238,8.242051709,16.78255591,12.09143652,6.571648481,9.579210131,13.74059715,10.34700892,12.21396514,23.32870521,40.03008572,65.58384139,70.0151156
PF3D7_0812900,2.289480588,3.461808459,2.911351545,3.511783532,2.154723978,1.769484296,1.604351637,0.971842674,1.018159933,1.081860679,0.642288819,0.704024108,0.661455779,1.559376908,1.552024553,2.642945104
PF3D7_0813000,233.4798428,222.1292722,181.7905719,196.1136004,154.7371241,131.0405001,109.0839021,66.738956,99.02101808,106.2313181,77.54738282,70.58654021,62.35780443,92.53621483,103.2811139,109.7620975
PF3D7_0813100,5.906878753,5.225874327,3.955424377,2.86733859,2.652680293,2.771779596,1.664168299,1.02151789,1.950245291,2.781096375,2.12662506,3.842359212,4.866860149,19.20426328,48.48484374,84.4610312
PF3D7_0813200,31.44025572,31.6315183,26.44717669,27.974972,20.93020775,17.55754655,16.86639871,24.08537484,38.86769403,51.3464081,81.57368005,105.6719145,127.2292012,189.070998,235.8503574,243.0061768
PF3D7_0813300,2000.21565,2079.583768,1845.886267,1640.491892,1607.723739,1440.641217,1422.056247,1197.361204,1938.97615,2297.084712,3142.700219,3125.807401,2390.668848,1222.174048,947.4974432,669.378818
PF3D7_0813400,1036.177287,1372.427825,1298.861481,1544.276657,1243.591117,1256.300703,1119.860301,944.8806385,1242.15573,1291.131476,1102.072113,978.143854,751.9526295,662.5994174,604.0075034,550.9034864
PF3D7_0813500,2.213648603,6.043176765,3.482289528,3.176031618,2.511442113,2.79326626,2.138262756,2.734441057,9.511958107,15.06539309,23.06331354,28.92250263,32.68119496,57.96082199,51.84770113,53.94339739
PF3D7_0813600,52.77488745,170.0177017,210.1423355,230.0457554,231.0673456,222.6285129,226.411025,190.9270101,234.647311,209.6387552,218.0197264,206.2530931,196.1607841,229.6787287,195.7762998,167.8581268
PF3D7_0813700,5.228575643,5.774591131,4.924781901,3.831636117,4.954160659,3.704815263,3.916092714,9.777436903,20.83166364,30.57183254,39.4805589,48.8940548,46.04201484,51.72010192,43.5614988,39.52009463
PF3D7_0813800,7.520751876,8.387674269,7.460922301,8.423048769,4.136964502,4.12669979,2.712129475,2.758882989,3.869750482,5.480096027,3.188240363,3.083546932,3.397836154,9.828387824,14.52840511,15.57910323
PF3D7_0813900,1565.378883,1924.332713,2218.529336,2373.481284,2660.433726,2956.208076,3076.882833,3690.323201,3899.147369,4076.141176,4526.896481,4342.142825,4244.90499,3239.298765,2767.046056,2138.51807
PF3D7_0814000,1895.050106,3127.368845,3999.7703,4324.392899,4764.933209,4826.438216,4946.044091,4507.531634,5283.283315,5238.016105,5078.517425,4973.736768,4441.968022,3473.559252,2927.977162,2285.271428
PF3D7_0814100,25.1884771,34.88008066,31.94130543,40.9158135,43.48671578,30.95463925,30.21236117,32.19666705,31.96668666,31.67986077,17.91166778,13.46405218,16.49972913,20.61267049,19.32170832,32.91205733
PF3D7_0814200,11151.11958,13494.91799,12929.48361,12432.22143,14378.36487,13069.02985,13385.81751,10376.59103,9055.645361,7668.05742,8145.043526,8882.688486,7278.651124,6772.712546,5465.433872,4939.193835
PF3D7_0814300,99.5233451,108.0872678,94.86321839,94.97312999,82.12119965,66.45578142,58.31827693,42.71684168,59.10387549,57.38248886,43.8007104,40.61091349,33.74368913,41.23917131,36.57917296,37.17992183
PF3D7_0814400,395.1055821,287.880352,361.0862965,177.6687033,203.0975801,143.5496501,111.113189,73.91001159,19.01489159,12.21290662,13.45280228,10.55207899,10.92146593,15.04071603,23.3673676,39.46072508
PF3D7_0814500,141.6785103,116.1004752,88.48980917,83.17235938,63.60003802,49.37346528,34.71389294,12.04623962,9.3175065,9.678479203,4.31238975,3.580127055,2.53052911,2.750043533,3.814018781,5.755747116
PF3D7_0814600,16.98040241,26.67450725,17.87247239,18.46805959,11.62930646,11.15746812,7.729005803,3.724392003,3.984991783,2.433529914,2.087493,1.831947152,1.104954894,1.51362077,3.915874166,8.020063874
PF3D7_0814700,27.37342855,30.84797868,26.25926506,21.99344996,16.58323108,13.61512584,8.194212922,4.504078677,4.254744737,3.171210819,2.733737426,2.6276981,1.418085433,2.039690268,1.502494316,3.09347972
PF3D7_0814900,25.41961453,64.42006186,96.39552513,133.7418934,123.4969658,133.0872063,138.8327804,134.4322677,150.0403844,162.9274146,242.583342,326.8097872,416.8211252,501.2176434,529.764239,497.2791968
