,AS1901_FUP,AS1902_FUP,AS1903_FUP,AS1904_FUP,AS1905_FUP,AS1906_FUP,AS1907_FUP,AS1908_FUP,AS1909_FUP,AS1910_FUP,AS1911_FUP,AS1912_FUP,AS1913_FUP,AS1914_FUP,AS1915_FUP,AS1916_FUP
PF3D7_1400100,14.68264034,13.93459619,10.62643947,12.46719062,10.07988533,10.3530786,10.2437216,12.2918997,16.56670743,16.3798728,24.83446714,32.35365659,29.79855861,41.31271576,42.95193776,47.47608587
PF3D7_1400200,53.42387481,88.28005072,103.5141182,66.45128291,79.63089959,54.09906259,44.73831511,21.72509674,12.0372716,8.850561103,6.989979356,5.990659093,4.630660282,3.512844257,4.444884931,2.743835611
PF3D7_1400300,9.514724522,10.10132559,9.486227527,6.497994018,5.397351646,3.15158613,4.760782803,2.961806244,1.077061747,1.075141047,1.370216147,0.557030064,0.671955077,0.434669521,0.231861745,0.352392681
PF3D7_1400400,4.344963698,3.416917829,3.591998633,2.133391179,2.464737357,1.812317428,1.56687846,1.001873315,0.546497307,0.52370184,0.546262206,0.439654564,0.113649207,0.088219909,0.094116661,0.102173026
PF3D7_1400500,1.919735595,1.698409156,1.428347692,0.578411405,2.041865752,0.847838465,1.038441018,0.746984957,0.892535727,0.694161655,0.345576572,0.468287529,0.225961364,0.438504841,0.654941234,0.50786004
PF3D7_1400600,1.108542973,4.079874169,2.50737122,3.740812893,1.886506401,1.272909652,1.798929753,1.456981529,2.07949014,1.603362519,1.505189884,0.634563536,0.417537303,0.567196479,0.518664642,0.32845296
PF3D7_1400700,1.94258959,0.392829329,0.330366133,0.222970383,0.629691025,0.490246731,1.050803411,0.287953385,0,0.050173249,0.456738716,0.180519002,0.130657932,0,0,0.058732113
PF3D7_1400800,238.0744655,112.94153,73.22872772,30.81211545,30.07618869,17.27771761,9.88484471,8.723988353,6.867542767,5.956213571,8.154298929,15.77109672,24.80110113,177.6871413,427.1462386,660.7307178
PF3D7_1400900,0.586969516,0.415438211,1.048140033,0.235803211,0.332966118,0.259231185,0.158754472,0,0.332223183,0.583670097,0.543404065,1.221814944,1.1054225,1.179861945,0.629362851,0.372674274
PF3D7_1401000,3.178782965,4.124707951,4.099543375,1.277012193,2.404274824,2.57379534,0.716456871,3.206753604,2.698774038,3.352485266,8.174584965,10.02865111,9.187628189,6.583267477,4.028070855,3.307685842
PF3D7_1401050,2.707591685,5.621283402,3.760472905,3.915794027,2.355072297,1.594386494,1.952820499,1.061350308,0.642186153,0.913774745,0.779840937,0.915854371,0.566569792,0.923576567,0.809361639,0.878642812
PF3D7_1401100,174.1001591,176.6345522,127.9602518,110.895428,64.11927854,45.75404129,26.5876709,12.30664872,8.323196739,7.330586444,5.072995987,4.930475593,3.350461605,2.963687888,2.581049198,3.152234729
PF3D7_1401200,1.539410618,3.486545589,2.015856742,2.226338239,1.571851371,1.631689121,0.999254565,3.088164225,19.96527007,31.67276269,39.14423146,39.61417975,33.24332219,34.54425303,29.71067647,27.10631094
PF3D7_1401300,6.712999469,11.45172081,10.9627192,11.75533728,9.080702541,12.92327618,12.56973701,63.64255802,103.6870757,99.42877188,62.32459941,36.79251469,24.04216201,35.60585297,28.99269695,26.01014836
PF3D7_1401400,42873.38394,27016.53154,21143.69863,15016.5598,17881.24859,15187.9663,13433.41243,9477.80969,5402.823457,3791.263505,2183.312558,1313.153389,893.9422112,588.9120009,507.3628753,506.665628
PF3D7_1401500,25.74190911,27.79214983,28.56695384,30.32277973,35.76358801,55.97660773,85.90739334,287.551482,319.2314545,314.0687079,177.3211736,99.6175289,53.54599596,51.18547412,34.70337968,33.56493171
PF3D7_1401600,55.52805149,145.389497,181.2778974,260.4340622,209.4780909,233.1998283,242.4131077,224.4593629,218.7615843,153.8223824,75.79598055,46.13658678,30.92855998,67.41805946,128.6403811,209.9465837
PF3D7_1401700,0.602131091,2.130845436,1.612820641,1.209470343,1.024700156,1.595563163,1.465696271,1.145438188,2.239573043,2.177259804,1.424569739,1.096702897,0.614236918,1.760491759,1.526009623,1.656635701
PF3D7_1401800,11.65553754,18.33203534,8.25915332,8.026933787,13.85320256,18.547668,23.51798111,50.87176465,88.43873682,90.27839916,93.55531356,96.51749313,101.1873092,236.4505603,274.8695221,313.1987835
PF3D7_1401900,4.585785262,4.598035093,4.435571521,5.987303071,2.70973597,1.940894846,0.723503988,0.33043831,1.390469059,1.65818475,2.00478346,2.734418983,1.76923691,3.910600546,4.022991321,4.003411928
PF3D7_1402000,2.12555895,1.38867923,1.946445752,3.152863772,4.359253802,5.415801817,7.1639944,12.04556905,17.10725881,23.53054989,25.66546647,32.88585929,35.9243852,38.36346157,38.47334435,49.31025836
PF3D7_1402100,1.483432051,1.04992566,1.821143307,4.544035055,6.78456302,7.779881367,10.8328279,11.06329993,13.95865905,15.80696803,16.04126056,17.03147552,15.90374282,19.85629646,16.26720922,19.56299957
PF3D7_1402200,34.10323947,26.27591732,18.50050344,18.38266935,17.14158903,10.10452985,9.807498507,15.97608039,23.66544006,22.39956822,31.70527917,55.37520678,92.81552325,228.7649592,324.173634,385.7264178
PF3D7_1402300,19.81616127,56.10097531,91.88537145,122.5561557,117.1281951,117.8234886,112.5509705,104.8815161,135.1643865,137.2920623,124.995246,131.8778187,139.332678,202.8719306,207.0366171,255.9797338
PF3D7_1402400,3.821876872,8.70304977,19.97941333,38.05028185,33.65127833,34.93232616,31.72955474,30.80573401,34.53013897,36.11125066,30.80125899,30.48160779,28.34718293,52.71346174,61.5172181,70.4053303
PF3D7_1402500,172.9681771,349.5552498,430.5992175,663.3993211,626.9707602,659.1661451,669.3617731,608.5990773,1174.88229,1344.596911,1095.622547,1124.926546,1224.534845,1040.063321,1139.485472,1346.03902
PF3D7_1402600,0,4.174403227,3.5106377,14.21637671,11.70997708,14.32642707,12.76156432,16.31967135,4.29202618,5.331663315,3.033460445,10.35874582,9.256248647,9.699938402,6.323959248,11.85822599
PF3D7_1402700,11.97633215,108.0749166,244.8982926,358.0372495,336.0773654,380.1110041,332.0153164,276.9732908,324.6048365,299.6875774,270.3076095,273.1696347,254.2295683,244.2458552,212.2221331,199.7877909
PF3D7_1402800,11.76345918,28.79657217,87.55620203,117.666426,168.4467222,201.9952713,215.6774002,215.2851487,195.8158094,174.0844492,121.6701189,99.57428157,81.81485129,124.2627593,128.5396428,157.0496713
PF3D7_1402900,17.34295167,13.30272302,10.06872949,9.609906768,11.82500403,8.753599228,6.423654781,8.126014367,12.13019647,11.414598,9.280165483,9.025118395,7.468161103,13.14504354,12.89112455,17.5022928
PF3D7_1403000,2.336242106,2.28948547,0.962718929,1.87707666,1.019433709,1.34925835,0.58326533,0.683730724,0.610295451,0.877258259,1.146122427,2.010679493,2.058869697,2.955561261,3.048011596,2.510215702
PF3D7_1403100,4.838597384,4.428367432,2.656609868,1.977323243,1.585334077,1.400060451,1.421485597,1.760107704,3.554826879,8.710291474,20.98143474,40.98744854,55.89848243,123.2673873,129.3193234,148.2457996
PF3D7_1403200,6.985339279,5.537279167,3.65891806,3.591961238,3.804023866,2.221220636,1.964858434,1.73955401,0.858514115,1.616540841,1.437084572,1.199585862,1.797888935,7.965170119,2.88699634,3.488928902
PF3D7_1403300,1.123425305,1.292077189,1.128419261,0.959041286,1.035576204,0.620191648,0.607693539,0.388563604,0.283864165,0.43161084,0.520021791,0.940873739,1.344359923,2.283847931,2.546009568,2.496468628
PF3D7_1403400,8.561783748,9.267862309,7.044751887,4.24882452,4.571090407,3.89246826,2.247551741,2.003231264,2.117556584,2.799946028,8.00402881,14.28373319,21.14319553,32.30318993,34.43783813,44.23398246
PF3D7_1403500,7.526638633,6.818705395,2.688034401,4.112199167,3.928017264,3.457053519,3.257102825,1.666091909,1.752709338,1.959533824,5.450527697,6.658553303,12.19024038,38.18066502,39.1480161,55.49729599
PF3D7_1403600,4.184039117,2.961328785,2.905527783,5.602845521,2.373450788,3.387730618,2.640480367,2.170725516,3.946924993,3.277985594,6.02543767,10.16090547,24.95231473,79.51554443,109.9805469,124.1175211
PF3D7_1403700,1.586448165,3.208106184,2.56309058,3.27766463,1.414181095,1.101012451,1.225937313,1.097422344,2.125701032,2.704338115,3.263778738,6.987890572,10.95494169,14.16370635,15.15461244,16.97945399
PF3D7_1403800,2.485205347,2.170617535,2.171680936,1.359497967,2.219630257,2.055032961,1.658948224,3.054209395,7.191289298,8.670834868,8.626456385,10.03666933,9.21955559,11.6335931,11.60715221,11.6383221
PF3D7_1403900,6.003186559,8.111465803,12.18156058,26.74749731,44.57959741,79.29699889,84.28216526,163.7482074,253.8191466,348.8916841,331.7733227,346.5160656,341.6953991,243.6327028,221.4033066,210.2098947
PF3D7_1404000,5.406484281,13.91467742,8.484041109,10.66228253,15.05568482,25.17978091,31.10631304,68.33862379,56.90908787,65.1351535,65.01716887,62.47218931,73.43290594,59.45702983,48.77114026,69.38102397
PF3D7_1404100,56.26811226,70.6889604,106.7566766,86.46253248,128.8722396,138.23056,163.5992208,205.5639638,206.0994794,226.2233937,316.6026153,317.1544573,404.0033354,279.4183086,269.1631025,239.6574015
PF3D7_1404200,4.370826577,3.093530963,2.168027746,6.438269809,5.785286296,5.147590679,1.970256397,11.84208295,23.79633298,17.78014507,14.08753476,9.761565039,7.431169859,9.318227863,14.91160846,14.33797719
PF3D7_1404300,7.636386664,9.102803753,8.851533972,3.875071484,2.279915782,4.260075045,5.000374855,2.780239578,1.169911898,1.23529999,1.322967314,1.098053516,1.135372371,5.287979556,9.010627112,11.6532614
PF3D7_1404400,5.82776877,7.614845447,4.536181131,3.96201219,2.542982987,3.761700881,1.93994476,2.480829162,4.784639686,6.564976642,15.12507823,32.8933394,46.85594439,78.64174724,84.07306862,76.65896158
PF3D7_1404500,56.88598172,91.60545419,79.83519487,96.44301043,83.09102023,71.75895066,68.97661797,51.62531431,61.75020056,65.26266627,50.96386026,54.04577264,43.19122192,56.83920314,56.70438513,55.55707291
PF3D7_1404600.1,0.376853408,0.800174291,0.504704843,0.605573142,0.64132504,0.540913108,0.152888256,0.29327354,0.152355732,0.085167062,0.096911939,0.122569484,0.147857705,0.137729003,0.165301895,0.338964322
PF3D7_1404600.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1404600.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1404700,10.6542027,7.937582311,4.172149615,3.829573794,4.771370141,3.838581366,0.909974088,2.036453835,0.906804564,1.013809977,0.634490123,0.656568082,0.528019682,1.639495761,1.475788053,3.916281543
PF3D7_1404800,1021.867216,731.2869648,623.4475935,650.1101929,548.1180147,521.3673885,416.3360139,371.964614,411.8464199,379.1839869,230.73866,161.2406312,106.163195,91.42206051,77.97964486,81.52669239
PF3D7_1404900,647.5081341,490.6464679,456.3043633,464.592463,362.492838,349.9325234,312.4905984,373.2919457,421.5883523,435.053588,352.1501477,354.553374,339.920201,378.2324974,418.6725968,511.4695952
PF3D7_1405000,10.3322014,16.30670567,18.4500108,24.71368673,20.48008191,12.69289463,9.828912259,4.805929418,7.816536546,9.254225704,9.308793756,12.56128469,16.34574467,33.07360527,38.82661602,47.78024134
PF3D7_1405100,8.525250688,9.574451616,12.53936324,24.90798682,22.38176391,26.44919218,27.40255736,28.21943171,43.80911454,57.19490408,46.49978768,45.85874799,41.39893177,46.50423356,50.51919023,54.90326653
PF3D7_1405200,2.536438221,2.393612904,7.297154529,6.113778584,10.55140299,9.895109544,9.146889799,11.69717377,8.818791847,14.52164602,16.7851478,17.48920471,26.86949899,33.68080703,35.02553972,61.19581907
PF3D7_1405300,1.431381803,1.57591181,2.887322722,2.683468118,5.277805042,4.390001798,5.46294873,4.730742938,6.159774921,7.878667129,8.441653277,9.766183581,11.43167759,18.04793607,22.91291207,33.5247025
PF3D7_1405400,1.184005792,1.142729116,1.249333139,1.081023954,1.404343903,0.808130991,1.251814618,1.619452875,3.011296977,5.692148467,8.746877809,12.37193411,13.02407915,19.29536999,16.66113226,18.37207143
PF3D7_1405500,2.832943152,7.218238914,20.06630125,34.82518669,40.09524808,35.1573294,37.00798265,28.7093524,28.40376379,34.21397463,28.20837338,29.89018594,23.63048501,26.14280595,21.01432229,18.58626673
PF3D7_1405600,6.060879521,4.949649541,3.330090619,5.244263408,2.115761845,2.57379534,2.648024597,5.160124656,14.8526815,36.79304687,92.74993096,186.6941961,289.1616816,430.0655017,523.7524951,590.4409841
PF3D7_1405700,10.8785017,10.26593979,9.308065791,14.93158331,13.1133156,11.11021655,12.32067,9.210508962,15.53960755,20.20058622,20.14217735,21.70079097,22.49675525,30.72944477,33.77755456,38.63545251
PF3D7_1405800,241.8132307,294.2831964,258.4378754,368.7118495,240.4573183,234.7184238,209.6695105,149.7351645,231.9661871,232.536976,177.9885269,160.1837139,115.3065029,144.3737509,155.6194169,177.9936523
PF3D7_1405900,144.6546713,183.6424026,191.5427123,231.2082347,164.4063702,131.8617958,133.1964324,89.10730464,106.5742896,92.34616983,68.03277471,72.6855371,54.88621889,64.28401953,52.03031861,58.25749445
PF3D7_1406000,9.065418087,39.56664293,58.00678682,83.15556561,74.99445199,89.41555661,85.81561194,95.37122755,103.8417171,140.5436323,182.6161913,208.1624786,227.7537119,221.9808949,220.1763421,188.6605999
PF3D7_1406100,10.5430413,16.02639829,19.43265986,21.417926,21.91782473,19.94785874,21.32158816,16.82391964,17.75669144,20.15527926,12.60734669,11.51075043,11.73273691,16.26653346,15.91739389,21.69181347
PF3D7_1406200,105.2758229,183.9026116,198.9722259,230.4008848,199.4683043,176.1165764,172.7176625,121.1104785,150.2086883,140.2097042,103.5014697,94.62008761,78.86486814,102.2342714,81.12422449,105.8069954
PF3D7_1406300,28.45322399,37.85026119,44.89092746,52.05702647,52.99127784,46.02551666,35.23282027,29.58297568,31.01700245,37.18723152,54.26962701,75.70648386,95.09207403,117.3940102,113.5120088,126.565977
PF3D7_1406400,1.339716959,0.37928349,1.754358084,0.861126996,1.139957891,0.828347925,0.94209961,0.834071873,0.953261547,1.889282337,4.216958313,6.292020943,9.734766811,21.98428538,26.97964582,37.3698261
PF3D7_1406500,1.708665189,1.814007685,1.144173805,0.643520543,1.090420454,0.636711151,0.491016777,0.480173576,0.518089257,0.530956436,0.900773638,1.042001046,0.93016818,2.966221226,2.217223456,2.282711225
PF3D7_1406600,5.775657574,4.733271419,5.319584026,3.07739004,2.793491445,2.953535636,2.269171599,3.38549069,9.094229453,16.04796226,22.401043,28.89331728,32.95578583,77.9898177,87.26809582,112.9576094
PF3D7_1406700,5.02084694,4.145860299,1.245226193,5.042560969,4.509556497,3.695706129,2.036941998,3.183730757,14.34425312,29.65316199,40.45651007,54.10682164,83.45892637,123.8607519,142.9883056,137.3409812
PF3D7_1406800,69.56515563,59.16423194,27.60469855,20.70103977,14.45306611,10.7467244,10.22044581,10.59466384,9.166362345,9.264622441,13.0747467,25.02791453,64.15717045,289.0808543,592.585576,917.7084375
PF3D7_1406900,2.247624319,2.227115037,1.73920022,2.167050995,2.677487873,1.588237345,0.6079028,1.554789626,2.326216005,5.120159316,6.75105118,10.49755295,14.74454961,16.92169644,15.5551765,22.21432978
PF3D7_1407000,3.653228184,6.713585918,3.967507807,3.398678171,3.672043462,3.821267236,2.530843095,1.57390389,1.958890189,1.830830917,1.977825742,2.092885977,2.303397722,3.045076819,2.648870169,3.07907603
PF3D7_1407100,1162.192282,1666.847496,1431.64319,1754.115692,1477.406153,1552.361664,1447.420759,1443.525664,1234.942455,1293.596901,1137.706789,1001.258435,809.0904353,556.6399691,459.8696419,381.2325417
PF3D7_1407200,29.54075894,35.44404211,26.2914482,36.84547136,26.49262138,26.34146403,22.82779825,21.79707829,46.58849159,48.22029842,44.04654301,47.91173509,42.82876888,58.91690555,67.84610449,57.69640298
PF3D7_1407300,208.3996618,305.3597105,298.6921005,285.9299912,265.9724675,274.3419999,255.1581829,257.2828072,244.0413833,214.4329143,227.1217538,225.823472,199.0531044,238.0288041,217.8691736,208.5313011
PF3D7_1407400,33.89071685,50.9348551,37.60583102,45.71921945,29.90547993,21.25031024,21.04840064,23.00969047,33.08650837,39.33582712,34.34499472,36.68812655,35.91820041,58.41334226,66.23303147,78.6323606
PF3D7_1407500,69.28569538,109.992212,91.73166287,149.8360974,107.2573713,122.3982673,108.5830192,95.40855484,126.4949186,143.2947988,119.8939128,118.5287768,96.74493957,89.69164089,96.82288834,88.9399971
PF3D7_1407600,3.249110022,4.372109313,5.395980169,5.543346277,4.141286552,3.472219475,2.733948699,2.233691497,2.419549847,2.66155025,2.838786058,3.005881012,3.953398103,6.215816895,6.545272384,8.260091362
PF3D7_1407700,21.2491618,46.25348179,33.05203578,36.56166442,24.79002285,20.80537265,15.94019721,16.15510464,25.67482328,20.65855786,13.0322032,10.37979827,7.047181607,9.890600582,14.69422383,12.38829109
PF3D7_1407800,1292.728619,1241.408769,845.9817709,1198.168515,701.1252743,853.4247782,677.8942968,668.4242725,1069.212959,975.3318335,775.8468314,676.1447536,561.8889181,610.6793812,588.4761343,530.8333707
PF3D7_1407900,1748.304901,1939.650743,1259.443212,1388.340594,925.2371337,942.4295377,711.693145,465.8386542,562.5073857,529.5032159,418.2206692,386.6683552,302.1065195,296.274392,258.0377584,251.3469966
PF3D7_1408000,70.62639597,132.0269955,104.0806131,181.6432645,110.8124441,152.4661935,134.7342912,209.097287,558.6528307,663.1422618,680.722778,694.9235648,629.3936461,633.540976,515.5694098,437.3860694
PF3D7_1408100,151.2641221,276.4649382,278.4898792,484.9783417,330.8364606,407.2063105,401.6951767,518.8130034,910.1529198,922.7166837,760.7162668,726.319483,666.6826741,671.1103154,653.6123078,596.4456618
PF3D7_1408200,105.5431852,215.52144,260.6420016,302.0147585,242.3637496,223.9217059,220.4095635,152.845589,172.0024288,168.6786327,124.7107898,115.2077148,120.5635898,105.5985574,85.6088021,91.46669653
PF3D7_1408300,2.701614662,2.294539522,2.894532408,1.302383297,1.532526171,3.102190409,1.461382228,2.803254806,3.582478561,2.637584435,2.112038464,0.843537801,0.847978629,1.777251407,2.422724906,1.715288876
PF3D7_1408400,7.941025146,20.29313679,27.48185249,37.32190044,30.33662616,27.37400935,26.34339715,34.41749811,55.26481753,67.12247245,62.05155413,68.03896462,73.66158816,103.5808109,103.3666019,120.9004349
PF3D7_1408500,60.77530289,103.7069428,110.0119222,136.79233,108.1494336,93.94352989,80.38646098,60.32623412,80.84694742,96.55841747,73.39220235,73.32681866,64.80633407,66.78697195,62.40558858,73.73816841
PF3D7_1408600,1477.538964,2171.668153,2840.872683,2391.348194,3266.811162,3447.334426,3723.154827,4255.206819,3886.146983,4440.435622,5120.926323,5131.464807,5112.319113,3435.643378,3038.863242,2251.443272
PF3D7_1408700,21.45637935,56.0335517,82.29414389,96.76480042,86.33390069,82.4904452,75.29094949,46.53868691,47.63655327,47.5221204,32.88094315,32.87943902,39.42595355,66.82659931,69.88284579,92.19211651
PF3D7_1408800,1.368938973,2.32533871,2.607453504,1.319864952,2.329645488,0.604582798,1.184798477,1.041656875,0.575577461,0.692996954,0.394281995,0.2493343,0.257808268,0,0.053374885,0.231775052
PF3D7_1408900,17.70547931,34.88462677,37.17054961,46.71392991,35.01709946,36.45581082,33.26208805,29.79177541,47.3978236,51.39035479,47.35282164,43.14287687,35.18415022,44.33399673,38.20170424,32.50899984
PF3D7_1409000,6.619194158,17.72096749,29.89201713,40.46499543,40.40517413,35.52473074,35.18245496,28.86643808,38.44179644,40.68864658,34.36958834,34.46442045,28.63505681,33.97291118,37.73048959,42.60471013
PF3D7_1409100,11.30001001,10.09244287,11.81065734,12.75397943,11.02686061,9.238503634,8.622998481,6.374381112,9.386997138,12.33095488,19.732581,28.27329388,36.08054691,87.39007434,81.04965264,100.5428901
PF3D7_1409200.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1409200.1,0,0,0,0,0,0,0,0,0,0.074125302,0.084347476,0,0.064344107,0.2996817,0.159856439,0.607390399
PF3D7_1409300,14.27270785,9.95099255,10.27067766,9.75597305,12.08414892,8.467316261,9.90992669,11.78879654,17.36234786,23.76325588,25.11198352,28.90585266,33.26489532,67.03284963,84.55362176,137.5969206
PF3D7_1409400,44.98239773,40.4001813,21.78909102,24.17745012,12.49445862,11.64568994,6.712356393,6.545191386,5.919744319,9.983522664,19.97624053,43.7495695,79.69935108,268.1382071,368.008669,502.7853013
PF3D7_1409500,14.90205713,15.55711766,15.30093007,9.054735621,12.36307756,8.596946534,7.305242895,3.801247651,2.530357393,2.475328162,1.801145996,2.326469551,2.017143684,3.063526969,4.121686599,6.524494162
PF3D7_1409600,57.50469366,76.14350334,71.48796614,98.03158191,64.2174302,61.94512893,51.25023765,41.76035538,62.17825646,75.88387456,56.33610723,51.20917981,44.44102718,80.8856107,73.65442595,79.68977834
PF3D7_1409700,1.537597414,0.816196626,1.372828877,1.312610099,0.981249972,0.933720806,0.935697737,1.0303915,2.004743023,2.606172292,5.83229517,8.701653778,11.35662121,15.69940299,16.22420469,13.40295883
PF3D7_1409800,2.217946949,3.363839494,2.074571016,1.272879468,1.527764925,1.539279543,3.342166967,15.28780864,62.99817816,101.8244166,124.6989815,143.9452213,141.5205529,142.780582,116.65221,98.44003999
PF3D7_1409900,5.618387856,20.57414205,56.63355833,89.49790846,98.86950353,107.5599861,121.367794,124.1148059,162.8511719,187.5886142,182.3500263,195.8759806,202.1113901,253.6343507,249.4911511,244.2228986
PF3D7_1410000,42.60437101,83.95821917,101.105567,89.26881825,105.2013836,91.62008666,78.32609729,71.07829558,72.67961208,69.37470535,47.89209405,44.48678251,47.06628685,52.30928733,48.36857569,53.80543123
PF3D7_1410100,3.729772013,9.23934581,7.631457667,7.304509746,9.256458074,6.89777151,5.548242013,7.982067827,12.25157738,10.07278145,7.865040681,5.944129702,4.024264293,7.752765582,6.589510784,5.969532009
PF3D7_1410200,119.2012774,276.427459,320.2159314,428.7292175,350.4307527,352.4871145,329.1277759,291.2613289,383.3173735,349.0253287,326.8902648,298.3927408,220.0760219,170.0582009,140.3369257,116.1066193
PF3D7_1410300,3.66649456,10.32768455,22.48529185,29.414176,23.31971961,18.53179377,14.72460341,5.687438802,5.518963642,6.78288576,7.615413174,12.74175718,18.72720193,32.49832425,29.25193241,37.94795687
PF3D7_1410400,71.37714241,50.44470413,28.22035606,17.07901876,11.34891411,7.639208645,5.185573923,5.550181972,6.841336655,7.535599066,7.181385072,10.95342273,25.23283329,191.9721549,598.4043074,1171.415828
PF3D7_1410500,14.00404137,45.67960148,50.01348783,35.22266468,38.68370538,34.41971081,34.91176707,41.2761837,40.36972109,31.59342085,46.09652529,85.86669238,131.7714492,114.6002949,109.9156173,104.6343282
PF3D7_1410600,926.7152819,1544.269414,1784.980976,1711.981912,1772.432948,1707.08909,1616.658794,1426.413549,1341.796476,1211.919107,1237.814601,1149.716227,1099.701267,1134.760192,1014.82562,840.3143761
PF3D7_1410700,3.653228184,2.068510256,2.319466102,1.956814704,2.624965722,0.968054367,1.712652724,1.095082425,1.929869594,3.126317604,6.463534524,17.14165335,30.08096606,100.13618,129.1449154,192.9292071
PF3D7_1410800,14.14834037,12.684073,5.052883164,7.199494563,2.6752769,3.124260239,2.806191769,2.120535331,2.593041721,2.472700115,4.366078906,5.337936458,6.957346045,41.88354905,92.40025586,129.4544048
PF3D7_1410900,41.49663209,94.70690932,89.37567153,109.1529003,89.23283526,77.19774879,72.0367672,46.19331075,67.16761008,72.16185187,64.38246831,62.42465744,47.43066942,61.5032204,67.72997243,85.68767185
PF3D7_1411000.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1411000.1,0.119107683,0,0.02363203,0,0.067565387,0,0.021476274,0.013732084,0,0,0.008167955,0.005165215,0,0,0.015480015,0.033610202
PF3D7_1411100.1,0.218151772,0.308801665,0,0.350552367,0.618747197,0.28903584,0.118004661,0.226359078,0,0.354969028,0.134640223,0.198667437,0.342365703,0.398640764,0.425286516,1.015720079
PF3D7_1411100.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1411200,227.653625,370.6990572,343.6268237,456.8328239,335.6248905,313.8149598,276.8063601,218.3473756,268.1650558,254.2390545,188.5887444,154.24804,118.1165382,148.889898,162.3932677,191.4584244
PF3D7_1411300,5.592199909,11.77245292,17.06988454,20.50700542,22.61243712,20.64464311,19.54605151,20.38345595,23.9300784,23.22818614,21.91804009,22.08715028,22.36845419,36.00209514,37.79354588,49.16156587
PF3D7_1411400,3.923703515,5.439624764,4.670987295,4.095049513,2.592909674,2.393872116,1.903636919,1.762840057,2.394152873,4.256343218,7.539585475,14.52457502,22.94902599,37.81620525,39.64205887,46.8278682
PF3D7_1411500,35.45840745,61.03523537,73.7166025,70.60117272,67.27531237,54.61984667,47.39256399,33.66685366,38.71912007,38.96238573,27.7273644,28.23819904,20.89507002,24.59697616,19.12712646,22.09405459
PF3D7_1411600,5.695118494,13.49449217,5.453297105,6.067907205,5.61848745,4.4289589,2.879743492,4.239337996,3.944187044,6.334620112,12.48061065,18.61969959,25.2397815,40.90405093,38.7385033,33.80082145
PF3D7_1411700,3.105867983,7.60927089,16.63826389,15.4525331,16.60199288,11.44830196,11.82500003,9.70946772,11.84176563,11.74891469,11.5013897,12.99229353,16.70393744,33.44193285,32.60322395,31.57655116
PF3D7_1411800,28.97867261,30.27692601,22.27980818,15.93790412,13.50307837,7.922718847,4.105464491,5.429108427,6.025169944,9.386958746,9.723320288,11.48971008,12.26306177,16.07542058,15.03140573,18.39892101
PF3D7_1411900,317.1514407,370.0667853,297.8975881,275.0040567,208.5525157,170.4982474,126.8845119,145.3989012,164.5630494,164.6438221,159.5612525,155.9169039,139.600033,102.5459613,82.68062574,77.64994203
PF3D7_1412000,9.404312221,8.275115016,3.933518254,3.471669701,2.595268619,1.683791344,2.474789343,1.494487038,1.644112948,1.700263556,1.882446482,1.719485672,2.114134881,10.86836297,31.71233034,65.41110741
PF3D7_1412100,8.951745132,7.240866622,5.683540241,5.137405376,4.449290192,2.974522096,2.813122613,3.27310023,7.982580678,16.49268614,24.08151298,39.2415489,44.08647094,67.02113482,73.69482064,95.21340918
PF3D7_1412200,18.6549865,25.34446042,22.78223953,30.92461504,17.81959406,13.54201911,11.30890925,7.268079653,16.47083586,15.27429292,11.75622047,13.04148975,10.34790215,16.88791047,19.1662829,19.40012004
PF3D7_1412300,582.776877,627.8722103,400.8442411,677.9042877,392.6648286,376.0600968,324.3479863,251.0633567,404.4067678,601.7444983,520.0731507,640.1564853,679.3486565,995.6008792,1168.312688,1495.809042
PF3D7_1412400,4.004667449,25.58113375,51.56605839,66.1438628,59.72557757,56.49556729,53.86811971,35.31154736,30.86799076,30.85369572,24.20002203,25.93780468,29.16509088,48.92836739,46.40278844,62.37985388
PF3D7_1412500,23.8057398,172.1655287,411.4399096,402.7093519,580.0631883,568.7882889,576.3141066,479.9548969,489.7531184,474.6514445,475.282368,387.2187182,276.1283831,150.0407703,129.3130466,94.53471125
PF3D7_1412600,6.894825024,49.96125123,88.82195928,100.9019494,101.4112962,91.49661179,99.18992202,85.22609054,89.91569356,97.55799579,97.13095586,96.66258634,80.48528586,72.95591199,48.45322645,40.96192666
PF3D7_1412700,2.140033122,5.301263989,13.69340541,22.56752696,25.64494122,28.05858854,29.41043712,26.16080104,38.56543184,42.1852564,37.24376646,41.41401841,36.80762449,46.38949897,39.39924,42.70103864
PF3D7_1412800,137.7678865,347.3184739,424.0767772,453.9286392,397.0592599,361.7340973,311.2985931,135.8789668,119.8696348,96.97573439,77.02381689,75.61875116,94.46028019,158.7408861,169.5448672,184.0158567
