# pyDL periodicity scores computed on 2019-07-16 11:28:00
# Calculation time:  4966.793277 seconds
# Input files:  /Users/haase-admin/Desktop/moseley/sickle-scripts/AA17_3D7_ts_filtered.tsv
# Period(s) of oscillation tested:  45.0000, 48.0000, 51.0000
# Number of random curves generated from background:  1000000
# Number of curve permutations:  10000
	period	reg_score	per_score	p_reg	p_reg_norm	p_per	p_per_norm	p_tot	dl_score
PF3D7_0100100	51.0	0.6564339169348314	7.40944810077934	0.004592	0.008215440627250324	1e-06	0.0006666666666666666	5.476960418166882e-06	0.0005418631039818057
PF3D7_0100200	51.0	0.4327233706211611	2.859136988241898	0.422026	0.7550369220722878	0.1181	78.73333333333333	59.44657366449146	2.1007832513978826e+17
PF3D7_0100300	51.0	0.630012724732441	7.036311544053637	0.009989	0.01787108807177776	1e-06	0.0006666666666666666	1.1914058714518507e-05	0.005513409718986401
PF3D7_0100400	51.0	0.2994870259588959	3.615222015707355	0.919869	1.6457162792569966	0.0001	0.06666666666666667	0.1097144186171331	1320957922.524263
PF3D7_0100600	51.0	0.37124379910919314	2.806044968240454	0.68425	1.2241757946855476	0.0696	46.4	56.80175687340941	1.8326755918880192e+17
PF3D7_0100900	48.0	0.32825337887754974	3.270520684110225	0.843594	1.5092544469740004	1e-06	0.0006666666666666666	0.0010061696313160002	3310.527249345026
PF3D7_0101000	51.0	0.4343129170221823	4.079227736395286	0.415373	0.7431341941774496	0.0065	4.333333333333333	3.2202481747689484	33394030368289.53
PF3D7_0101100	48.0	0.37091625885547524	3.4688155587156175	0.68558	1.22655526681844	0.0002	0.13333333333333333	0.16354070224245867	4374236819.599995
PF3D7_0101200	51.0	0.44293790736731536	4.992230746364109	0.380068	0.6799708380482963	0.0002	0.13333333333333333	0.0906627784064395	745267941.4734327
PF3D7_0101300	51.0	0.6104998799360982	6.164162956234031	0.01732	0.030986810031353573	1e-06	0.0006666666666666666	2.0657873354235715e-05	0.02868086607420604
PF3D7_0101400	51.0	0.5876362418651987	6.977318038398358	0.031548	0.05644179462292971	1e-06	0.0006666666666666666	3.762786308195314e-05	0.17320017721822253
PF3D7_0101500	51.0	0.4523304591012702	5.574395656814272	0.342424	0.6126228313034767	1e-06	0.0006666666666666666	0.0004084152208689845	221.40645344191503
PF3D7_0101600	51.0	0.40312725047149833	2.0256344808562843	0.548708	0.9816807481919143	0.3316	221.06666666666666	217.01689073362584	1.0220709894927038e+19
PF3D7_0101900	48.0	0.3153096813682735	2.879263817552074	0.881341	1.57678672862836	0.0009	0.6	0.9460720371770159	846786645159.2072
PF3D7_0102200	48.0	0.8696311566908557	6.994210763623711	1e-06	1.7890767916485896e-06	1e-06	0.0006666666666666666	1.1927178610990598e-09	1.7228202026321579e-09
PF3D7_0102300	48.0	0.8918324605528001	6.424070715408838	1e-06	1.7890767916485896e-06	0.0026	1.7333333333333332	3.101066438857555e-06	9.317014756911071
PF3D7_0102400	48.0	0.6009615749137072	4.871028486959799	0.022379	0.04003774952030379	1e-06	0.0006666666666666666	2.669183301353586e-05	0.06184283589267
PF3D7_0102500	45.0	0.555663383675006	5.767455974209275	0.065404	0.11701277848098438	1e-06	0.0006666666666666666	7.800851898732291e-05	1.5429120719747644
PF3D7_0102600	51.0	0.5143632558889081	4.684369961640474	0.142536	0.2550078495744234	0.0018	1.2	0.3060094194893081	28655722644.71221
PF3D7_0102700	48.0	0.7689580124902915	6.375517685621272	8.9e-05	0.0001592278344567245	1e-06	0.0006666666666666666	1.0615188963781632e-07	1.5721797277104708e-07
PF3D7_0102800	48.0	0.5855713142016575	5.527145975166536	0.033155	0.05931684102710899	0.0002	0.13333333333333333	0.007908912136947865	494877.94071005285
PF3D7_0102900	48.0	0.28099443484974823	2.3644929662684833	0.953039	1.7050599564359803	0.0032	2.1333333333333333	3.637461240396758	48127728848027.484
PF3D7_0103000	48.0	0.6014427982875773	5.023027780085779	0.022097	0.03953322986505889	0.0003	0.19999999999999998	0.007906645973011777	494613.00347971
PF3D7_0103100	48.0	0.6072740571698324	4.951192569730201	0.018919	0.033847543821199665	0.0004	0.26666666666666666	0.009026011685653243	735991.3250761261
PF3D7_0103200	48.0	0.45123403164909587	3.8170619138167714	0.346811	0.620471511188439	0.0059	3.933333333333333	2.4405212773411935	14536135116683.438
PF3D7_0103300	48.0	0.1791862279823752	1.3884638289433593	0.999621	1.7883987315445549	0.0054	3.6	6.438235433560398	266870599414416.03
PF3D7_0103400	48.0	0.45256302684120947	4.421032035873854	0.341498	0.6109661461944101	0.0001	0.06666666666666667	0.04073107641296068	67589079.3981453
PF3D7_0103500	45.0	0.23989301798089974	2.893247247511457	0.989939	1.7710768900478133	0.0023	1.5333333333333332	2.715651231406647	20027295352286.145
PF3D7_0103600	48.0	0.42200115697353213	3.977400072416072	0.467284	0.8360069595087196	0.0004	0.26666666666666666	0.22293518920232522	11080072545.847172
PF3D7_0103700	48.0	0.20956488289946582	1.1656309812863255	0.997691	1.7849458133366731	0.1468	97.86666666666667	174.68669693188244	5.330643456925353e+18
PF3D7_0103800	48.0	0.25959788011788903	1.5467780662575	0.977443	1.7487205864593725	0.1015	67.66666666666667	118.33009301708421	1.6568597959816701e+18
PF3D7_0103900	51.0	0.6069144075702585	5.254733952800387	0.019119	0.03420535917952939	0.0051	3.4000000000000004	0.11629822121039994	1574310113.6570058
PF3D7_0104000	48.0	0.38398061627925384	3.191884934293167	0.630914	1.1287535949261782	0.0005	0.3333333333333333	0.37625119830872605	53264508611.55181
PF3D7_0104100	48.0	0.6215418171023375	5.132793198850492	0.012763	0.02283398709181095	0.0016	1.0666666666666667	0.024356252897931682	14476512.90981228
PF3D7_0104200	48.0	0.344976688972174	3.636114883003437	0.786762	1.4075776347510278	1e-06	0.0006666666666666666	0.0009383850898340185	2685.510630909393
PF3D7_0104300	48.0	0.33615127947283174	3.048508109608225	0.817696	1.4629209362238853	0.0002	0.13333333333333333	0.19505612482985138	7421700197.709217
PF3D7_0104400	48.0	0.4015992095113966	4.042747163949516	0.555278	0.9934349827130458	1e-06	0.0006666666666666666	0.0006622899884753638	944.1225511672804
PF3D7_0104500	51.0	0.3496879849461102	2.8029431970206637	0.76948	1.376658809637757	0.0552	36.8	50.66104419466945	1.3002373594005528e+17
PF3D7_0104600	51.0	0.23165256250223176	1.7712387265496263	0.993018	1.7765854574892992	0.1723	114.86666666666667	204.07044955027084	8.498465216464278e+18
PF3D7_0104800	48.0	0.49513059350756905	4.723823426369827	0.193888	0.3468805209791618	1e-06	0.0006666666666666666	0.00023125368065277452	40.19323214696223
PF3D7_0104900	45.0	0.34716629337411903	1.8865923388141925	0.77885	1.3934224591755042	0.3017	201.13333333333335	280.2637039554998	2.201409294058861e+19
PF3D7_0105000	51.0	0.23971508962504529	1.965269325531588	0.990004	1.7711931800392704	0.1168	77.86666666666666	137.91690895239117	2.6233285366538465e+18
