	dl_reg_pval	dl_reg_pval_norm	jtk_per_pval	jtk_per_pval_norm	dlxjtk_score
PF3D7_1364100	2.6000000000000002e-05	3.725934582620091e-05	1.099815087910326e-08	9.239568587774959e-07	3.447384979812255e-11
PF3D7_0935800	2.1e-05	3.009408701346997e-05	5.124670303241732e-08	4.305245788771736e-06	1.2968218376748827e-10
PF3D7_0806300	3.9e-05	5.588901873930137e-05	5.124670303241732e-08	4.305245788771736e-06	2.41372020137133e-10
PF3D7_1128900	4.3e-05	6.162122578948613e-05	5.124670303241732e-08	4.305245788771736e-06	2.663068286261755e-10
PF3D7_0501600	4.3e-05	6.162122578948613e-05	5.124670303241732e-08	4.305245788771736e-06	2.663068286261755e-10
PF3D7_1232700	0.00027400000000000005	0.00039265618293765576	1.099815087910326e-08	9.239568587774959e-07	4.187334228042112e-10
PF3D7_0508000	1.9e-05	2.7227983488377592e-05	2.0008650961031914e-07	1.680930775868546e-05	4.5815227945124377e-10
PF3D7_0522400	0.00031	0.00044424604638931863	1.099815087910326e-08	9.239568587774959e-07	4.914715748436774e-10
PF3D7_0105300	0.000327	0.0004686079263526038	1.099815087910326e-08	9.239568587774959e-07	5.280520781589427e-10
PF3D7_0207700	2.4e-05	3.439324230110853e-05	2.0008650961031914e-07	1.680930775868546e-05	5.789740023149465e-10
PF3D7_1325400	9.300000000000001e-05	0.00013327381391679558	5.124670303241732e-08	4.305245788771736e-06	5.839787167625771e-10
PF3D7_1141800	2.5e-05	3.582629406365473e-05	2.0008650961031914e-07	1.680930775868546e-05	6.031585360508747e-10
PF3D7_0929400	2.6000000000000002e-05	3.725934582620091e-05	2.0008650961031914e-07	1.680930775868546e-05	6.273504922732683e-10
PF3D7_1143200	3.2e-05	4.585765640147805e-05	2.0008650961031914e-07	1.680930775868546e-05	7.726747281931e-10
PF3D7_0220800	0.000133	0.00019059588441864317	5.124670303241732e-08	4.305245788771736e-06	8.503862795710276e-10
PF3D7_1410800	0.000178	0.00025508321373322163	5.124670303241732e-08	4.305245788771736e-06	1.1696744157955408e-09
PF3D7_0831600	5.3e-05	7.595174341494801e-05	2.0008650961031914e-07	1.680930775868546e-05	1.2844238807838875e-09
PF3D7_0905400	6.7e-05	9.601446809059468e-05	2.0008650961031914e-07	1.680930775868546e-05	1.6292754944576324e-09
PF3D7_1252100	3.2e-05	4.585765640147805e-05	6.804813352432401e-07	5.716737330478635e-05	2.635660274611997e-09
PF3D7_0515700	0.00011599999999999999	0.0001662340044553579	2.0008650961031914e-07	1.680930775868546e-05	2.8723062683824137e-09
PF3D7_0604100	3.9e-05	5.588901873930137e-05	6.804813352432401e-07	5.716737330478635e-05	3.2154826476289788e-09
PF3D7_1035100	4.1e-05	5.875512226439375e-05	6.804813352432401e-07	5.716737330478635e-05	3.381486466680023e-09
PF3D7_1121900	5.3e-05	7.595174341494801e-05	6.804813352432401e-07	5.716737330478635e-05	4.381280860914922e-09
PF3D7_0207600	1.9e-05	2.7227983488377592e-05	2.0695381558476795e-06	0.00017386231509429004	4.880633321881332e-09
PF3D7_1406800	0.00022400000000000002	0.0003210035948103463	2.0008650961031914e-07	1.680930775868546e-05	5.95353597914708e-09
