# Prot. vs. RNA Profile Dissimilarity Measure Over Phase Shifts 
# Time series file:  C:\Users\Francis Motta\PycharmProjects\biochron\proteomics\data\clb1-6_linearSpline_time-series.tsv 
# No. of Randomized Curves:  10000 
	shift_0	shift_1	shift_2	shift_3	shift_4	shift_5	shift_6	shift_7	shift_8	shift_9	shift_10	kt_diss_range	kt_diss	kt_diss_pval	est_delay	min_dist_flag	min_pval_flag
CLN3_2_p_r2	0.5476190476190477	0.4672364672364672	0.5446153846153846	0.6033333333333334	0.6521739130434783	0.6679841897233202	0.5714285714285714	0.46190476190476193	0.3684210526315789	0.5029239766081871	0.6339869281045751	0.29956313709174126	0.3684210526315789	0.0061	55.17241383999999	0.0	0.0
YOX1_1_p_r1	0.42063492063492064	0.4017094017094017	0.4461538461538462	0.49333333333333335	0.5108695652173914	0.5810276679841897	0.5887445887445888	0.5333333333333333	0.5526315789473685	0.42105263157894735	0.35294117647058826	0.23580341227400053	0.35294117647058826	0.2546	68.96551729999999	0.0	0.0
YOX1_1_p_r2	0.4973544973544973	0.4301994301994302	0.46153846153846156	0.54	0.6195652173913043	0.6284584980237155	0.5714285714285714	0.5095238095238095	0.4842105263157895	0.5263157894736842	0.48366013071895425	0.19825906782428526	0.4301994301994302	0.8885	6.896551729999999	0.0	0.0
YOX1_2_p_r1	0.7962962962962963	0.7150997150997151	0.5723076923076923	0.59	0.5869565217391305	0.5177865612648221	0.5151515151515151	0.5761904761904761	0.6842105263157895	0.7251461988304093	0.6601307189542484	0.28114478114478114	0.5151515151515151	0.5465	41.37931037999999	0.0	0.0
YOX1_2_p_r2	0.5370370370370371	0.5327635327635327	0.563076923076923	0.5633333333333334	0.5362318840579711	0.42292490118577075	0.341991341991342	0.3904761904761905	0.5105263157894737	0.5789473684210527	0.6013071895424836	0.2593158475511416	0.341991341991342	0.1414	41.37931037999999	1.0	1.0
MSN2_1_p_r1	0.6984126984126984	0.6723646723646723	0.6523076923076923	0.6266666666666667	0.6340579710144928	0.6047430830039525	0.6623376623376623	0.7095238095238096	0.6684210526315789	0.5789473684210527	0.45751633986928103	0.2520074696545285	0.45751633986928103	0.9733	68.96551729999999	0.0	0.0
MSN2_1_p_r2	0.7486772486772487	0.698005698005698	0.6738461538461539	0.6333333333333333	0.6014492753623188	0.525691699604743	0.4458874458874459	0.3904761904761905	0.37894736842105264	0.3742690058479532	0.4444444444444444	0.3744082428292955	0.3742690058479532	0.4141	62.06896556999999	0.0	0.0
MSN2_2_p_r1	0.6349206349206349	0.6239316239316239	0.6307692307692307	0.6733333333333333	0.6884057971014492	0.6521739130434783	0.5930735930735931	0.5095238095238095	0.39473684210526316	0.3508771929824561	0.3333333333333333	0.3550724637681159	0.3333333333333333	0.1364	68.96551729999999	1.0	1.0
MSN2_2_p_r2	0.35978835978835977	0.4017094017094017	0.4676923076923077	0.49333333333333335	0.48188405797101447	0.5217391304347826	0.5670995670995671	0.580952380952381	0.5578947368421052	0.6023391812865497	0.6535947712418301	0.2938064114534703	0.35978835978835977	0.3042	0.0	0.0	0.0
ASE1_3_p_r1	0.5264550264550265	0.5242165242165242	0.5846153846153846	0.6366666666666667	0.5797101449275363	0.4426877470355731	0.42424242424242425	0.47619047619047616	0.5421052631578948	0.5321637426900585	0.5359477124183006	0.21242424242424246	0.42424242424242425	0.8489	41.37931037999999	0.0	0.0
ASE1_3_p_r2	0.42063492063492064	0.5555555555555556	0.6061538461538462	0.5833333333333334	0.572463768115942	0.5968379446640316	0.7142857142857143	0.8047619047619048	0.7	0.5672514619883041	0.6078431372549019	0.38412698412698415	0.42063492063492064	0.822	0.0	1.0	1.0
CIN8_1_p_r1	0.656084656084656	0.6096866096866097	0.5476923076923077	0.5566666666666666	0.5978260869565217	0.6047430830039525	0.5238095238095238	0.4666666666666667	0.4421052631578947	0.47368421052631576	0.47058823529411764	0.21397939292676132	0.4421052631578947	0.9341	55.17241383999999	0.0	0.0
CIN8_1_p_r2	0.5582010582010583	0.5299145299145299	0.5692307692307692	0.5733333333333334	0.5072463768115942	0.4308300395256917	0.4155844155844156	0.5380952380952381	0.6631578947368421	0.6900584795321637	0.5751633986928104	0.2744740639477481	0.4155844155844156	0.7811	41.37931037999999	1.0	1.0
YHP1_wb_p_r1	0.30687830687830686	0.2849002849002849	0.2923076923076923	0.33	0.37681159420289856	0.43478260869565216	0.47186147186147187	0.5238095238095238	0.5684210526315789	0.5906432748538012	0.6405228758169934	0.3556225909167085	0.2849002849002849	0.0225	6.896551729999999	0.0	0.0
