# pyDL periodicity scores computed on 2019-07-16 19:32:15
# Calculation time:  4853.477059 seconds
# Input files:  /Users/haase-admin/Desktop/moseley/sickle-scripts/AS19_FUP_ts_filtered.tsv
# Period(s) of oscillation tested:  45.0000, 48.0000, 51.0000
# Number of random curves generated from background:  1000000
# Number of curve permutations:  10000
	period	reg_score	per_score	p_reg	p_reg_norm	p_per	p_per_norm	p_tot	dl_score
PF3D7_0100100	48.0	0.18185728500196166	1.8210289115153862	0.999973	1.4011219086037514	2e-06	0.006666666666666667	0.00934081272402501	833330.9898032543
PF3D7_0100200	48.0	0.38025765555762764	3.32445876484402	0.903138	1.2654406051889149	0.0021	7.0	8.858084236322405	695055841729351.4
PF3D7_0100300	45.0	0.21904238423881234	2.8698522083275804	0.999746	1.4008038453427902	0.0006	2.0	2.8016076906855805	21989851304194.88
PF3D7_0100400	48.0	0.3407046060099918	3.197604627182475	0.963382	1.3498520725604581	0.0003	1.0	1.3498520725604581	2459570104765.021
PF3D7_0100500	48.0	0.6981871832030783	5.987783068037396	0.029603	0.04147853178075493	0.0047	15.666666666666668	0.6498303312318273	274569499330.35886
PF3D7_0100600	48.0	0.3704893297583423	3.207436409259134	0.921633	1.2913550545786747	0.0014	4.666666666666667	6.026323588033816	218855579800681.75
PF3D7_0100900	48.0	0.25726237299947363	1.942365198975365	0.998236	1.398688094135516	0.0202	67.33333333333334	94.17833167179143	8.35320617011271e+17
PF3D7_0101000	51.0	0.5804229762983847	5.8466527263702925	0.226284	0.31706003058731713	0.0006	2.0	0.6341200611746343	254987509574.10272
PF3D7_0101100	51.0	0.4540404828475054	5.159116743243844	0.686963	0.962544898412416	2e-06	0.006666666666666667	0.0064169659894161065	270179.8759249475
PF3D7_0101200	51.0	0.4271308421371662	4.568804400051182	0.779376	1.0920302734573406	0.0005	1.6666666666666667	1.8200504557622343	6029076629063.1
PF3D7_0101300	51.0	0.6485374078111394	6.021779711149401	0.081287	0.11389607177861115	0.0021	7.0	0.797272502450278	506820115292.82556
PF3D7_0101500	48.0	0.5392148492395937	5.2794682991706425	0.360727	0.505436149500942	2e-06	0.006666666666666667	0.00336957433000628	39119.215754617995
PF3D7_0101600	51.0	0.6131541498054699	6.646244594664258	0.144561	0.20255305316210226	2e-06	0.006666666666666667	0.0013503536877473485	2517.7726196357057
