ORF,AA13vAA17_3D7,AA13vAS15_3D7,AA13vAS16_3D7,AA17vAS15_3D7,AA17vAS16_3D7,AS15vAS16_3D7,AAvAS_mean,mean
PF3D7_0935600,0.14610206452110147,0.2634336196893566,0.35500004089163617,0.2479012004075386,0.38198527510278873,0.22817862601672817,0.31208003402283,0.2704334711048583
PF3D7_0102200,0.5283295735803075,0.25767253618739683,0.31567917837164083,0.3176767680881942,0.5024320876203433,0.26011827243525376,0.34836514256689377,0.36365140271385604
PF3D7_1342600,0.47021970157543463,0.207131557592925,0.4101994784020933,0.44891699399894774,0.4971756389653965,0.43686303000030413,0.39085591723984064,0.4117510667558502
PF3D7_1415000,0.3347765047884561,0.5194607444011968,0.5344183962906285,0.2629539067018567,0.46530503735530204,0.5232806529018483,0.445534521187246,0.4400325404065481
PF3D7_1001200,0.3108733320634709,0.6011689556565281,0.42217160192618836,0.4442036006280728,0.335065320671477,0.6525741702866457,0.45065236972056655,0.4610094968720638
PF3D7_1326000,0.27671207246900326,0.43539166862315076,0.6171095785332992,0.3275765575832065,0.5176109483313261,0.49437396463091965,0.4744221882677456,0.4447957983618176
PF3D7_1228600,0.3534575841811586,0.35690184514230766,0.6022537202679301,0.613847505823724,0.3452974616000827,0.8308725215741132,0.4795751332085111,0.5171051064315527
PF3D7_1331600,0.3339597924883181,0.49566081002188767,0.41367663024735635,0.6576522478210347,0.35450162398446605,0.6419669325849595,0.4803728280186862,0.4829030061913371
PF3D7_1207500,0.4357415220646834,0.44569888950784925,0.6422633731628704,0.2779633423026347,0.5844502946739029,0.5833625295394623,0.48759397491181433,0.4949133252085671
PF3D7_0316300.2,0.31497886641440437,0.46372184384608023,0.6108496036550035,0.4073062348859418,0.49235761276479206,0.6368558943583673,0.49355882378795435,0.48767834265409826
PF3D7_0613400,0.32101323793850206,0.4204369021162703,0.6456892303519302,0.42687245627252157,0.4858178817609369,0.6965481344766851,0.4947041176254147,0.4993963071528076
PF3D7_0208000,0.29280470316624374,0.7223545706329043,0.3881131814764808,0.5682832925882476,0.3325534918347985,0.7147699111402629,0.5028261341331078,0.5031465251398229
PF3D7_0307400,0.32290207213257793,0.4136177475863744,0.6267136708547759,0.3171428853970221,0.6718326406886377,0.7219204926328883,0.5073267361317025,0.5123549182153794
PF3D7_1422500,0.25876769909030034,0.4768195616232656,0.6231498581194543,0.38810387137201896,0.5497672601879522,0.48731130178192655,0.5094601378256728,0.46398659202915304
PF3D7_0803300,0.3866588478738633,0.4149401936030194,0.7448067918503275,0.28341729648109487,0.6064737863982538,0.662906433253252,0.5124095170831738,0.5165338915766352
PF3D7_0530200,0.3728857191859437,0.31089919863346144,0.6860209503714426,0.3286326046341011,0.7496559043512953,0.6320553121351792,0.5188021644975751,0.5133582815519039
PF3D7_0211200,0.3141996003687783,0.31418488700000907,0.8376811652797049,0.31793532210080844,0.6094034119601855,0.7253918872650478,0.519801196585177,0.5197993789957557
PF3D7_0204900,0.34634355914679815,0.46679553104174215,0.6903949313338295,0.33094438425974154,0.6056665365328732,0.528200058779092,0.5234503457920465,0.4947241668490127
PF3D7_0524600,0.31787190195140524,0.5667234916740392,0.6054462327390546,0.40403605124967584,0.5216658524962108,0.6085245672182824,0.5244679070397451,0.5040446828881113
PF3D7_0721100,0.2603377263863462,0.4027796552811244,0.6097770669723145,0.484694935213088,0.6304329513440489,0.47929547225976904,0.5319211522026439,0.47788630124278186
PF3D7_1149200,0.4866124827285893,0.379454037881908,0.7161579876697807,0.271906400814909,0.7715431751555656,0.5901559802436844,0.5347654003805409,0.5359716774157395
PF3D7_1452900,0.3740492203419894,0.5645911564231761,0.5929439028963549,0.5095468158234328,0.4975300947126485,0.7058048173592604,0.5411529924639031,0.5407443345928103
PF3D7_0929400,0.43301411405518836,0.4495735865027427,0.393925938555081,0.6005010191663398,0.7218489902694049,0.41387405124343274,0.541462383623392,0.5021229499653649
PF3D7_1024500,0.2896638633924897,0.4219401690511178,0.7142582845549998,0.4154187355446614,0.6217589825707303,0.514089286003689,0.5433440429303773,0.49618822018628134
PF3D7_0715800,0.337363781119905,0.6158010925404677,0.6158948313460885,0.4640402108503549,0.4878550365430316,0.7188851135996803,0.5458977928199856,0.5399733443332546
PF3D7_0624200,0.3262455570718371,0.5377764070577581,0.6378732890935804,0.4362319528775638,0.57520665315962,0.5868146048856138,0.5467720755471306,0.5166914106909956
PF3D7_1469800,0.4226509319307976,0.48599350204176134,0.73206044552539,0.3790318708360531,0.5901726808336465,0.6293411992393043,0.5468146248092127,0.5398751050678254
PF3D7_1364100,0.3526620328264758,0.5218802907949119,0.4606392451261658,0.5407923964156943,0.6749272679200892,0.5904315263403034,0.5495598000642152,0.52355545990394
PF3D7_0302300,0.7037227562650835,0.5968781993854373,0.8454094428160226,0.4529756120609557,0.32927356211211906,0.5287266308022077,0.5561342040936337,0.5761643672403043
PF3D7_1417800,0.18226342766907308,0.530324527073919,0.6264155166162835,0.5207917862375955,0.5530675071003285,0.6613821484287874,0.5576498342570316,0.5123741521876645
PF3D7_1303100,0.33928971592866813,0.43282496483109706,0.8254709738550569,0.3478499742630393,0.6247203917381329,0.8021844252963047,0.5577165761718316,0.5620567409853832
PF3D7_0907900,0.42795190491364665,0.4901376034834764,0.8025081806160519,0.2954266905372985,0.6476498941438898,0.5714310929685498,0.5589305921951792,0.5391842277771522
PF3D7_0817700,0.4497464451403322,0.7423517351583454,0.48053272119024315,0.5159312823527,0.4990884293381193,0.744110200186355,0.559476042009852,0.5719601355610159
PF3D7_1035100,0.3470523942777647,0.7128635548367704,0.5041599518126525,0.6278284648277456,0.394461703910638,0.8400922388341846,0.5598284188469517,0.5710763847499593
PF3D7_1029800,0.30434659459170044,0.4174082448297353,0.718954662966004,0.4845920889414375,0.6440508531245227,0.6370627330164429,0.5662514624654249,0.5344025295783071
PF3D7_0527000,0.27809918723745725,0.497248641338765,0.6234092176413593,0.5638403268671884,0.5819630995730528,0.5668381965273992,0.5666153213550914,0.5185664448642037
PF3D7_1023400,0.4066402427563342,0.5863819195646836,0.6067328304077941,0.46553896441357745,0.6189216166633956,0.751096121329721,0.5693938327623627,0.572551949189251
PF3D7_0604700,0.3916844182219625,0.4751669319340201,0.8112463559343804,0.284756078203913,0.7096318146880464,0.8245162412764918,0.57020029519009,0.5828336400431356
PF3D7_0719500,0.33466931074266815,0.5795528509330597,0.6454712097452081,0.4964816082405199,0.5708786419678614,0.896369957197074,0.5730960777216623,0.587237263137732
PF3D7_0107000.1,0.3073232925265645,0.5064642359493268,0.6101247069777708,0.5660873472196969,0.6110262885463236,0.538172611787005,0.5734256446732795,0.5231997471677813
PF3D7_1304500,0.36637700644795285,0.5797981388208712,0.6983478692570743,0.41118410657486837,0.6054624375317279,0.5626145072906371,0.5736981380461355,0.5372973443205219
PF3D7_0915700,0.20345899707412307,0.4563809287575339,0.7169858047063077,0.4461721085848037,0.680303799109205,0.5453929392895333,0.5749606602894626,0.5081157629202511
PF3D7_0904400,0.4770001336152623,0.6638096540577857,0.7532211093317016,0.40103378708404114,0.4827246610822086,0.5949367663053283,0.5751973028889342,0.562121018579388
PF3D7_1315300,0.6586748872882033,0.6944222989555621,0.5058494200982915,0.6370827012505542,0.4811221139351776,0.5891754711520126,0.5796191335598964,0.5943878154466335
PF3D7_0731600,0.2778172181717332,0.7316569268545939,0.465787436375231,0.6923144117702081,0.4312921673465729,0.7502394206422586,0.5802627355866515,0.5581845968600997
PF3D7_0808200,0.9192596083118505,0.5285579442135423,0.6631806025944278,0.5245576823558753,0.6083070803543659,0.4784173588546675,0.5811508273795528,0.6203800461141216
PF3D7_1320800,0.3290322895818247,0.44102487480572633,0.8253795895754235,0.33325675551186246,0.7250808443400721,0.7403283614045146,0.5811855160582711,0.565683785869904
PF3D7_0905400,0.3577968568492089,0.3393418852926877,0.5814526539132596,0.5567455237572229,0.8623047512423864,0.5976460246730538,0.5849612035513891,0.5492146159546366
PF3D7_0212900,0.250910692610295,0.523209448998993,0.6568986159057797,0.47280852297873704,0.7035355946343653,0.7197895539362341,0.5891130456294689,0.5545254048440674
PF3D7_0806300,0.40640561318106716,0.8659796951861362,0.38223226560123563,0.7100300493585411,0.39922364150484463,0.8465569028606432,0.5893664129126893,0.6017380279487446
PF3D7_1226600,0.34262006866129585,0.39528849048413056,0.8637273596997785,0.2615507656505673,0.843598261655975,0.933535039859518,0.5910412193726129,0.6067199976685441
PF3D7_0805700,0.6577941639992637,0.5923648397004632,0.5354435917475566,0.5878333365623157,0.652967658127792,0.455856801473134,0.5921523565345319,0.5803767319350875
PF3D7_1308800,0.2905814290721984,0.6800268682633928,0.6355820521973223,0.5333083500409158,0.5241051988984945,0.7102648975763589,0.5932556173500314,0.5623114660081138
PF3D7_0614000,0.40044355576383034,0.7409913147974392,0.5921176955551741,0.5213042239315754,0.5252475134773253,0.814864646561739,0.5949151869403785,0.5991614916811806
PF3D7_0526200.1,0.5125039994188598,0.5910657172871807,0.6350368962663206,0.6161212031082021,0.5377624036578945,0.9273841616939351,0.5949965550798995,0.6366457302387322
PF3D7_0702100,0.3009637425762775,0.29769048519910846,1.0944228958299236,0.1058161449548072,0.8928338467828549,0.8559351221802853,0.5976908431916735,0.5912770395872095
PF3D7_1124600,0.4404282977819467,0.480786945089453,0.7852243207470784,0.5434234156415441,0.5837276333285113,0.9887365392694714,0.5982905787016467,0.6370545253096674
PF3D7_1317100,0.1760723833614747,0.49019340843002196,0.7335398254445199,0.46298867665121246,0.708806764489402,0.7726550699915802,0.5988821687537891,0.557376021394702
PF3D7_1017100,0.4040196868134586,0.6099512825756145,0.6276413736235794,0.5117509903416043,0.6473850890072929,0.6744543352007323,0.5991821838870228,0.5792004595937137
PF3D7_1440100,0.2092380641802217,0.8071994822064295,0.505921022704648,0.6715459312521187,0.41267840866814326,0.7433941338729261,0.5993362112078349,0.5583295071474145
PF3D7_0315500,0.5384787805327658,0.7148183569474194,0.6759560097962257,0.38636109124359497,0.6228386014509906,0.7259045807292998,0.5999935148595577,0.6107262367833827
PF3D7_0800200,0.6490149188222313,0.642962970999689,0.7290133126603939,0.5262202760646879,0.5076560593687415,0.48512938026420005,0.6014631547733781,0.5899994863633239
PF3D7_0419300,0.2919218568706606,0.6196198971028858,0.6179681387069634,0.6373880208300761,0.532114004944349,0.8850567331610709,0.6017725153960686,0.5973447752693343
PF3D7_1462700,0.362251523025546,0.32577965881375975,0.899377648391944,0.3843397849275797,0.8028512311500204,0.790213022916735,0.603087080820826,0.5941354782042642
PF3D7_0508100,0.3577977115377345,0.8499847097086766,0.46139071195333126,0.6874312084950328,0.42082611709018747,0.7684603712075966,0.6049081868118071,0.5909818049987599
PF3D7_1409300,0.3962176465819431,0.48010189103679807,0.7468129719312242,0.29081317872551504,0.9119811497054124,0.8105659217214144,0.6074272978497375,0.6060821266170512
PF3D7_0306500,0.44242198320422294,0.6394890580154156,0.7666254580057367,0.5177443708351667,0.516819634309045,0.7773041358145194,0.6101696302913409,0.6100674400306844
PF3D7_1100200,0.6320340480145199,0.6942698402357937,0.8688843154201817,0.42687476253406825,0.458170245606776,0.5319602941650952,0.612049790949205,0.6020322509960725
PF3D7_0705400,0.20603117246155564,0.5969992917827556,0.6484375830661702,0.601634214832603,0.6014278973759404,0.7723900633416704,0.6121247467643673,0.5711533704767825
PF3D7_0320000,0.4421951175180809,0.5136252840054227,0.6999991505732772,0.5876309416725747,0.6477590812490164,0.797813802597235,0.6122536143750728,0.6148372296026011
PF3D7_0936300,0.4210814256250802,0.6923868097813222,0.41681623815599367,0.8670719861189392,0.4739077547481837,0.5808986884761946,0.6125456972011096,0.575360483817619
PF3D7_1345500,0.5052284275693533,0.5620602303676515,0.756638462066328,0.3642577422877058,0.7695626398522113,0.7356156237854836,0.6131297686434741,0.6155605209881223
PF3D7_0821000,0.2950406446323419,0.578518968474601,0.7630396775675786,0.39597735760574815,0.7159130523356513,0.912748554257125,0.6133622639958948,0.6102063758121744
PF3D7_1001600,0.3034860397083213,0.49507874343395414,0.6031721839605741,0.5271434716600778,0.8354799423529197,0.6651041421979973,0.6152185853518815,0.5715774205523073
PF3D7_0311800,0.35322823601735265,0.7073087514484122,0.704655585336272,0.521245064853635,0.5314050487877938,0.7103684087131873,0.6161536126065282,0.5880351825261088
PF3D7_1330600,0.3530378703094177,0.439614865184128,0.8212046693720405,0.5521680172841457,0.6615332786720777,0.8096436362602026,0.618630207628098,0.6062003895136687
PF3D7_1205300,0.526564591183989,0.45944525475015774,0.7203471549636905,0.28189001018997384,1.0217527108766165,0.873289890245982,0.6208587826951096,0.6472149353684016
PF3D7_0417200,0.2933482242809357,0.454270311752076,0.9115751152914485,0.316672291571935,0.8052849877959194,0.948145097753192,0.6219506766028446,0.6215493380742511
PF3D7_1416500,0.7585246755790194,0.4650497763144175,0.5645192210899922,0.6189038380409448,0.8409106216575185,0.6655775011286836,0.6223458642757183,0.652247605635096
PF3D7_1431600,0.29663351991589026,0.6509839434655454,0.7071632592581977,0.5139699377126925,0.6225339608042056,0.7279992969369807,0.6236627753101603,0.586547319682252
PF3D7_0501100.2,0.964514725857326,0.39944808950150656,0.5045305948573942,0.8730321277823159,0.7191340512186015,0.2644568952797856,0.6240362158399546,0.6208527474161549
PF3D7_1147700,0.33109709428953676,0.44002108361969555,0.8385819544080275,0.38668332160430513,0.8314513329096794,0.7217016449657608,0.6241844231354269,0.5915894052995009
PF3D7_0704900,0.6655698742406878,0.7828070412740554,0.6554425645303376,0.474235662099,0.5884116629218425,0.6972463495466069,0.6252242327063089,0.6439521924354217
PF3D7_1413500,0.3677695386660108,0.5465360523438169,0.7585937811054934,0.6303738954767417,0.5666355755927718,0.7408434771885201,0.6255348261297059,0.6017920533955591
PF3D7_1137500,0.40553028778884675,0.4456096534896389,0.8507783689374888,0.5468137199118331,0.6758511400069124,0.986781394140484,0.6297632205864683,0.6518940940458674
PF3D7_1252100,0.6704301747204483,0.7106602899411854,0.8598486226932615,0.4890913830841053,0.4618279596055646,0.6037706231216863,0.6303570638310293,0.6326048421943752
PF3D7_1457500,0.45435666726694474,0.6124004421486207,0.783280044745967,0.3931426934081686,0.7344316570861974,0.5968492215892225,0.6308137093472385,0.5957434543741869
PF3D7_0416100,0.41293655372812504,0.7891337601499799,0.7563117054643521,0.540898998124472,0.44260484880681306,0.7406311338901648,0.6322373281364042,0.6137528333606511
PF3D7_0113700,0.5695340721962421,0.5470580188389205,0.6783150299574101,0.7184511645353252,0.6008280705270437,0.47976812053163265,0.6361630709646748,0.598992412764429
PF3D7_1200600,0.7172816473278669,0.5532351660875259,0.6548987948436205,0.5405051151798619,0.8005323101650201,0.5698598653044575,0.6372928465690071,0.6393854831513921
PF3D7_0503100,0.6135205602623016,0.7550482352332605,0.822936269878266,0.4562105719864008,0.5196013865274351,0.7703376171729314,0.6384491159063406,0.6562757735100992
PF3D7_1239500,0.42958318918304816,0.7899642682420888,0.622602934645379,0.5996239354384982,0.5421525043701529,0.8372572319506315,0.6385859106740298,0.6368640106382998
PF3D7_0720800,0.6669239758682289,0.5925066730312106,0.8180062669243983,0.6457129225891399,0.5023048102005963,0.758490610250004,0.6396326681863362,0.663990876477263
PF3D7_0731500,0.6024041935990316,0.5268650785501859,0.7977801569841129,0.4738733379574183,0.7639807271443209,0.49848391806742587,0.6406248251590094,0.6105645687170825
PF3D7_1004900,0.5045023329778894,0.49741033093302045,0.8339283572097259,0.5189775429573131,0.713978287491419,0.5552964565199091,0.6410736296478696,0.6040155513482128
PF3D7_1032800,0.48661186976988013,0.6751055364041089,0.7102931297959576,0.46983822501835176,0.7137845056863484,1.1094685288042314,0.6422553492261917,0.6941836325798131
PF3D7_0424600,0.25945730789693483,0.7543341893736867,0.72814750240008,0.553104974471238,0.5392132738102973,0.32826035456840386,0.6436999850138254,0.5270862670867734
PF3D7_1027700.1,0.32210079875975,0.5974007888318009,0.7981335068708925,0.5919958770775385,0.5935864448568183,0.869850297441826,0.6452791544092625,0.6288446189731043
PF3D7_1343500,0.4800981912713588,0.4023511683511516,0.9597810356639206,0.4184891679184612,0.8028181424261229,0.9880714024267264,0.6458598785899141,0.6752681846762902
PF3D7_0319000,0.38694680562232325,0.8490892184751317,0.7201630884450114,0.6370324341004981,0.3784417795250688,0.6207942469457068,0.6461816301364276,0.5987445955189568
PF3D7_1437300,0.2930794468987004,0.7035575466134995,0.6107514090545393,0.7217039096062926,0.5514010264953274,0.7148605411291862,0.6468534729424147,0.5992256466329243
PF3D7_0815500,0.18716825752415778,0.7462063228492459,0.5732332607661094,0.7273032849093006,0.5425013646174563,0.7686525633309269,0.647311058285528,0.5908441756661995
PF3D7_0910900,0.19255458534685993,0.7712871808282289,0.5800709446882529,0.658602219295628,0.5835485217889234,1.0341596992458617,0.6483772166502584,0.6367038585322925
PF3D7_0320800,0.43993907326946696,0.45475598671809914,0.8239075665350396,0.6320681122784488,0.6880693507487626,0.8990179093682871,0.6497002540700876,0.6562929998196839
PF3D7_1332600,0.286642709236608,0.7007357446251845,0.7164027884124442,0.5741354838738162,0.6144350592992343,0.9123353921868823,0.6514272690526698,0.6341145296056949
PF3D7_1446600,0.4006282192983071,0.4807050845718847,0.8104331154583811,0.5521333476172243,0.7646068185955781,0.6579495599102296,0.6519695915607671,0.6110760242419342
PF3D7_0417500.1,0.4226060132811237,0.37085057048085096,1.0037109965137936,0.40867971387945595,0.8327036199136091,0.8806821732824831,0.6539862251969274,0.6532055145585527
PF3D7_0100300,0.48383306478876353,0.49726561898745936,1.0677969975579729,0.31241249581482095,0.7404637520414592,0.6253633101707375,0.6544847161004281,0.6211892065602023
PF3D7_1452000,0.5411057358269458,0.7736340829129204,0.6624247127911096,0.5354097977184059,0.6489180941137979,0.5142307093465113,0.6550966718840584,0.6126205221182818
PF3D7_0613000.2,0.5427524965064033,0.641740135848639,0.6396284926066316,0.3507894234276657,0.9900807078250444,1.0745052297682125,0.6555596899269951,0.706582747663766
PF3D7_1133400,0.7151002644456651,0.6284805363852601,0.8792016278268456,0.37972810018345804,0.735393668617029,0.6564229753664134,0.6557009832531482,0.6657211954707786
PF3D7_0217100,0.21970516873509796,0.6438780680427374,0.7274837938077254,0.6066122140205301,0.6466375867821312,0.8214983073040434,0.656152915663281,0.6109691897820443
PF3D7_1452500,0.4305413643446392,0.7967489871816753,0.5153146166137375,0.6843496788758963,0.6381480382509175,1.0558669870096713,0.6586403302305566,0.6868282787127562
PF3D7_0200100,0.6047627330044447,0.7547726252334408,0.9284880995542156,0.4205157441937696,0.5467142697463618,0.5157593405541403,0.662622684681947,0.6285021353810621
PF3D7_0311300,0.33751014771295934,0.7769808231406855,0.7203061101209826,0.6419572558889765,0.5132018937858741,0.8544234278169617,0.6631115207341297,0.6407299430777399
PF3D7_0310000,0.22917589567211488,0.5514054073088515,0.886928512313319,0.48030094908761506,0.7487937350255107,0.9820182792099613,0.6668571509338241,0.646437129769562
PF3D7_0903000,0.47366426067149164,0.72002556046817,0.7768885785943697,0.6826278775393035,0.5031552077147325,0.611103636115343,0.6706743060791439,0.6279108535172351
PF3D7_0924300,0.3830960996010634,0.6606200119548492,0.7948746574772989,0.37828955440898404,0.8590027100252702,1.023768845212129,0.6731967334666007,0.6832753131132657
PF3D7_1211700,0.34750015375400506,0.395503544641258,0.8294080171364333,0.4804362485443879,0.991154013285393,0.8046563276251723,0.674125455901868,0.6414430508311083
PF3D7_1117100,0.22881176331337938,0.6262811846029536,0.7920079082091065,0.5586974223358063,0.7256450522051545,0.7910005669830756,0.6756578918382552,0.6204073162749126
PF3D7_0920200,0.2281791002895787,0.6608346430498622,0.8369921147693221,0.5054291021575177,0.7028959299593039,0.5868655049893756,0.6765379474840014,0.5868660658691601
PF3D7_1005900,0.23928041443789527,0.7379744362276883,0.684148888670872,0.6873880828306409,0.5980101122282457,0.739574517867745,0.6768803799893617,0.6143960753771812
PF3D7_1121900,0.4979404676221372,0.7944691963476378,0.5104818738235382,0.7304867062744858,0.6761022615099361,0.5797325275842082,0.6778850094888994,0.6315355055269906
PF3D7_0302500,0.5453997487709764,0.4300376000125718,0.6216933199963889,0.6548216730599565,1.006224608284131,0.6251705394081813,0.678194300338262,0.647224581588701
PF3D7_0605200,0.3505446884574624,0.5416524401227969,0.8601690277797776,0.5363939824850275,0.7763395976851272,0.7554434484099061,0.6786387620181823,0.6367571974900162
PF3D7_1012300,0.5193753708450468,0.6310703015143275,0.8316972842343358,0.5851359912059235,0.6888336237161845,0.7957906066534137,0.6841843001676928,0.6753171963615386
PF3D7_0720900,0.3657725459096435,0.5376272763700342,0.9310316879669639,0.4157601751443145,0.8579497359703377,0.9317731015645854,0.6855922188629126,0.6733190871543132
PF3D7_0914800,0.5236822975009815,0.47040474447379654,1.0166510381032219,0.5397595015240767,0.7157451984039801,0.9345028818006297,0.6856401206262688,0.700124276967781
PF3D7_0715600,0.3230294300535374,0.6730136331767776,0.8060456114890299,0.5592487550786105,0.7062910410450893,0.7584337884178556,0.6861497601973768,0.6376770432101501
PF3D7_1305100,0.304196821873639,0.520640212368622,0.9273660597590554,0.31214056668411855,0.9883766942223648,1.0536684478291731,0.6871308832585402,0.6843981337894954
PF3D7_0522600,0.6878491810424376,0.6954458810806933,0.7050777919513526,0.6520158177935602,0.70632898764488,0.49692971695472415,0.6897171196176215,0.657274562744608
PF3D7_1140400,0.633992088638784,0.5426646081569851,0.8607482826942071,0.4573950650919316,0.9000746841551504,1.0893059511776924,0.6902206600245686,0.7473634466524585
PF3D7_0501100.1,0.49998814752761533,0.5939389469597726,0.6865844406754594,0.6330868077891809,0.8481010080656882,0.5556587767852542,0.6904278008725253,0.6362263546338285
PF3D7_0632500,0.551240016884711,0.7115413738476875,0.9582803867933531,0.5020144899629285,0.5925798267211405,0.5545224277746227,0.6911040193312774,0.6450297536640739
PF3D7_1121200,0.4727346756765627,0.5230354174991358,0.9304653762480875,0.4775097950485617,0.8358340254029956,0.9280838697668293,0.6917111535496951,0.6946105266070287
PF3D7_0111500,0.397262442465069,0.5424753218174911,1.0493972987212712,0.35434465778941493,0.8238407332664437,0.7182240921523665,0.6925145028986552,0.6475907577020094
PF3D7_1446700,0.3912768719453174,0.5011275536175815,1.0268961496255506,0.3494086857789212,0.9050044125561427,0.8125754064027304,0.6956092003945491,0.6643815133210407
PF3D7_1441400,0.5285523687607626,0.5967656597872834,1.012351101958991,0.43910384041766687,0.736257189011321,0.7059914606203984,0.6961194477938155,0.6698369367594039
PF3D7_0212600,0.8423099947153528,0.6450081400319594,0.9129761604750265,0.44074719229821,0.7892270333410933,0.6488070492451476,0.6969896315365722,0.713179261684465
PF3D7_1430200,0.5315876986737207,0.6370176971004894,0.8984005801340863,0.5057832414221455,0.7484810878468846,1.0909499226421546,0.6974206516259014,0.7353700379699135
PF3D7_1436600,0.5818991048765858,0.6736132415113767,0.7732993119934751,0.5267453852662259,0.8235526059329621,0.8513341957752788,0.69930263617601,0.7050739742259841
PF3D7_1035700,0.3965865905150079,0.44419492276829964,0.8681008233624979,0.4811622787377647,1.0051232262564473,0.9191420116907055,0.6996453127812524,0.6857183088884539
PF3D7_1141400,0.4240263230185685,0.5392264669662611,0.9136308466257103,0.39512497894411047,0.9526176233398252,1.0677989339680396,0.7001499789689768,0.7154041954770859
PF3D7_0103000,0.4420496848668461,0.6617708445747483,0.8509210481118933,0.4482399494546055,0.8507518850220734,0.8309727410962375,0.7029209317908302,0.6807843588544008
PF3D7_1422600,0.3129161635497705,0.8394192001084535,0.7605122371558163,0.6372603186668745,0.5749309207801421,0.8149672218737267,0.7030306691778216,0.6566676770224639
PF3D7_0406700,0.20743618383233076,0.8000436944028203,0.7190562389850891,0.6951215987865917,0.6042361874054224,0.6178691109275388,0.7046144298949809,0.6072938357232989
PF3D7_1410400,0.40892788482643233,0.4007047666488619,0.8749802123676816,0.36276828799241156,1.181505991344905,0.9850539706777921,0.704989814588465,0.7023235189763475
PF3D7_1253300,0.4110242009470145,0.4881773414529998,0.7775837145813216,0.6451287526682331,0.9098151820769284,0.41035003952744475,0.7051762476948706,0.6070132052089904
PF3D7_0205800,0.5108301542916013,0.7064185543632769,0.9144429533293782,0.6179634206093486,0.5850689915832519,0.6076708888654128,0.705973479971314,0.6570658271737116
PF3D7_0113600,0.5391636941843769,0.810470214583539,1.0464572566003518,0.36726098337140173,0.5999031903348226,0.5597396367823636,0.7060229112225287,0.6538324959761426
PF3D7_1471400,0.39524987975439624,0.7742023436040842,0.8524328491965948,0.5075411185760538,0.7004811945516688,0.7372394595736927,0.7086643764821005,0.6611911408760818
PF3D7_1242500,0.30307955104534584,0.6717437613563567,0.8496217333375808,0.6132728735272813,0.7068553515786078,0.9143202844285323,0.7103734299499567,0.6764822592122841
PF3D7_0721400,0.339495988533283,0.5962431810853206,0.9670227430219531,0.45979788147731276,0.8232377658752388,0.6579945149237337,0.7115753928649564,0.6406320124861404
PF3D7_1301600,0.564232210113684,0.45604925499177773,0.9632773676753645,0.5035405155984156,0.9313378236696243,0.7474256913245758,0.7135512404837955,0.6943104772289069
PF3D7_0317200,0.16449773306209536,0.7498634459648167,0.7739805765210733,0.6565519062745766,0.6761666769369444,0.8287522360486471,0.7141406514243528,0.6416354291346923
PF3D7_0421100,0.8467809491082593,0.8936929295544715,1.0672900679475052,0.38664159282489047,0.510697475191886,0.6502489753479331,0.7145805163796883,0.7258919983291577
PF3D7_0816200,0.30630728368046184,0.6042911725168854,0.8993075478056004,0.4595542216607802,0.9038180949532921,0.7679962600180266,0.7167427592341395,0.6568790967725078
PF3D7_0828500,0.2305660634866565,0.4211547110618476,1.0602459519675889,0.32564904466566136,1.0668002950211843,0.8802269539616872,0.7184625006790706,0.6641071700274376
PF3D7_0523100,0.5508145411872065,0.6133355661146949,0.9994580889456989,0.5595083683343862,0.7044676172122134,0.9527673714851322,0.7191924101517484,0.7300585922132221
PF3D7_1434700,0.6721232247483074,0.7447348839903783,0.688972177469618,0.9289431084251424,0.5248065551192002,0.8997828336768535,0.7218641812510848,0.7432271305715834
PF3D7_1453200,0.33606714145230754,0.8280875825158934,0.7593285838252661,0.7129748429376218,0.601246485513537,0.8675821938491878,0.7254093736980797,0.6842144716823023
PF3D7_0308100,0.5090470814395406,1.046934340549696,0.7996453138881386,0.6420358834099976,0.41467699570992506,0.6371570883925339,0.7258231333894394,0.6749161172316386
PF3D7_0105800,0.20131470800260903,0.8218267333603861,0.6875437446084275,0.7622401887653387,0.6397624484274941,0.5195129114513319,0.7278432787904116,0.6053667891025979
PF3D7_0619700,0.5092238477199039,0.9727992868963671,0.6729552052344793,0.7156929827175228,0.5518660846081674,0.7457289236004685,0.7283283898641342,0.6947110551294848
PF3D7_0802800,0.544734317668494,0.8896856615462754,0.7579878605927207,0.6298452574244824,0.6365854998203007,0.9148052355459093,0.7285260698459448,0.7289406387663638
PF3D7_0204800,0.3943139472194352,0.5879842203035625,0.954278896782182,0.5765172366010233,0.7990642657047022,1.0127811369779824,0.7294611548478674,0.7208232839314812
PF3D7_1475300,0.42244784735748475,0.5323551458272546,0.9359427829346444,0.6001505178192635,0.8614489574871291,1.060758524239842,0.732474351017073,0.7355172959442697
