# RNA vs. RNA Profile Dissimilarity Measure Over Phase Shifts 
# Time series file 1:  /Users/haase-admin/Desktop/moseley/DLxJTK_TAKT_runs_avg/Data/AS_3D7_1stage_periodic_jtk05.txt 
# Time series file 2:  /Users/haase-admin/Desktop/moseley/DLxJTK_TAKT_runs_avg/Data/AA_3D7_1stage_periodic_jtk05.txt 
# No. of Randomized Curves:  10000 
	shift_0	shift_1	shift_2	shift_3	shift_4	shift_5	shift_6	shift_7	shift_8	shift_9	shift_10	shift_11	shift_12	shift_13	shift_14	kt_diss_range	kt_diss	kt_diss_pval	est_delay	min_dist_flag	min_pval_flag
PF3D7_0517600	0.08333333333333333	0.14285714285714285	0.17582417582417584	0.1282051282051282	0.13636363636363635	0.16363636363636364	0.13333333333333333	0.19444444444444445	0.25	0.23809523809523808	0.4	0.5	0.3333333333333333	0.6666666666666666	1.0	0.9166666666666666	0.08333333333333333	0.6112	0.0	0.0	0.0
PF3D7_0713600	0.125	0.29523809523809524	0.3956043956043956	0.5256410256410257	0.7121212121212122	0.8	0.7777777777777778	0.8055555555555556	0.6785714285714286	0.6666666666666666	0.5333333333333333	0.6	0.3333333333333333	0.0	1.0	1.0	0.0	0.0	39.0	0.0	0.0
PF3D7_0812300	0.19166666666666668	0.2571428571428571	0.2967032967032967	0.3333333333333333	0.42424242424242425	0.5272727272727272	0.6444444444444445	0.6111111111111112	0.5357142857142857	0.7142857142857143	0.9333333333333333	0.8	0.3333333333333333	0.0	0.0	0.9333333333333333	0.0	0.0	39.0	0.0	0.0
PF3D7_0833500	0.041666666666666664	0.0761904761904762	0.14285714285714285	0.20512820512820512	0.25757575757575757	0.32727272727272727	0.4	0.4722222222222222	0.5714285714285714	0.7142857142857143	0.8666666666666667	0.9	0.8333333333333334	0.6666666666666666	0.0	0.9	0.0	0.0	42.0	0.0	0.0
PF3D7_1002100	0.008333333333333333	0.047619047619047616	0.10989010989010989	0.1794871794871795	0.24242424242424243	0.3090909090909091	0.37777777777777777	0.4722222222222222	0.6071428571428571	0.8095238095238095	1.0	1.0	1.0	1.0	1.0	0.9916666666666667	0.008333333333333333	0.605	0.0	0.0	0.0
PF3D7_1252500	0.14166666666666666	0.2761904761904762	0.31868131868131866	0.28205128205128205	0.3787878787878788	0.4727272727272727	0.5555555555555556	0.7222222222222222	0.7142857142857143	0.5238095238095238	0.4	0.6	0.6666666666666666	0.3333333333333333	0.0	0.7222222222222222	0.0	0.0	42.0	0.0	0.0
PF3D7_0406200	0.14166666666666666	0.22857142857142856	0.3956043956043956	0.46153846153846156	0.6060606060606061	0.7636363636363637	0.7333333333333333	0.8888888888888888	0.8571428571428571	0.8571428571428571	0.8666666666666667	0.9	0.8333333333333334	1.0	1.0	0.8583333333333334	0.14166666666666666	0.6319	0.0	0.0	0.0
PF3D7_0404000	0.058333333333333334	0.1523809523809524	0.3516483516483517	0.44871794871794873	0.5606060606060606	0.6363636363636364	0.6888888888888889	0.7777777777777778	0.8214285714285714	0.7142857142857143	0.6	0.7	0.8333333333333334	1.0	1.0	0.9416666666666667	0.058333333333333334	0.6032	0.0	0.0	0.0
PF3D7_1137800	0.14166666666666666	0.20952380952380953	0.1978021978021978	0.19230769230769232	0.18181818181818182	0.2727272727272727	0.26666666666666666	0.3333333333333333	0.35714285714285715	0.6190476190476191	0.3333333333333333	0.4	0.3333333333333333	0.3333333333333333	1.0	0.8583333333333334	0.14166666666666666	0.6302	0.0	0.0	0.0
PF3D7_0413100	0.09166666666666666	0.0761904761904762	0.17582417582417584	0.24358974358974358	0.3181818181818182	0.43636363636363634	0.5111111111111111	0.6111111111111112	0.7142857142857143	0.8571428571428571	0.8666666666666667	1.0	1.0	1.0	1.0	0.9238095238095239	0.0761904761904762	0.6057	3.0	0.0	0.0
PF3D7_1036300	0.11666666666666667	0.1523809523809524	0.34065934065934067	0.5256410256410257	0.6666666666666666	0.7272727272727273	0.7777777777777778	0.6944444444444444	0.6071428571428571	0.47619047619047616	0.3333333333333333	0.3	0.16666666666666666	0.6666666666666666	1.0	0.8833333333333333	0.11666666666666667	0.6153	0.0	0.0	0.0
PF3D7_1244500	0.175	0.21904761904761905	0.26373626373626374	0.24358974358974358	0.3333333333333333	0.41818181818181815	0.4666666666666667	0.5277777777777778	0.6428571428571429	0.8095238095238095	0.6666666666666666	0.6	0.3333333333333333	0.6666666666666666	1.0	0.825	0.175	0.6878	0.0	0.0	0.0
PF3D7_0902600.1	0.15	0.2761904761904762	0.3956043956043956	0.47435897435897434	0.5757575757575758	0.7454545454545455	0.6888888888888889	0.6944444444444444	0.75	0.42857142857142855	0.5333333333333333	0.6	0.16666666666666666	0.3333333333333333	1.0	0.85	0.15	0.6397	0.0	0.0	0.0
PF3D7_0622900	0.15	0.1619047619047619	0.13186813186813187	0.20512820512820512	0.25757575757575757	0.3090909090909091	0.37777777777777777	0.4722222222222222	0.6071428571428571	0.5238095238095238	0.8	0.7	0.16666666666666666	0.3333333333333333	1.0	0.8681318681318682	0.13186813186813187	0.6214	6.0	0.0	0.0
PF3D7_1101800	0.03333333333333333	0.08571428571428572	0.2087912087912088	0.34615384615384615	0.48484848484848486	0.6	0.6888888888888889	0.7777777777777778	0.8571428571428571	0.9523809523809523	1.0	1.0	1.0	1.0	1.0	0.9666666666666667	0.03333333333333333	0.6014	0.0	0.0	0.0
PF3D7_1463500	0.11666666666666667	0.19047619047619047	0.31868131868131866	0.3974358974358974	0.4696969696969697	0.5636363636363636	0.6	0.6388888888888888	0.75	0.8571428571428571	0.8	0.9	0.8333333333333334	0.6666666666666666	0.0	0.9	0.0	0.0	42.0	0.0	0.0
PF3D7_1472200	0.09166666666666666	0.11428571428571428	0.14285714285714285	0.14102564102564102	0.18181818181818182	0.21818181818181817	0.26666666666666666	0.3333333333333333	0.42857142857142855	0.5714285714285714	0.6666666666666666	0.8	0.3333333333333333	0.0	1.0	1.0	0.0	0.0	39.0	0.0	0.0
PF3D7_1231400	0.075	0.23809523809523808	0.3956043956043956	0.47435897435897434	0.5606060606060606	0.6727272727272727	0.8	0.8055555555555556	0.8214285714285714	0.7619047619047619	0.6666666666666666	0.7	0.8333333333333334	1.0	1.0	0.925	0.075	0.6082	0.0	0.0	0.0
PF3D7_1442900	0.125	0.1619047619047619	0.24175824175824176	0.32051282051282054	0.42424242424242425	0.509090909090909	0.6222222222222222	0.6666666666666666	0.6428571428571429	0.7142857142857143	0.6666666666666666	0.6	0.5	0.3333333333333333	0.0	0.7142857142857143	0.0	0.0	42.0	0.0	0.0
PF3D7_1301200	0.041666666666666664	0.12380952380952381	0.25274725274725274	0.41025641025641024	0.5454545454545454	0.6909090909090909	0.7777777777777778	0.8611111111111112	0.9642857142857143	0.9047619047619048	0.8666666666666667	0.8	0.6666666666666666	0.3333333333333333	1.0	0.9583333333333334	0.041666666666666664	0.6055	0.0	0.0	0.0
PF3D7_0937600	0.075	0.10476190476190476	0.17582417582417584	0.21794871794871795	0.2727272727272727	0.32727272727272727	0.4	0.4722222222222222	0.5714285714285714	0.7142857142857143	0.8	1.0	0.6666666666666666	0.3333333333333333	0.0	1.0	0.0	0.0	42.0	0.0	0.0
PF3D7_1449600	0.2833333333333333	0.37142857142857144	0.42857142857142855	0.48717948717948717	0.6212121212121212	0.5636363636363636	0.5333333333333333	0.75	0.75	0.38095238095238093	0.5333333333333333	0.6	0.6666666666666666	0.3333333333333333	0.0	0.75	0.0	0.0	42.0	0.0	0.0
PF3D7_1464200	0.20833333333333334	0.21904761904761905	0.2857142857142857	0.2948717948717949	0.3787878787878788	0.509090909090909	0.5111111111111111	0.75	0.75	0.42857142857142855	0.4666666666666667	0.7	0.3333333333333333	0.0	1.0	1.0	0.0	0.0	39.0	0.0	0.0
PF3D7_1415900	0.075	0.18095238095238095	0.26373626373626374	0.2692307692307692	0.30303030303030304	0.36363636363636365	0.4222222222222222	0.4444444444444444	0.6071428571428571	0.7142857142857143	0.6666666666666666	0.7	0.3333333333333333	0.3333333333333333	1.0	0.925	0.075	0.6039	0.0	0.0	0.0
PF3D7_1462400	0.125	0.12380952380952381	0.07692307692307693	0.08974358974358974	0.10606060606060606	0.12727272727272726	0.15555555555555556	0.19444444444444445	0.25	0.23809523809523808	0.3333333333333333	0.4	0.5	0.3333333333333333	1.0	0.9230769230769231	0.07692307692307693	0.6067	6.0	0.0	0.0
PF3D7_1023800	0.06666666666666667	0.14285714285714285	0.2857142857142857	0.41025641025641024	0.5151515151515151	0.6909090909090909	0.8444444444444444	0.8888888888888888	0.8928571428571429	0.8571428571428571	0.8	0.7	0.8333333333333334	1.0	1.0	0.9333333333333333	0.06666666666666667	0.6102	0.0	0.0	0.0
PF3D7_0113900	0.05	0.0761904761904762	0.13186813186813187	0.15384615384615385	0.18181818181818182	0.21818181818181817	0.2222222222222222	0.2777777777777778	0.39285714285714285	0.42857142857142855	0.6	0.9	0.6666666666666666	0.3333333333333333	0.0	0.9	0.0	0.0	42.0	0.0	0.0
PF3D7_1301300	0.25833333333333336	0.3333333333333333	0.25274725274725274	0.34615384615384615	0.4393939393939394	0.5454545454545454	0.6	0.6944444444444444	0.75	0.8095238095238095	0.7333333333333333	0.8	0.3333333333333333	0.3333333333333333	1.0	0.7472527472527473	0.25274725274725274	0.7742	6.0	0.0	0.0
PF3D7_1322100	0.13333333333333333	0.09523809523809523	0.08791208791208792	0.11538461538461539	0.15151515151515152	0.18181818181818182	0.2222222222222222	0.2777777777777778	0.35714285714285715	0.2857142857142857	0.5333333333333333	0.7	0.8333333333333334	0.3333333333333333	1.0	0.9120879120879121	0.08791208791208792	0.615	6.0	0.0	0.0
PF3D7_0512400	0.11666666666666667	0.1523809523809524	0.13186813186813187	0.1794871794871795	0.19696969696969696	0.23636363636363636	0.24444444444444444	0.3611111111111111	0.4642857142857143	0.38095238095238093	0.6	0.8	0.5	0.3333333333333333	1.0	0.8833333333333333	0.11666666666666667	0.6256	0.0	0.0	0.0
