pro	tec	pep	76.896552	83.793103	90.689655	97.586207	104.482759	111.379310	118.275862	125.172414	132.068965	138.965517	145.862069	152.758621	159.655172	166.551724	173.448276	180.344828	187.241379	194.137931	201.034483	207.931035	214.827586	221.724138	228.620690	235.517241	242.413793	249.310345	256.206897	263.103448	avg_cov	simp_snr	comp_snr
SWI4	ms	1	0.027155	0.059415	0.104853	0.097603	0.238475	0.270232	0.373695	0.371409	0.196116	0.188426	0.339419	0.423946	0.275482	0.161496	0.144791	0.158380	0.023843	0.034589	0.110333	0.199314	0.335755	0.375528	0.301464	0.074154	0.402239	0.405358	0.136021	0.108729	0.212079	6.485626	3.737332
SWI4	ms	2	0.283691	0.201383	0.302552	0.329655	0.032220	0.062051	0.089848	0.138405	0.014137	0.043767	0.461616	0.650137	0.037400	0.133902	0.047015	0.376832	0.678421	0.385029	0.058954	0.101143	0.485568	0.653743	0.608055	0.180440	0.218817	0.583504	0.425171	0.115447	0.274961	3.708339	2.920569
SWI4	ms	3	0.467253	0.361379	0.470180	0.450734	0.491349	0.486509	0.570264	0.565796	0.511872	0.427338	0.473319	0.539252	0.556975	0.427531	0.398578	0.425739	0.311897	0.265154	0.387952	0.445244	0.627110	0.700314	0.659974	0.406075	0.702235	0.844120	0.766125	0.657353	0.514201	4.782745	1.812679
SWI5	ms	1	0.094614	0.065326	0.592268	0.431249	0.116769	0.392640	0.227148	0.024335	0.128907	0.111714	0.030819	0.219470	0.649979	0.258585	0.035097	0.088397	0.034502	0.252079	0.284718	0.118745	0.164107	0.186109	0.257156	0.293284	0.196243	0.065527	0.155762	0.014825	0.196085	4.322186	3.304614
SWI5	ms	3	0.443801	0.033406	1.034641	0.241089	0.343064	0.643084	0.509708	0.304700	0.308001	0.712789	0.416637	0.475485	0.839473	0.118371	0.334352	0.637447	0.314567	0.626554	0.713229	0.433274	0.204506	0.022389	0.237538	0.403690	0.067602	0.482219	0.152904	0.119150	0.399060	3.613497	2.259678
SWI6	ms	1	0.229329	0.205950	0.198332	0.752572	0.524877	0.186655	0.480078	0.010570	0.016348	0.454881	0.278405	0.337536	0.159423	0.562195	0.367792	0.023853	0.183246	0.559235	0.859335	0.810193	0.264315	0.223568	0.519749	0.673067	0.667815	0.816692	0.938444	0.198355	0.410815	3.552629	2.162053
SWI6	ms	2	0.342844	0.216932	0.107520	0.136925	0.013639	0.019222	0.203721	0.164221	0.006379	0.008023	0.166024	0.274110	0.159449	0.135235	0.152156	0.165225	0.132477	0.047191	0.033282	0.004717	0.007712	0.108610	0.055035	0.158382	0.123338	0.002776	0.101816	0.031176	0.109934	10.546884	7.164007
SWI6	ms	3	0.230776	0.097998	0.200982	0.069945	0.129435	0.091221	0.391881	0.366138	0.095554	0.161183	0.267679	0.306701	0.169517	0.096481	0.086620	0.095512	0.083285	0.008619	0.040737	0.000712	0.130126	0.060039	0.066574	0.110594	0.048640	0.008802	0.031971	0.206671	0.130514	9.680389	6.181807
TOS4	ms	1	0.423850	0.687971	0.213533	0.031900	0.122623	0.029684	0.378202	0.315651	0.338050	0.175758	0.237292	0.200310	0.185954	0.065228	0.015661	0.191842	0.082472	0.123034	0.477256	0.473075	0.162206	0.146322	0.118204	0.131847	0.209578	0.016606	0.085497	0.136116	0.206276	7.504884	4.715827
TOS4	ms	2	0.223297	0.569134	0.010336	0.062562	0.032286	0.039138	0.398533	0.362055	0.356332	0.221284	0.289152	0.286323	0.141547	0.046424	0.079213	0.271932	0.064700	0.073785	0.354678	0.378286	0.223791	0.274260	0.255777	0.059999	0.227777	0.091865	0.032871	0.017930	0.194474	6.446724	4.375452
