	dl_reg_pval	dl_reg_pval_norm	jtk_per_pval	jtk_per_pval_norm	dlxjtk_score
PF3D7_0731800	0.002356	0.003924158475374489	2.0695381558476795e-06	4.2735447548596764e-05	2.7551491833255494e-06
PF3D7_0223500	0.005974	0.009950306762261123	2.0008650961031914e-07	4.131736596627864e-06	4.111628604471606e-06
PF3D7_0200100	0.0033799999999999998	0.0056297349943827575	2.0695381558476795e-06	4.2735447548596764e-05	7.880170042286218e-06
PF3D7_1219300	0.011781	0.0196224579789418	5.124670303241732e-08	1.0582316558369245e-06	8.016188372384076e-06
PF3D7_1003600	0.003721	0.0061977053000290645	2.0695381558476795e-06	4.2735447548596764e-05	1.0457675006624727e-05
PF3D7_0612700	0.001179	0.0019637448397565893	3.516389639901545e-05	0.0007261257039007786	1.0575828065670384e-05
PF3D7_1100100	0.005928	0.009873689067071298	6.804813352432401e-07	1.4051770114948754e-05	1.3667440731459564e-05
PF3D7_0300100	0.006044	0.010066898907115202	6.804813352432401e-07	1.4051770114948754e-05	1.447999167848841e-05
PF3D7_0733000	0.014909	0.02483246125184986	5.124670303241732e-08	1.0582316558369245e-06	1.6230961337167578e-05
PF3D7_1307500	0.000704	0.0011725838568181835	7.932217418824561e-05	0.001637983143670981	1.6799978892737495e-05
PF3D7_0833500	0.006737999999999999	0.011222826743239949	6.804813352432401e-07	1.4051770114948754e-05	2.0024332068259602e-05
PF3D7_1478100	0.0007769999999999999	0.0012941728078802964	7.932217418824561e-05	0.001637983143670981	2.088367503628096e-05
PF3D7_1035800	0.006958	0.011589259198495629	6.804813352432401e-07	1.4051770114948754e-05	2.203968237139577e-05
PF3D7_0808600	0.017072999999999998	0.028436824129910308	5.124670303241732e-08	1.0582316558369245e-06	2.4364709559728518e-05
PF3D7_0426000	0.005062	0.008431277675019383	2.0695381558476795e-06	4.2735447548596764e-05	2.6021221737045385e-05
PF3D7_1370300	0.01179	0.01963744839756589	2.0008650961031914e-07	4.131736596627864e-06	3.137039232863903e-05
PF3D7_0401900	0.00093	0.0015490099244899304	7.932217418824561e-05	0.001637983143670981	3.176657187344831e-05
PF3D7_1301200	0.019865999999999998	0.033088850709588134	5.124670303241732e-08	1.0582316558369245e-06	3.8372735938310195e-05
PF3D7_0713300	0.008725	0.014532378055026498	6.804813352432401e-07	1.4051770114948754e-05	4.333895195014151e-05
PF3D7_0631200	0.035013999999999997	0.05831939085601121	1.099815087910326e-08	2.2710907682344955e-07	4.506103091973137e-05
PF3D7_0800900	8.9e-05	0.000148238584171617	0.00034707262534643487	0.007166963283153896	5.685657427641496e-05
PF3D7_1300100	0.0237	0.03947476904345306	5.124670303241732e-08	1.0582316558369245e-06	6.513563392913487e-05
PF3D7_1421100	0.0023989999999999997	0.003995779364356283	3.516389639901545e-05	0.0007261257039007786	7.518164150290974e-05
PF3D7_1252600	0.017021	0.02835021282230441	2.0008650961031914e-07	4.131736596627864e-06	9.426468507089996e-05
PF3D7_0712800	0.005524	0.009200785831056315	5.735652685057448e-06	0.00011843979961743773	9.465041180758164e-05
PF3D7_0702300	0.000663	0.0011042941719750794	0.0001698261780107018	0.0035068682847175167	0.00011429916893691823
PF3D7_1372200	0.028589	0.04761789756047593	5.124670303241732e-08	1.0582316558369245e-06	0.00011430977640552455
PF3D7_1133300	0.001527	0.002543374359888305	7.932217418824561e-05	0.001637983143670981	0.00011459567248504306
PF3D7_0304100	0.00626	0.010426668954093507	5.735652685057448e-06	0.00011843979961743773	0.00013739182165151175
PF3D7_1010300	0.019508	0.03249256516876297	2.0008650961031914e-07	4.131736596627864e-06	0.00014187412518547354
PF3D7_1022700	0.00299	0.0049801501873385935	3.516389639901545e-05	0.0007261257039007786	0.00014250117019445243
PF3D7_0222000	0.093805	0.15624180211481495	1.8582607868322156e-09	3.837262249207221e-08	0.0001463628948136064
PF3D7_0413400	0.014740000000000001	0.02455097450213072	6.804813352432401e-07	1.4051770114948754e-05	0.0002083257289810844
PF3D7_1200700	0.000891	0.001484051443785514	0.0001698261780107018	0.0035068682847175167	0.00022163359034168612
PF3D7_0301200	0.0009689999999999999	0.0016139684051943467	0.0001698261780107018	0.0035068682847175167	0.00027132974094039303
PF3D7_1017100	0.00373	0.006212695718653161	3.516389639901545e-05	0.0007261257039007786	0.0002728181058528319
PF3D7_0525800	0.008164	0.013597975294124506	5.735652685057448e-06	0.00011843979961743773	0.0003036076881406567
PF3D7_0323400	0.008222	0.013694580214146459	5.735652685057448e-06	0.00011843979961743773	0.00031010113089619435
PF3D7_1372000	0.017044999999999998	0.028390187271968667	6.804813352432401e-07	1.4051770114948754e-05	0.0003220030928466006
PF3D7_0202200	0.0010710000000000001	0.0017838598162674356	0.0001698261780107018	0.0035068682847175167	0.00034791311932362074
PF3D7_1224700	0.017669999999999998	0.029431188565308682	6.804813352432401e-07	1.4051770114948754e-05	0.0003587081768336475
PF3D7_0929400	0.0011710000000000002	0.0019504200232018372	0.0001698261780107018	0.0035068682847175167	0.00043697190582786495
PF3D7_0712300	0.002456	0.004090718682308891	7.932217418824561e-05	0.001637983143670981	0.0004376386162356753
PF3D7_1240200	0.00958	0.015956467824315625	5.735652685057448e-06	0.00011843979961743773	0.0004898468037756163
PF3D7_1334700	0.019916	0.033172130813055326	6.804813352432401e-07	1.4051770114948754e-05	0.0005134892808326255
PF3D7_1238600	0.0025960000000000002	0.004323902972017052	7.932217418824561e-05	0.001637983143670981	0.0005137677248249924
PF3D7_0731200	0.00469	0.0078116737052234125	3.516389639901545e-05	0.0007261257039007786	0.0005372989060535594
PF3D7_0214600	0.014066999999999998	0.023430024309462203	2.0695381558476795e-06	4.2735447548596764e-05	0.000551682622880047
PF3D7_1016800	0.004911	0.008179771762548438	3.516389639901545e-05	0.0007261257039007786	0.0006160142488511137
PF3D7_0632500	0.023994	0.0399644560518402	6.804813352432401e-07	1.4051770114948754e-05	0.0008976568118849035
PF3D7_1028700	0.016766999999999997	0.02792714989669104	2.0695381558476795e-06	4.2735447548596764e-05	0.0009337207828637126
PF3D7_0830500	0.000686	0.0011426030195699913	0.00034707262534643487	0.007166963283153896	0.0009886615335721006
PF3D7_1410400	0.001661	0.0027665650371804023	0.0001698261780107018	0.0035068682847175167	0.0011165077174315106
PF3D7_1012200	0.0034869999999999996	0.0058079544158025674	7.932217418824561e-05	0.001637983143670981	0.001216933923846362
PF3D7_0308100	0.0017469999999999999	0.0029098068151439875	0.0001698261780107018	0.0035068682847175167	0.0012846513864154608
PF3D7_0713200	0.003633	0.006051132317926792	7.932217418824561e-05	0.001637983143670981	0.001373160876501547
PF3D7_0321400	0.0018030000000000001	0.003003080531027252	0.0001698261780107018	0.0035068682847175167	0.0014030696623231948
PF3D7_1035900	0.013672	0.02277211149207132	5.735652685057448e-06	0.00011843979961743773	0.0014210003646562498
PF3D7_0318700	0.013789	0.022966986934184568	5.735652685057448e-06	0.00011843979961743773	0.0014577472477935792
PF3D7_0501500	0.000822	0.0013691249010007775	0.00034707262534643487	0.007166963283153896	0.0014770157629856824
PF3D7_0206900.1	0.028501	0.047471324578373664	6.804813352432401e-07	1.4051770114948754e-05	0.0015041927971669205
PF3D7_1228600	0.001898	0.0031613127276149326	0.0001698261780107018	0.0035068682847175167	0.0016207985530831007
PF3D7_1361800	0.029985	0.04994307804928017	6.804813352432401e-07	1.4051770114948754e-05	0.0017515267481841706
PF3D7_0400400	0.031906	0.05314269962449001	6.804813352432401e-07	1.4051770114948754e-05	0.0021100918968257176
PF3D7_0202000	0.247808	0.4127495176000007	1.8582607868322156e-09	3.837262249207221e-08	0.002698259743877514
PF3D7_1425300	0.017349	0.02889653030104925	5.735652685057448e-06	0.00011843979961743773	0.0029013792285726737
PF3D7_0424800	0.000452	0.000752852135343493	0.0006803297011630345	0.014048638908953397	0.0032871318800529823
PF3D7_1311100	0.00496	0.008261386263946294	7.932217418824561e-05	0.001637983143670981	0.003451323625279652
PF3D7_0212900	0.00253	0.004213973235440348	0.0001698261780107018	0.0035068682847175167	0.003686194352856567
PF3D7_1335400	0.009223	0.015361847885559813	3.516389639901545e-05	0.0007261257039007786	0.004037301676733095
PF3D7_1342600	0.009373999999999999	0.01561335379803076	3.516389639901545e-05	0.0007261257039007786	0.004238291818343702
PF3D7_0423400	0.002687	0.004475472760327358	0.0001698261780107018	0.0035068682847175167	0.004389197232544817
PF3D7_1128900	0.002736	0.004557087261725215	0.0001698261780107018	0.0035068682847175167	0.004625904651537587
PF3D7_1136200	0.001307	0.0021769419046326227	0.00034707262534643487	0.007166963283153896	0.004688869169148406
PF3D7_1125700	0.020435	0.034036578287044865	5.735652685057448e-06	0.00011843979961743773	0.0047397998737844105
PF3D7_1351700	0.042286000000000004	0.07043164910428085	6.804813352432401e-07	1.4051770114948754e-05	0.004911429238942977
PF3D7_1231200	0.010154999999999999	0.016914189014188438	3.516389639901545e-05	0.0007261257039007786	0.005385094132392682
PF3D7_1001900	0.021553	0.03589872140057146	5.735652685057448e-06	0.00011843979961743773	0.0055605969060427704
PF3D7_0414800	0.00293	0.004880214063177952	0.0001698261780107018	0.0035068682847175167	0.005647927150179898
PF3D7_1019900	0.0029980000000000002	0.0049934750038933455	0.0001698261780107018	0.0035068682847175167	0.006039424140225662
PF3D7_0324900	0.068389	0.11390885992036758	2.0008650961031914e-07	4.131736596627864e-06	0.006107254610324588
PF3D7_0818100	0.010759999999999999	0.01792187826614156	3.516389639901545e-05	0.0007261257039007786	0.006403611371461469
PF3D7_0920500	0.046995999999999996	0.07827663485089115	6.804813352432401e-07	1.4051770114948754e-05	0.006741927753997254
PF3D7_1343100	0.003128	0.005210003272908067	0.0001698261780107018	0.0035068682847175167	0.006838104893305715
PF3D7_0323900	0.033038	0.05502816116698744	2.0695381558476795e-06	4.2735447548596764e-05	0.007136398490500136
PF3D7_0113300	0.011222	0.01869138642217849	3.516389639901545e-05	0.0007261257039007786	0.007262568323262902
PF3D7_0913800	0.011271	0.01877300092357635	3.516389639901545e-05	0.0007261257039007786	0.007357936457554262
PF3D7_0628000	0.017599	0.02931293081838525	1.4691891552010599e-05	0.00030338390188000596	0.008354388406004077
PF3D7_0503600	0.024982	0.04161007089635209	5.735652685057448e-06	0.00011843979961743773	0.008657524607632512
PF3D7_0828800	0.011907	0.019832323839679138	3.516389639901545e-05	0.0007261257039007786	0.008672572915238133
PF3D7_0632600	0.012014	0.02001054326109895	3.516389639901545e-05	0.0007261257039007786	0.008908082910553906
PF3D7_0712600	0.07764800000000001	0.12933066948042374	2.0008650961031914e-07	4.131736596627864e-06	0.008938622199001258
PF3D7_1252100	0.001663	0.0027698962413190906	0.00034707262534643487	0.007166963283153896	0.009015261961716871
PF3D7_1125800	0.018144	0.03022068394617774	1.4691891552010599e-05	0.00030338390188000596	0.009154190076201942
PF3D7_1406800	0.025733	0.04286093805042943	5.735652685057448e-06	0.00011843979961743773	0.009461695415868714
PF3D7_1246400	0.05269600000000001	0.08777056664615202	6.804813352432401e-07	1.4051770114948754e-05	0.009504293910897221
PF3D7_0423300	0.003505	0.005837935253050759	0.0001698261780107018	0.0035068682847175167	0.00955096274343482
PF3D7_1014900	0.0017010000000000003	0.0028331891199541628	0.00034707262534643487	0.007166963283153896	0.00959834613224751
PF3D7_0109000	0.012334	0.02054353592328903	3.516389639901545e-05	0.0007261257039007786	0.009637797261443239
PF3D7_0421100	0.07975299999999999	0.13283676183639292	2.0008650961031914e-07	4.131736596627864e-06	0.009685443073912236
PF3D7_0614000	0.080614	0.13427084521809812	2.0008650961031914e-07	4.131736596627864e-06	0.01000251698491402
PF3D7_0707300	0.007205	0.0120006629096236	7.932217418824561e-05	0.001637983143670981	0.010498583669804707
PF3D7_0726100	0.00364	0.0060627915324122	0.0001698261780107018	0.0035068682847175167	0.010675422215851103
PF3D7_1240400	0.055147	0.0918529573181142	6.804813352432401e-07	1.4051770114948754e-05	0.01089300449403541
PF3D7_0425600	0.019403999999999998	0.032319342553551185	1.4691891552010599e-05	0.00030338390188000596	0.011195279008928765
PF3D7_0420900	0.08426	0.14034363036292638	2.0008650961031914e-07	4.131736596627864e-06	0.011421948806754928
PF3D7_0604100	0.001825	0.00303972377655282	0.00034707262534643487	0.007166963283153896	0.011681806461857885
PF3D7_0402300	0.013209	0.022000937733965043	3.516389639901545e-05	0.0007261257039007786	0.011834345616972362
PF3D7_1035700	0.019816999999999998	0.033007236208190266	1.4691891552010599e-05	0.00030338390188000596	0.011924981620635794
PF3D7_0501600	0.000915	0.00152402589344977	0.0006803297011630345	0.014048638908953397	0.014111567305982554
PF3D7_1452000	0.001975	0.003289564086954422	0.00034707262534643487	0.007166963283153896	0.014594203027067154
PF3D7_0935800	0.00093	0.0015490099244899304	0.0006803297011630345	0.014048638908953397	0.014674326982784671
PF3D7_1000100	0.042066	0.07006521664902518	2.0695381558476795e-06	4.2735447548596764e-05	0.01472911179159172
PF3D7_0613600	0.03	0.049968062080320334	5.735652685057448e-06	0.00011843979961743773	0.014989910149723538
PF3D7_0814400	0.004104	0.006835630892587821	0.0001698261780107018	0.0035068682847175167	0.015213955576854477
PF3D7_0628400	0.00201	0.0033478601593814627	0.00034707262534643487	0.007166963283153896	0.015339001475042682
PF3D7_1145200	0.008222	0.013694580214146459	7.932217418824561e-05	0.001637983143670981	0.015576345391033242
PF3D7_1435200	0.022019999999999998	0.036676557566955134	1.4691891552010599e-05	0.00030338390188000596	0.016357624159849656
PF3D7_1315300	0.002061	0.003432805864918007	0.00034707262534643487	0.007166963283153896	0.01647026565675711
PF3D7_0631300	0.09537899999999999	0.15886345977196245	2.0008650961031914e-07	4.131736596627864e-06	0.016566444054022692
PF3D7_1463900	0.0042899999999999995	0.007145432877485808	0.0001698261780107018	0.0035068682847175167	0.017346797612042858
PF3D7_0817700	0.00439	0.007311993084420208	0.0001698261780107018	0.0035068682847175167	0.01857227421517159
PF3D7_1416500	0.032483	0.05410375201850151	5.735652685057448e-06	0.00011843979961743773	0.01902734074987274
PF3D7_1472600	0.067173	0.11188348780404524	6.804813352432401e-07	1.4051770114948754e-05	0.01968563651401361
PF3D7_0420700	0.165934	0.27638001377452914	5.124670303241732e-08	1.0582316558369245e-06	0.022341216804948993
PF3D7_0817600	0.009414	0.015679977880804517	7.932217418824561e-05	0.001637983143670981	0.02335118884794457
PF3D7_0220800	0.002366	0.0039408144960679315	0.00034707262534643487	0.007166963283153896	0.024447735454454656
PF3D7_1223100	0.074142	0.12349106862530368	6.804813352432401e-07	1.4051770114948754e-05	0.026469875817392224
PF3D7_1206000	0.002463	0.004102377896794299	0.00034707262534643487	0.007166963283153896	0.027450751019016676
PF3D7_1001600	0.001201	0.0020003880852821573	0.0006803297011630345	0.014048638908953397	0.027881539900550267
PF3D7_0712000	0.17985399999999999	0.2995651945797978	5.124670303241732e-08	1.0582316558369245e-06	0.02844854983433509
PF3D7_0927600	0.005189	0.008642809137826073	0.0001698261780107018	0.0035068682847175167	0.030510551496907203
PF3D7_0903600.1	0.038153	0.06354771575168205	5.735652685057448e-06	0.00011843979961743773	0.030828682730985532
PF3D7_1353200	0.010338	0.017218994192878385	7.932217418824561e-05	0.001637983143670981	0.030902631675809825
PF3D7_0412400	0.189797	0.31612627595528525	5.124670303241732e-08	1.0582316558369245e-06	0.03343238556035603
PF3D7_1338600	0.055745	0.0928489873555819	2.0695381558476795e-06	4.2735447548596764e-05	0.03427382552072311
PF3D7_1312800	0.121922	0.20307353549856053	2.0008650961031914e-07	4.131736596627864e-06	0.0346027457448661
PF3D7_0423900	0.039882	0.06642754172957785	5.735652685057448e-06	0.00011843979961743773	0.03521198902056018
PF3D7_0936100	0.039905	0.06646585057717276	5.735652685057448e-06	0.00011843979961743773	0.035272935346568786
PF3D7_0405900	0.010872	0.018108425697908086	7.932217418824561e-05	0.001637983143670981	0.03593141384134027
PF3D7_1431400	0.019668	0.032759061499858015	3.516389639901545e-05	0.0007261257039007786	0.03902323118138146
PF3D7_1458300	0.005696	0.009487269386983486	0.0001698261780107018	0.0035068682847175167	0.04026539943731467
PF3D7_0711700	0.128938	0.2147593996170781	2.0008650961031914e-07	4.131736596627864e-06	0.04092663144024032
PF3D7_0911100	0.020163999999999998	0.033585200126252636	3.516389639901545e-05	0.0007261257039007786	0.04204874590929369
PF3D7_1030300	0.021342	0.035547279363939886	3.516389639901545e-05	0.0007261257039007786	0.04985251029282614
PF3D7_1224100	0.0015220000000000001	0.0025350463495415853	0.0006803297011630345	0.014048638908953397	0.052464485229834594
PF3D7_0424200	0.032734	0.05452181813790686	1.4691891552010599e-05	0.00030338390188000596	0.053714168125203146
PF3D7_1035300	0.06479700000000001	0.10792601728728388	2.0695381558476795e-06	4.2735447548596764e-05	0.05382653566894503
PF3D7_0100300	0.012476000000000001	0.020780051417135882	7.932217418824561e-05	0.001637983143670981	0.054256811355845584
