ORF,AA13vAA17,AA13vAS15,AA13vAS16,AA17vAS15,AA17vAS16,AS15vAS16
PF3D7_0934400,0.429149199,0.511860408,1.610291114,0.536028858,1.509483587,1.493054187
PF3D7_0934500,2.560572742,3.606907523,2.550809631,1.690461705,2.442192028,2.023755714
PF3D7_0934600,1.559027995,2.226019387,3.360679197,1.361393953,3.301844034,2.413296988
PF3D7_0934700,1.005493117,1.124232876,1.310701865,0.911987856,1.452981807,1.118402478
PF3D7_0934800,0.587712124,0.590299863,2.363643542,0.684648785,2.473732785,2.262693285
PF3D7_0934900,1.258434198,1.348472306,0.878324581,0.346671835,1.056107842,1.211046827
PF3D7_0935000,2.430858222,3.472329883,2.880067911,2.536311544,2.820336857,2.310594999
PF3D7_0935100,0.787006564,1.705577354,1.46762337,1.6708847,1.755005573,1.262470891
PF3D7_0935200,1.747013889,2.010267273,2.540356309,1.405218976,2.31820285,2.324462592
PF3D7_0935300,2.601051027,2.998603084,4.237096819,2.389838204,3.054964325,3.45342961
PF3D7_0935500,1.83956763,2.582344377,2.181952868,1.567062819,1.642486959,1.836922901
PF3D7_0935600,0.146102065,0.262124087,0.349445345,0.247422865,0.378878204,0.226622488
PF3D7_0935700,1.512552799,2.366310416,2.058542132,2.000389017,2.211848388,1.520191417
PF3D7_0935800,0.400739031,0.452916149,0.754339263,0.461626034,1.08240086,0.971936757
PF3D7_0935900,0.852971202,0.943142147,1.057227803,0.904099352,1.431022125,1.500110985
PF3D7_0936000,0.83219762,0.890021102,0.675367434,1.104825337,1.007430201,0.752656751
PF3D7_0936100,0.412977326,0.889796247,1.837754708,0.75506299,1.929030608,1.592604572
PF3D7_0936200,1.03238766,1.848839458,1.175138674,1.64144372,1.2852556,1.061430308
PF3D7_0936300,0.420361284,0.629720249,0.403518224,0.638550359,0.422916975,0.574034894
PF3D7_0936400,2.283765014,2.441523823,1.804919963,1.47703289,2.969128132,2.493413371
PF3D7_0936600,1.018357311,1.32427034,1.213042029,0.760039627,0.780208766,0.911531721
PF3D7_0936800,1.000426469,1.093149189,1.339080015,0.803670575,1.275716737,1.404465543
PF3D7_1001100.1,0.809751611,2.283696177,1.854103436,1.880420892,1.57868532,0.869633837
PF3D7_1001100.2,0.744542568,0.812371381,0.232815566,1.191998212,0.906459529,0.867211639
PF3D7_1001400,0.877279647,0.765101276,0.756971732,0.761096745,0.957720085,0.770478917
PF3D7_1001500,0.783122925,0.874749642,0.98504548,0.747677701,0.764888701,0.834593393
PF3D7_1001600,0.299883293,0.465156613,0.531301828,0.484068302,0.774964728,0.656821846
PF3D7_1001700,1.624462472,2.732894658,2.066672915,2.353069625,2.196466942,1.987681599
PF3D7_1001800,1.03567311,1.97125819,1.685526638,1.551721264,1.181834632,1.175546935
PF3D7_1001900,0.959298145,1.788380543,1.646696017,1.473126488,1.256879663,1.032103473
PF3D7_1002000,1.093118424,2.011014606,1.678524246,1.610124138,1.160946057,0.945795364
PF3D7_1002100,0.521066479,1.061261791,1.334378979,0.924149315,1.259745521,0.487141107
PF3D7_1002200,1.240268268,1.793396679,3.381488805,1.475017375,3.51597488,2.57104588
PF3D7_1002300,1.485925193,1.9505619,0.732817087,2.880199636,2.041174977,1.640671229
PF3D7_1002400.1,0.428902131,0.591035982,2.152973383,0.672747417,2.182906448,2.129629803
PF3D7_1002500,2.984085644,2.411981861,2.709484634,2.043664416,1.866392122,0.790193805
PF3D7_1002600,0.957599383,1.1504592,1.172994996,1.123042641,1.445068289,1.424413908
PF3D7_1002700,0.663893791,1.443157329,2.097935334,1.084086726,1.916943231,1.627027183
PF3D7_1002800,0.47494507,1.477408105,1.800644774,1.213389122,1.949816523,1.287564688
PF3D7_1002900,1.904370642,1.979301303,3.107675618,1.41384242,3.952263414,4.0816134
PF3D7_1003000,1.57759246,1.73778851,1.906189421,0.981662636,1.985862117,1.926310658
PF3D7_1003300,1.795143017,2.396058294,1.747166052,1.936545704,2.103521695,2.111250813
PF3D7_1003400,1.154810591,1.720933327,2.132363878,1.61313337,2.257817646,1.29589146
PF3D7_1003500,1.413709091,1.721425979,2.142601347,1.692872095,2.422287715,2.686709482
PF3D7_1003600,0.375068048,2.116093717,2.992731369,1.902525587,2.77623009,1.008492999
PF3D7_1003700,1.23332389,2.403528134,2.093629982,1.304235851,1.885847641,1.872293339
PF3D7_1003800,1.826476668,1.83706673,1.390956136,1.45280324,1.387482127,1.183123274
PF3D7_1003900,3.131271844,3.096009817,2.473135919,3.216395197,3.900887979,4.169757012
PF3D7_1004000,2.392242444,2.427977016,2.943813528,1.610891149,3.12626673,2.77351164
PF3D7_1004100,1.4582093,1.722072417,2.772548723,0.810788977,2.42211266,2.230861605
PF3D7_1004200,0.448996129,1.166018742,1.229971765,0.90480061,1.083551178,0.99654442
PF3D7_1004300,1.211789208,1.386744497,4.309854506,1.252731133,4.536234034,3.847015442
PF3D7_1004400,0.596757749,0.81622124,2.518158152,0.974125274,2.868284636,2.308452888
PF3D7_1004600,0.64517132,1.426773533,1.605646747,1.165576477,1.620850338,1.074970466
PF3D7_1004800,0.630809507,0.901003342,1.023842067,0.479760074,0.905297578,1.049489737
PF3D7_1004900,0.492664292,0.418341301,0.792881429,0.504455421,0.636554015,0.549982405
PF3D7_1005000,2.154717279,3.495526872,2.931563306,2.349282677,2.95948195,2.1844376
PF3D7_1005100,2.298468096,2.791992432,3.683544859,1.438488517,3.924793145,3.662428446
PF3D7_1005500,0.531182011,1.083785643,0.8980691,0.799137184,0.943532447,0.896319038
PF3D7_1005600,2.549304623,3.14990731,3.476063203,2.040372295,3.703792079,2.438893715
PF3D7_1005700,0.904411219,0.99560333,1.667174193,1.146654708,1.890077367,1.007075976
PF3D7_1005900,0.223534201,0.718452197,0.493590001,0.664720468,0.478898466,0.712905601
PF3D7_1006000,1.290539272,0.974629432,2.389727531,0.907620562,1.967805512,1.691666294
PF3D7_1006100,1.119742915,1.853775122,1.970033988,1.661964346,2.336108627,1.844156293
PF3D7_1006200,1.3535186,2.472822566,2.034879118,1.846239058,2.034544075,2.434922654
PF3D7_1006400,0.842945556,0.833647191,0.649456096,0.764938289,0.985421171,1.049649312
PF3D7_1006600,0.591566589,0.658919641,1.30969666,0.494202618,1.388673962,1.496995303
PF3D7_1006700,2.443429143,4.175437998,4.538515178,3.943944308,5.286793083,3.229704939
PF3D7_1006800,1.008903556,1.41530779,1.577502426,1.457352492,1.555204629,1.843476602
PF3D7_1006900,0.932873212,0.664510906,3.431003634,0.74265778,3.078734118,3.174759568
PF3D7_1007200,0.540180892,0.864715544,0.715267559,0.591724186,0.614255222,1.019670817
PF3D7_1007300,1.092189249,1.684138473,1.533793716,1.691852103,1.843382472,0.777395637
PF3D7_1007400,0.849803173,1.13835127,0.899551436,0.923141036,1.166263842,1.295241624
PF3D7_1007500,4.355935381,4.374406344,3.879883503,1.75237008,5.320676318,4.961469224
PF3D7_1007600,1.771709061,1.601508735,2.497345367,1.972274698,2.952650926,2.353506122
PF3D7_1007700,0.517590173,0.684053953,1.861007598,0.943352693,2.036355368,1.597445875
PF3D7_1007800,2.182712654,2.79050495,5.130178379,1.584183224,5.234889616,4.200163248
PF3D7_1007900,2.311187322,4.284375375,3.725328158,2.4921772,3.102889958,3.215852473
PF3D7_1008000,1.943095725,2.702455317,2.26355895,2.133269593,2.288714202,2.417436168
PF3D7_1008100,2.198864221,3.620417875,3.617129359,3.347627464,3.739133197,3.953023755
PF3D7_1008400,0.663848891,0.733627254,0.818925138,0.565478174,0.85221888,0.793332652
PF3D7_1008500,1.106496729,2.262289551,2.108846901,1.874136025,1.792937022,2.002466004
PF3D7_1008700,0.645484406,0.427420036,2.457437688,0.624951058,2.684461077,2.343410727
PF3D7_1008800,1.811297394,2.56410182,2.384214818,2.479787945,3.237597489,2.100540047
PF3D7_1008900,0.80857564,1.098375408,1.024449792,0.676604403,0.91420615,0.884923218
PF3D7_1009000,2.208388079,3.806720545,2.87809835,2.754436875,2.9006731,3.133175129
PF3D7_1009200,2.26396925,3.000396165,2.149384835,1.43275372,2.172263161,2.288058802
PF3D7_1009300,3.53782372,3.24612826,2.664929755,1.338556806,3.917072891,4.004170602
PF3D7_1009400,2.295220593,3.437289481,3.920682453,2.146899518,4.580326941,4.498100019
PF3D7_1009500,0.38419631,0.632715546,1.434814196,0.449298613,1.421020222,1.491717204
PF3D7_1009600,1.049847346,0.902143348,2.121713583,0.916518336,2.055553244,1.603510028
PF3D7_1009700,0.807729923,1.230329078,1.471171804,0.968535234,1.581889595,1.050483856
PF3D7_1009800,2.078746695,2.247294975,2.449924504,1.795798633,2.098979841,2.256573243
PF3D7_1009900,2.308777089,2.604797204,2.024170444,1.129242896,1.908842642,2.068997413
PF3D7_1010000,0.954891879,1.169263016,0.967728149,0.902129226,0.87821154,1.028786979
PF3D7_1010100,1.870413398,2.590650647,2.550739818,1.528477213,1.81610532,1.903010059
PF3D7_1010200,2.584007271,2.600689805,3.800077699,1.734317843,4.283856622,3.146611685
PF3D7_1010300,0.68547977,1.481972024,0.885183955,1.669574979,0.975962544,0.908917997
PF3D7_1010400,2.464585359,1.651354156,2.957313835,2.788233802,3.340988288,2.718422402
PF3D7_1010600,2.120999076,2.839679244,3.798755149,2.32963362,3.06692338,2.423916636
PF3D7_1010700,1.347783332,1.508182928,1.756400448,0.918619019,2.253376029,2.101019708
PF3D7_1010800,0.647434704,0.685935979,1.354311738,1.044205115,1.354315536,1.495732643
PF3D7_1010900,1.018561567,1.244524334,2.3030119,0.806395921,2.296515186,1.897026471
PF3D7_1011100,1.472309167,2.283422101,3.472380888,2.065617313,2.949654784,3.610085376
PF3D7_1011200.1,1.592760052,2.055738954,2.85553798,2.789516717,2.606140969,3.155620151
PF3D7_1011300,1.922376689,2.81233647,2.278504651,2.196906079,2.863175581,3.094612078
PF3D7_1011400,0.455475044,0.580687189,1.213184985,0.671773137,1.378094228,0.828272679
PF3D7_1011500,2.033939637,1.233932469,2.645931152,1.777890076,1.499119514,2.210977165
PF3D7_1011600,2.708088742,3.466480752,2.413642242,2.300518933,2.453615047,2.637643119
PF3D7_1011700,2.804114231,3.17706704,2.268459829,1.36488955,2.028137197,2.182534259
PF3D7_1011800,2.590619099,3.530669089,4.935577305,3.065318905,4.923691721,3.507156158
PF3D7_1011900,0.363945367,0.608136542,1.954932037,0.653425425,2.085290224,1.519172396
PF3D7_1012000,0.909262853,1.347865996,1.696301384,0.855623383,1.745547077,1.368654004
PF3D7_1012100,0.776375257,0.598587343,2.167947413,0.922679941,2.318882941,1.679711088
PF3D7_1012200,0.379600129,1.593888601,1.863143254,1.463367818,1.782199444,0.865849625
PF3D7_1012300,0.513977102,0.42919355,0.619949821,0.496107429,0.569804068,0.729266492
PF3D7_1012400,0.75510823,0.955060049,2.001830932,0.424592294,1.89668506,1.973396214
PF3D7_1012500,0.552602548,0.84437584,2.155233234,0.794741602,1.991385438,2.447014326
PF3D7_1012600,1.30991129,1.346803179,0.919149771,0.887198632,1.050748354,1.272851745
PF3D7_1012700,1.578661815,2.363740045,1.961047902,1.202540299,1.700336068,1.683353436
PF3D7_1012800,1.251730073,1.531319944,2.108619643,1.558703187,2.849246967,2.1575531
PF3D7_1012900,2.343806702,3.874800922,3.475433777,2.896564244,3.39967368,2.499776535
PF3D7_1013000,1.520476471,2.655514885,1.904768805,2.090121831,1.331632184,1.828220432
PF3D7_1013100,2.036250422,2.372836235,2.077930292,1.200952417,1.611425673,1.366208476
PF3D7_1013200,0.867681741,1.364530214,1.94805463,1.091259704,2.123216347,1.283401522
PF3D7_1013300,2.379275822,3.201283849,2.956547249,2.866214572,2.1902371,2.75655087
PF3D7_1013400,1.130358945,2.085302427,2.88886755,1.788362696,2.879939763,1.504939565
PF3D7_1013500,1.007767308,1.689485853,1.202867929,1.174810361,1.168911115,1.261057011
PF3D7_1013600,0.325052839,1.025669467,1.630288434,0.954400753,1.73211308,1.101267694
PF3D7_1013800,0.513253713,1.253600341,2.324757054,1.444833006,2.553800001,1.397467618
PF3D7_1013900,2.08364429,2.325993475,3.607364194,1.017337508,3.986411743,4.110522318
PF3D7_1014100,1.430125626,1.799841423,2.851894477,1.507137529,2.939708828,1.950131647
PF3D7_1014300,0.478051055,0.989666248,2.032279498,0.850610115,2.247893733,2.01341191
PF3D7_1014400,2.07364097,2.214721104,3.040392756,1.460933059,2.812560359,3.417718671
PF3D7_1014500,2.705670932,2.587429916,3.176063786,0.947489428,2.663102045,2.573253308
PF3D7_1014600,2.829161821,3.156419156,3.557372748,2.455175404,2.632616968,2.564038755
PF3D7_1014700,0.688130312,0.830567042,1.246929577,0.935388796,1.199820939,1.177312498
PF3D7_1014900,0.311803426,0.932953918,1.610509137,0.746648012,1.482569484,1.026920614
PF3D7_1015000,1.2381646,1.198735132,1.076621418,0.7952981,0.971419502,0.594056664
PF3D7_1015100,1.704423189,2.941756204,2.739879736,1.438949955,2.7920905,3.135871213
PF3D7_1015200.1,1.779291688,2.1561124,3.205446504,1.557414446,2.692914961,3.276182917
PF3D7_1015200.2,1.481393971,1.733980007,2.508109224,1.817412719,2.250593202,2.829473292
PF3D7_1015300,1.737462714,2.282795546,2.438735248,2.142316327,1.950839117,2.779873704
PF3D7_1015400,0.369305344,0.89169716,0.721052797,0.605515784,0.598369673,0.618139449
PF3D7_1015600,0.460649785,0.604022501,0.969902041,0.955217755,0.973559137,0.720961236
PF3D7_1015800,0.183791657,0.214511621,2.049232246,0.172427834,2.113756278,1.997069682
PF3D7_1015900,0.784008624,1.307771565,2.266103592,0.787854211,1.884520374,2.039063634
PF3D7_1016000,1.315544111,1.672491275,2.381823954,1.188448474,2.767119834,2.583437631
PF3D7_1016100,2.278053322,2.956128873,3.983688098,1.356532094,3.213697276,2.945929455
PF3D7_1016200,2.843289037,3.064544045,2.793355332,1.578469298,2.819479812,2.699065087
PF3D7_1016300,0.477865277,0.44991873,2.800894867,0.585025973,2.729814663,2.57722607
PF3D7_1016400,1.865793064,2.185661006,2.713852919,1.889546471,2.554804171,2.881661786
PF3D7_1016500,2.136629789,1.967223563,2.574760927,1.307394413,2.87584252,2.240391823
PF3D7_1016600,2.278795133,2.876540608,2.030439971,1.404722991,1.504388908,2.261809593
PF3D7_1016700,1.285619908,1.942093536,1.636652658,1.595355598,1.635450559,1.389061445
PF3D7_1016800,1.096495547,2.386515324,2.151333403,1.945191936,2.106859145,1.416124513
PF3D7_1016900,1.613862436,1.531729403,2.094114444,1.514581661,2.1385883,2.683377547
PF3D7_1017000,0.46177326,0.913049696,0.609029892,0.815577637,0.487095031,0.725914898
PF3D7_1017100,0.404019687,0.57627658,0.60714339,0.449474382,0.618652614,0.640469779
PF3D7_1017300.1,1.115581977,1.698728304,2.409650521,1.295078942,2.523984262,1.502789751
PF3D7_1017400,1.660515591,1.807844494,1.921885562,1.151611588,1.738591561,1.951778154
PF3D7_1017500,0.745906311,1.745081275,1.535082067,1.306895613,1.348486186,0.796932981
PF3D7_1017600,2.619561601,3.015938701,4.251426332,2.581538381,4.489313839,3.672926884
PF3D7_1017700,1.812287958,2.73374211,3.46697029,1.744301768,3.842902245,3.509700991
PF3D7_1017800,2.187490904,2.848020507,2.892465716,2.761484698,3.052916114,3.110642351
PF3D7_1017900,0.937205725,1.132873876,1.747458209,0.534783437,1.45958849,1.796244913
PF3D7_1018000,0.620890242,1.181092079,1.537613945,0.762654604,1.583310668,1.249388706
PF3D7_1018200,0.5351655,0.796528599,1.430840467,0.62717431,1.223567966,1.052670561
PF3D7_1018300,1.542851588,1.877508802,2.320032878,1.535687387,2.503659966,1.890407196
PF3D7_1018400,2.280059024,2.155045546,2.690412515,1.006346632,2.971127786,2.765854559
PF3D7_1018500,2.270166893,2.638482945,2.387064378,2.374916094,2.327700391,1.475839979
PF3D7_1018600,2.115,3.325052,3.802037936,2.977143989,4.281726735,2.596730529
PF3D7_1018700,2.233853181,3.331169379,3.684537597,3.185251058,3.486764765,2.897703607
PF3D7_1018800,3.000406709,2.671431528,2.13647854,1.414608515,3.513152841,3.101511362
PF3D7_1018900,2.871121409,3.011483221,4.258594881,1.989338611,4.646780098,3.766765707
PF3D7_1019000,1.974603427,2.823451634,3.642266619,2.227709262,4.108614569,3.527152206
PF3D7_1019100,0.442936611,0.93897315,1.594745394,0.821685927,1.467914713,1.075065748
PF3D7_1019300,0.352570945,1.24905743,1.660515046,1.019624534,1.533542946,0.917067402
PF3D7_1019400,3.171888029,3.664164838,2.07911669,2.02775903,2.871165602,2.65379362
PF3D7_1019500.2,0.259175696,0.861316946,1.150923114,0.75827072,1.150204516,1.615993427
PF3D7_1019600,0.466959479,1.053227508,1.653815245,1.060605516,1.743052465,1.164505519
PF3D7_1019700,0.421591603,1.055415087,1.848929418,0.860388885,1.93746584,1.533884486
PF3D7_1019800,0.691328374,1.200366531,1.289903229,1.15431435,1.536161958,1.015572709
PF3D7_1019900,0.610589375,1.126632933,0.965291387,1.024583617,0.985789643,1.074679515
PF3D7_1020000,1.315427958,1.475300995,1.822755781,1.596832158,1.45250165,1.341444251
PF3D7_1020200,1.249062096,1.766040517,2.109462486,1.711457063,1.667854892,1.616154479
PF3D7_1020400,1.999216047,2.618997487,2.881556301,1.454396957,3.173068285,2.537190255
PF3D7_1020500,1.282965658,1.627177875,1.998763857,1.194391347,2.314124619,1.733598042
PF3D7_1020600,0.864211268,1.473284007,1.490830467,1.304737655,1.573428952,1.236216242
PF3D7_1020700,1.9018224,2.982099035,2.550266327,1.628073096,2.482778578,2.195659002
PF3D7_1020800,1.370307008,1.326915944,2.439778097,0.873677371,1.966517734,1.395763368
PF3D7_1020900,0.907752705,0.84300145,1.518402401,0.668472096,1.674497815,1.187994544
PF3D7_1021000,0.442438031,0.533489456,1.07258071,0.589180855,0.975529228,0.921406047
PF3D7_1021100,2.464879886,2.187263505,2.126014181,1.97241839,1.64458557,1.903519294
PF3D7_1021200,0.39671805,0.859669697,1.607992872,0.660589065,1.592064953,1.343729652
PF3D7_1021300,0.416474705,0.80497854,2.097720474,0.766673919,2.280411674,1.82653183
PF3D7_1021400,1.129569975,2.134786873,4.137931502,1.418765429,3.803615623,3.555592783
PF3D7_1021500,2.814620353,2.22680154,3.508979887,1.528850939,3.712394455,3.491696876
PF3D7_1021600,1.014575839,1.067887021,2.091293404,0.594652588,2.065178508,1.99285542
PF3D7_1021700,1.424405947,1.793966531,3.012864906,1.638399201,3.339993222,2.244214855
PF3D7_1021800,0.311501269,0.940780455,1.692180127,0.770421306,1.614656214,1.23185734
PF3D7_1021900,0.41534341,1.045102342,1.951537775,0.81715395,2.109583469,1.857539301
PF3D7_1022000,1.776440124,2.634142132,2.773794966,1.825444009,2.190253122,2.48094026
PF3D7_1022100,1.801390124,2.874628715,2.254426705,1.971494986,2.594618755,2.035836454
PF3D7_1022200,1.071540286,1.113784115,1.513115132,1.140616372,1.212879856,1.48748118
PF3D7_1022400,1.274349824,1.877839003,4.336158989,1.038417555,4.359727126,4.272014573
PF3D7_1022500,1.028732385,1.029403176,2.324240416,0.529017616,2.206501287,2.277291902
PF3D7_1022600,1.958755726,2.87284288,2.393166382,1.772857429,2.378189574,2.244303631
PF3D7_1022700,1.358460725,1.429889131,2.584996964,1.167359137,2.551160369,2.431665567
PF3D7_1022800,0.143150718,0.855585741,0.684205845,0.807049775,0.698188344,1.067005363
PF3D7_1023000,1.462357112,1.939619531,1.455582901,1.55314976,1.988155963,1.607939776
PF3D7_1023100,3.520662052,2.568117387,3.828344593,2.63643057,5.20550483,4.163034353
PF3D7_1023200,1.895200648,1.620107723,1.656484427,1.967759565,2.237956632,1.394857733
PF3D7_1023400,0.230151062,0.515476152,0.428591016,0.465538964,0.467769672,0.598466031
PF3D7_1023800,1.561071396,1.197155782,1.29056895,0.68018824,1.291316699,1.166223438
PF3D7_1023900,2.070453152,2.184039007,3.292607256,2.04867216,3.471910801,3.389627321
PF3D7_1024000,0.499940878,0.959074611,1.972478925,0.855061242,2.085114048,1.746553356
PF3D7_1024100,0.761336288,1.496815516,1.870892821,1.164320359,2.191194341,1.355335826
PF3D7_1024600,0.398057557,0.646337332,0.812707043,0.599894876,0.858744186,1.170019353
PF3D7_1024700,0.197995983,0.574308513,1.013453095,0.612416476,1.045476363,0.672720735
PF3D7_1024800,0.929118495,0.902532852,1.175620432,1.044000395,1.464484306,1.057264484
PF3D7_1024900,0.720970215,1.039462793,1.391174201,1.026442287,1.706468733,1.517618679
PF3D7_1025000,1.240222122,1.584713125,2.611343922,1.467025285,2.766873322,1.846950559
PF3D7_1025100,1.005955768,1.478504252,2.661666726,1.050049193,2.145633645,1.848662882
PF3D7_1025300,0.603904576,1.061199805,1.214255478,0.691341971,0.808781924,0.809910124
PF3D7_1025400,0.465954504,0.895140678,1.477728321,0.632795648,1.296335643,1.002128627
PF3D7_1025500,0.528964064,1.656624173,1.436512257,1.570403214,1.542163333,1.789588007
PF3D7_1025900,0.618704065,0.911024654,1.015308191,0.6895981,0.847008683,0.608936526
PF3D7_1026000,2.790743962,3.120649158,3.085185555,1.090821287,2.514907668,2.2854687
PF3D7_1026400,1.505257577,2.174567004,2.334554771,1.335791375,2.510196945,2.519350892
PF3D7_1026600,1.312551087,1.805837506,3.697269989,1.454895945,3.844649269,2.956646598
PF3D7_1026800,1.438285805,1.388624708,1.775881697,0.948716649,1.733522646,1.910085972
PF3D7_1026900,2.030890977,1.567256447,2.269394345,1.606141684,2.741861848,2.857429411
PF3D7_1027000,0.77506142,1.288732854,2.058441959,1.337045016,2.325744715,1.384560583
PF3D7_1027100,1.932330928,2.464794375,4.402425025,1.702660049,4.790122285,3.982446576
PF3D7_1027200,1.378545415,1.548533746,2.053419015,1.134968004,2.14718765,1.735915358
PF3D7_1027300,0.717354393,0.979301394,1.875559302,1.020245029,1.941530581,2.50141737
PF3D7_1027400,0.68708964,0.903305961,2.095076222,0.9784233,1.787875283,2.034528303
PF3D7_1027700.1,0.317485931,0.457924807,0.707594995,0.526317027,0.575814011,0.71651525
PF3D7_1027800,1.288345124,1.309275129,1.744876391,1.215201231,1.503902077,1.322953157
PF3D7_1027900,0.801706045,1.351957866,3.149511433,1.231539667,3.352216344,2.602937542
PF3D7_1028000,1.148663129,1.251046307,1.267787336,0.883407597,1.123985187,0.910693977
PF3D7_1028100,2.433965768,3.075389299,3.226111095,2.670546219,3.235367083,2.951530498
PF3D7_1028200,0.21945785,0.243381886,2.638517833,0.333614323,2.790678818,2.602860761
PF3D7_1028300,2.561082722,3.692874712,3.425385356,3.338226228,4.640767865,2.139861363
PF3D7_1028400,1.851048352,2.861744765,3.925284314,1.991190694,3.976049343,3.19617002
PF3D7_1028500,2.137365501,3.437423337,4.083566558,2.851277726,4.316424218,3.809541995
PF3D7_1028600,0.41934005,0.476579854,1.678947303,0.54574765,1.767337348,1.490541768
PF3D7_1028700,0.440045064,0.915930544,2.258937904,0.61228669,2.166973678,1.828193891
PF3D7_1028800,0.296044383,0.841549193,3.125771464,0.868276683,3.021192453,3.254775125
PF3D7_1029200,2.037262291,2.066007118,2.23141091,1.351924155,1.401118927,1.834399296
PF3D7_1029300,0.690825043,0.667534492,1.07830653,1.082837306,1.396680087,1.078902008
PF3D7_1029400,2.152528763,2.401123539,1.714556843,1.925259118,1.842295096,2.241379673
PF3D7_1029600,0.859163962,1.260202638,2.512189825,0.828242205,2.347272538,2.440460598
PF3D7_1029800,0.291692536,0.392129418,0.651815992,0.422972963,0.6089381,0.508224071
PF3D7_1029900,0.34139605,0.740024102,0.909143599,0.59850751,0.676933603,0.73624405
PF3D7_1030000,0.717160434,0.870627699,0.848431299,1.071609597,0.704351658,1.153542108
PF3D7_1030100,2.172434414,2.343492517,2.729749492,1.84499865,2.60738699,2.316590251
PF3D7_1030200,1.306828002,0.509848752,0.504434474,0.905392798,1.399407919,0.675123469
PF3D7_1030300,1.276780548,2.433184326,2.465885463,2.057660019,2.309092738,2.509941912
PF3D7_1030400,2.014440842,2.14542058,2.192643567,1.409327069,1.706409378,1.593891089
PF3D7_1030500,0.799522177,1.482160333,1.276621317,1.064229894,1.000554603,1.055844989
PF3D7_1030600,2.280046523,2.470909122,3.287866981,1.218331541,3.199797225,2.937905788
PF3D7_1030700,2.501598841,3.040653682,1.553853606,1.375257668,2.144021482,2.279433938
PF3D7_1030800,0.750119407,0.826751482,1.977864577,1.022755489,1.940501516,2.123809384
PF3D7_1031000,2.201914821,4.04853682,3.501949407,3.898071835,3.31814486,2.757394293
PF3D7_1031100,1.386177433,1.783759334,1.566067341,1.742387041,1.523924955,1.303280321
PF3D7_1031200,0.885554822,1.235072933,1.702492462,0.732284223,1.346918258,1.033079885
PF3D7_1031300,1.040104633,1.661800165,2.378937418,1.267075596,2.450962308,1.909582752
PF3D7_1031500,1.056920629,1.610229533,1.553175642,1.357075778,1.681076867,1.750890743
PF3D7_1031600,1.751682368,1.806724303,2.361035707,1.075037784,2.531247552,1.916912768
PF3D7_1031700,0.654384931,0.986234949,2.951097592,0.970712246,2.836433563,3.043229975
PF3D7_1031800,0.208792349,0.480956122,1.013179821,0.433542336,0.890720998,0.957798246
PF3D7_1031900,1.279560647,0.94410083,1.516720519,1.57213493,1.382661425,2.002588142
PF3D7_1032000,1.216225345,0.974726828,1.051477872,1.301682927,1.402368377,0.998347513
PF3D7_1032100,1.399556052,2.000177019,3.083403775,1.314215028,3.187427589,2.716637844
PF3D7_1032300,1.288188218,1.232886126,2.098684343,1.297084153,2.95832323,1.907928531
PF3D7_1032400,0.251233966,0.517938877,1.331863738,0.538380649,1.403220664,1.372803952
PF3D7_1032500,0.910594072,1.416787169,3.301530235,1.173069563,3.314244606,2.531807043
PF3D7_1032700,1.749244936,2.260166566,2.708581892,1.274043827,1.945868149,2.057137999
PF3D7_1032900,2.92167561,2.346865517,2.343313503,1.56068331,2.789137804,2.092113997
PF3D7_1033000,1.435870828,2.117912641,2.20501146,1.71756216,2.654729949,1.787770214
PF3D7_1033100,2.658832388,2.570461475,1.842322262,2.209675952,2.684697545,2.047247909
PF3D7_1033200,0.85838841,1.463315835,1.325747047,1.2261857,1.327269038,1.254408645
PF3D7_1033300,0.578825078,0.835885529,1.792736378,1.158088847,1.462043523,2.361805181
PF3D7_1033400,1.585455772,1.987871328,1.496347336,1.080063647,1.386411883,1.226798794
PF3D7_1033500,2.803812951,2.98175588,2.824054552,1.015141682,2.707477451,2.79783654
PF3D7_1033600,0.861493292,0.94070653,2.85627422,1.063534742,3.0819706,2.567600154
PF3D7_1033700,2.179901096,3.123165141,3.035273143,1.428469928,2.698133621,2.950118128
PF3D7_1033900,0.525083157,0.846578085,2.293175736,0.989868529,2.428737062,1.90417105
PF3D7_1034000,0.96514666,2.111551937,1.710154921,1.419608169,1.407408876,1.575298228
PF3D7_1034400,0.420192543,0.585475555,1.111911267,0.65312422,0.886220952,1.31152448
PF3D7_1034500,0.367312982,1.062947424,1.466341579,0.853567514,1.404937007,0.823601343
PF3D7_1034900,0.751963575,1.368813987,1.634850889,1.105658983,1.544707409,1.326100911
PF3D7_1035000,2.81606851,2.190163331,2.850523731,1.717830428,3.072342157,2.395064221
PF3D7_1035100,0.345529055,0.544065121,0.470026067,0.576950787,0.338917039,0.753860443
PF3D7_1035300,0.853681306,0.877347831,2.466890784,1.064909739,2.748705616,1.835033974
PF3D7_1035400,0.679659489,0.452934595,1.402548828,0.568310724,1.375520579,1.524483453
PF3D7_1035500,0.606563375,0.973848028,1.80081748,0.569676735,1.680173648,1.233578957
PF3D7_1035600,1.20047204,0.993864253,1.734540544,0.847501416,1.478735536,1.668167812
PF3D7_1035700,0.395869755,0.381426817,0.857438354,0.439195775,0.987966325,0.918696451
PF3D7_1035800,0.686441885,0.734713367,1.728699919,0.78246172,1.340520924,1.568496917
