ORF,AA13vAA17,AA13vAS15,AA13vAS16,AA17vAS15,AA17vAS16,AS15vAS16
PF3D7_0101200,1.629092656,1.620256777,1.570058075,0.925045255,1.443867605,1.631635647
PF3D7_0102200,0.521813503,0.257672536,0.314476696,0.312333921,0.49562342,0.257594296
PF3D7_0102700,0.825339289,2.014623862,1.763264339,1.667931327,1.683513191,0.66703492
PF3D7_0102900,0.904029836,1.187276145,1.119500304,1.022753489,1.281435078,0.988236076
PF3D7_0103100,0.468640382,0.878971349,1.592575461,0.566426157,1.324492426,1.157768348
PF3D7_0103200,0.664187573,0.703807684,0.811143071,0.630441268,0.745677314,0.913663388
PF3D7_0103300,1.888434629,2.128014962,3.055279716,1.196063698,3.279674606,2.860011852
PF3D7_0103400,0.824196852,1.177593264,1.592689162,0.965640988,1.874625829,1.239365385
PF3D7_0103500,0.657244404,1.30083976,1.456915521,1.118478419,1.394263888,0.880110621
PF3D7_0103600,1.285402766,1.040308148,2.616044362,1.212272879,3.185118963,2.349768594
PF3D7_0103700,2.229602591,2.676828264,1.922554953,2.190896644,1.906549374,2.470017813
PF3D7_0103900,0.322387491,0.892178921,1.263248574,0.818070591,1.268116798,0.883496928
PF3D7_0104100,0.567861142,0.787577897,0.648215506,0.817618792,0.349815737,0.880682734
PF3D7_0104200,1.070374611,0.77009078,1.185686489,0.774103059,1.355012764,1.156767859
PF3D7_0104300,1.068788033,1.144875475,1.900394829,1.109546895,2.107927059,1.747162591
PF3D7_0104400,0.793294772,1.019679388,0.889363134,0.795566324,0.988889168,0.830360672
PF3D7_0104500,1.63874637,1.788658976,2.264697983,0.663352657,2.388712797,1.869046949
PF3D7_0104600,2.287186166,1.730983679,2.614167486,2.127770073,3.617146497,2.525104539
PF3D7_0104800,0.69939119,0.579297551,2.406579377,0.756289875,2.881015874,2.539304221
PF3D7_0105200,0.708922536,0.857891894,0.603396327,0.896847258,0.751917867,0.845518121
PF3D7_0105300,0.236634214,0.501757446,1.703854381,0.475362693,1.715582547,1.569198098
PF3D7_0105600,1.789229684,1.680503032,1.227828211,1.206582473,1.14631232,1.235820253
PF3D7_0105700,0.497607769,1.241536004,1.790605897,0.989917726,1.973248851,1.529942289
PF3D7_0105800,0.192309815,0.813872518,0.642562876,0.762240189,0.6222454,0.506250249
PF3D7_0106000,0.286140189,0.851800573,0.711154339,0.714878594,0.534474318,0.555943246
PF3D7_0106100,0.887941689,1.082815025,2.041157943,0.927752858,1.973644345,1.934240178
PF3D7_0106200,0.414246376,0.883313223,2.008265245,0.94555811,2.081799892,2.310222423
PF3D7_0106300,1.484671651,2.070025228,2.08085942,1.563729139,1.82850999,1.994390043
PF3D7_0106400,2.901442832,3.906403632,2.665923216,3.607146022,3.107939577,2.260404367
PF3D7_0106500,0.428521952,1.1187446,1.319850696,0.888986681,1.136402635,0.913193635
PF3D7_0106700,2.868218147,3.314315348,4.575372695,2.882738356,5.613295758,4.120635288
PF3D7_0106800,0.483620747,0.474816242,1.076823937,0.499241879,0.814588422,0.827213001
PF3D7_0106900,0.542700721,1.218388737,1.981477438,1.146239173,2.130901459,1.985256084
PF3D7_0107000.1,0.285122239,0.484007096,0.561362825,0.539542862,0.541999468,0.482733168
PF3D7_0107100,0.77091904,0.835041221,1.247007231,0.915561136,0.828993362,1.291872272
PF3D7_0107500,1.151999577,1.6170397,2.065063035,1.507485468,2.285850471,1.718006624
PF3D7_0107600,2.48525939,2.646653056,3.306988175,1.846289063,3.447539076,3.163781886
PF3D7_0107700,1.87238086,2.241502101,2.188862954,1.673199842,2.06888016,2.390966323
PF3D7_0107800,0.542945477,1.178134353,1.692271058,1.001838998,1.922646956,1.166929762
PF3D7_0108000,0.696319466,0.670519164,0.944334975,0.54919183,0.52359658,0.828554899
PF3D7_0108100,0.322549631,0.713637125,1.324637254,0.6850954,1.398450937,1.061793083
PF3D7_0108300,3.532168555,3.996181328,5.682507346,5.323309996,6.291670321,4.557548444
PF3D7_0108400.1,1.445742606,2.858322393,2.763868924,2.278057242,2.027268255,2.276998586
PF3D7_0108400.2,1.573652799,2.847380003,2.372285142,1.774620374,2.313321008,1.991455062
PF3D7_0108500,0.690055913,0.655007452,1.301374817,0.654025483,1.326619474,0.861796864
PF3D7_0108600,0.273355813,0.48792089,1.279500025,0.502523342,1.371369712,0.994201514
PF3D7_0108700,2.484252147,2.712543013,3.154493805,1.587753584,2.697911615,2.540901404
PF3D7_0108800,0.695771791,1.042094417,3.105344443,0.760984866,3.01706565,3.192149251
PF3D7_0109000,0.761443175,0.591506706,1.038560878,0.560166525,0.710253535,0.610769394
PF3D7_0109100,1.371429778,1.080195554,0.709413772,0.581615437,0.81335228,0.768175167
PF3D7_0109400,0.533005206,0.876731152,0.971023498,1.010666357,0.809407608,0.712515244
PF3D7_0109500,1.715813531,1.886871106,2.093740656,1.328648987,2.252358565,2.420677812
PF3D7_0109600,2.812599632,2.474421823,2.851222671,1.02673449,2.382628321,2.322097193
PF3D7_0109700,2.534582813,3.378999445,4.263405013,2.569110076,4.683898498,3.360025436
PF3D7_0109800,2.612656531,2.308289464,2.226193887,1.12181228,2.210100835,2.113719469
PF3D7_0110000,0.672898184,0.4962324,1.102716824,0.603043705,0.990108779,1.16940615
PF3D7_0110100,0.783693451,1.692126177,1.567340012,1.353965681,1.628346244,1.488378279
PF3D7_0110200,0.529037735,0.668383288,2.77154952,0.783604089,2.495371981,2.892708674
PF3D7_0110400,1.25589127,1.633510337,2.418438431,1.354402666,2.468923038,1.59088343
PF3D7_0110500,1.032946687,1.765961327,2.433796981,1.355921946,2.761760697,2.039956884
PF3D7_0110600,1.234600225,1.337195294,1.919595353,0.966179179,1.925812934,1.668041994
PF3D7_0110700,0.439112427,0.725825318,0.845990804,0.917037287,0.907511952,0.918704381
PF3D7_0110800,2.32980594,4.515557057,4.160868258,3.163677281,3.377217372,2.349738209
PF3D7_0111000,0.337764942,0.937897152,1.403705971,0.881747273,1.405609468,0.878809132
PF3D7_0111300,0.263081252,0.899839564,1.372364885,0.794160447,1.297126116,0.969633628
PF3D7_0111500,0.388563625,0.506236932,0.905007962,0.34153335,0.629048875,0.538163734
PF3D7_0111800,0.831075708,1.22182096,2.131179113,0.907910902,2.223558858,1.420350203
PF3D7_0111900,0.705743517,1.003336585,1.52633686,1.233461436,1.753646913,1.491721508
PF3D7_0112000,1.019746625,1.501916411,1.569625683,0.917741197,1.437818965,1.52082983
PF3D7_0112200,0.720236532,1.178915767,0.821385517,0.756348181,0.469003917,0.674069286
PF3D7_0112800,1.093585857,1.647767165,1.690130545,0.797648156,0.989856639,0.752284238
PF3D7_0113000,0.535815249,0.665258024,2.43575036,0.899344983,2.485192749,2.054354149
PF3D7_0113100,2.822555043,3.248238671,3.905207699,2.605937395,3.853204113,2.327735482
PF3D7_0113200,0.877201231,1.015743209,2.829807717,1.038009143,3.09068133,2.38911882
PF3D7_0113300,1.001974987,1.740308103,1.260322752,1.289944217,1.390474229,0.990758955
PF3D7_0113600,0.538507875,0.615018992,0.662937636,0.36451563,0.598333033,0.556050014
PF3D7_0113700,0.555223662,0.502717241,0.629373662,0.652349569,0.567231218,0.441023802
PF3D7_0113800,1.760388465,1.646178437,2.097121505,1.107717316,2.604320574,2.100109825
PF3D7_0113900,1.441233657,1.796769776,1.458280039,1.698318673,1.696839183,1.493651087
PF3D7_0114000,1.219518509,1.254495685,3.066971922,1.357938671,3.071288515,3.191276135
PF3D7_0115000,3.266033492,4.492376454,4.474014651,5.213558808,5.01677466,2.911848886
PF3D7_0202100,0.586102063,2.148139938,1.710396819,1.861445938,1.28901489,1.109276406
PF3D7_0202200,0.842806589,1.449436009,1.261768599,0.826361477,0.690592275,0.765593867
PF3D7_0202300,1.657263037,2.389282461,2.380124618,2.104696777,2.937741984,1.36647396
PF3D7_0202400,0.650065536,0.65321393,2.486659937,0.625728629,2.594134729,2.376185833
PF3D7_0202500,0.840354963,1.356545259,1.042138658,1.017874546,0.783155285,0.608424814
PF3D7_0203000,0.948717361,1.044160709,2.486635575,1.369383901,2.799964025,2.098703617
PF3D7_0203100,1.618779279,1.429975037,2.85275876,1.249113678,3.44466884,2.561382684
PF3D7_0203200,2.595142107,2.537381066,3.476033823,1.527778762,3.537376744,3.265355123
PF3D7_0203300,0.708176092,0.728786056,3.088136839,0.748571504,3.440939431,3.17092098
PF3D7_0203700,1.07843466,1.719825253,2.803635243,1.281607166,2.988017165,2.457331371
PF3D7_0203900,0.41096661,0.65288805,0.881765885,0.748852662,0.988274993,0.703457267
PF3D7_0204100,0.467546924,0.981818644,1.035018588,0.800935709,0.862620729,0.798801148
PF3D7_0204200,2.486069182,3.635444155,3.852595562,2.271495083,3.373661876,2.29991257
PF3D7_0204300,1.484507216,2.58400397,2.678143482,1.742223445,2.167500968,2.569216253
PF3D7_0204500,2.00998629,2.612990146,2.958584036,1.434020294,3.344432397,3.737096214
PF3D7_0204600,0.959462814,1.33812733,2.419623021,1.326393518,3.104609141,2.022629832
PF3D7_0204700,1.976169782,2.888477711,4.598084293,2.667014802,4.34013999,4.819251838
PF3D7_0205400,2.624041814,3.281707298,2.939625079,1.747329902,2.063232827,2.625075038
PF3D7_0205500,2.283617351,2.964199578,3.464059489,2.392467605,3.037038339,3.933309313
PF3D7_0205600,1.312287663,1.659941012,1.578941373,1.232034407,1.879936109,1.894590926
PF3D7_0205700.1,1.497416977,2.84967748,3.177228788,1.910493392,3.237321811,2.721230025
PF3D7_0205900,0.42018243,0.858661098,0.656331331,0.637556978,0.530392733,0.739885854
PF3D7_0206000,2.195845723,2.859501507,3.402017338,1.812626658,3.528442582,3.574146087
PF3D7_0206100,2.319884245,2.841039782,2.371956529,1.371001042,2.793850086,2.845327412
PF3D7_0206200,1.022519822,1.198472147,1.747078097,0.652872212,1.270093638,1.164249732
PF3D7_0206300,2.075366353,2.555853446,2.783919632,1.480312296,3.279904427,2.491987433
PF3D7_0206500,2.003134176,2.515307812,3.052872186,2.117815049,3.414897566,2.614806366
PF3D7_0206600,2.040025676,3.290431923,3.070160198,3.66556907,2.435671328,3.683477071
PF3D7_0206700,2.218900282,2.632861253,3.292365748,1.569609435,2.958942846,2.465556269
PF3D7_0206800,0.670875602,0.510058873,1.75688098,0.817021967,1.511039273,1.774852978
PF3D7_0207000,0.580836541,0.708998806,0.678931956,1.076945223,0.515855365,1.190016409
PF3D7_0207100,0.961947677,0.863882889,1.400578371,0.898508047,1.650128641,1.343653048
PF3D7_0207400,0.270050092,0.7985139,1.10102893,0.805551768,1.301774245,0.955360305
PF3D7_0207500,0.239491488,0.665890527,0.756743141,0.742303974,0.902040388,0.671190462
PF3D7_0207600,0.479679398,0.567982397,1.378461815,0.972021445,1.745651382,1.057954235
PF3D7_0207700,0.404252497,0.59631219,1.109291612,0.846070508,1.431327592,0.970362885
PF3D7_0207800,0.280626797,0.591852616,1.164702344,0.728188956,1.322784128,1.14612977
PF3D7_0207900,0.316115923,0.945681124,0.501746539,0.933639031,0.413368876,0.809570438
PF3D7_0208000,0.244082934,0.57638957,0.317387459,0.508780671,0.308976415,0.651989077
PF3D7_0208100.1,0.179069029,0.96426001,0.866259349,0.876920253,0.834032706,0.566181154
PF3D7_0208200,1.781624563,3.393094927,3.081013282,2.015453836,2.575574368,2.397553592
PF3D7_0208300,2.60080494,1.866262304,2.299208271,2.006270312,1.62219902,1.640452173
PF3D7_0208400,0.998833819,1.439809643,1.853958543,1.344343316,1.995162812,1.518757266
PF3D7_0208600,0.227686636,0.643477262,1.761837706,0.601954971,1.737440885,1.591938507
PF3D7_0208700.2,0.685264215,0.892257709,0.820178715,0.661022922,1.140903032,1.050212904
PF3D7_0208800,2.413215733,3.285704425,3.694662474,2.008869099,3.625616871,3.550743735
PF3D7_0208900,2.986884792,2.670769633,3.357303796,2.782739546,4.41547504,3.233814507
PF3D7_0209000,2.443395671,2.072429267,2.88166079,2.666242624,2.087965533,2.768998087
PF3D7_0209100,0.971375293,1.368270128,1.742516957,1.021230675,1.068896496,0.963523383
PF3D7_0209200,1.672336268,2.085452712,3.405777918,1.074645818,3.687351319,3.43744454
PF3D7_0209300,0.553485856,0.59105702,2.276309921,0.375219377,2.710425111,2.658950244
PF3D7_0209400,0.94227562,1.032550889,3.140215459,0.612775757,3.267153884,3.575264853
PF3D7_0209500,1.927352579,2.548378501,2.056370819,1.944006384,2.324979345,2.135364876
PF3D7_0209600,0.477947471,0.823782531,1.447606429,0.784766142,1.557318375,1.425527818
PF3D7_0209700,0.779309066,1.17257526,1.544470494,1.075469532,1.669894687,1.281673288
PF3D7_0209800,1.484606643,2.948504151,3.170558256,2.767451801,3.589804682,3.669590824
PF3D7_0210000,1.422916965,1.667507504,2.191274008,1.112978539,1.219787303,1.320121548
PF3D7_0210100.1,1.403303006,1.736115374,2.312985258,1.287915458,2.460691754,2.212426505
PF3D7_0210200,0.421856939,0.979846528,1.640465392,0.94476862,1.786398712,1.175027622
PF3D7_0210300,0.397965099,0.532024889,2.299207257,0.420724666,2.359893504,2.197912828
PF3D7_0210500,1.073110233,1.274522812,1.083621728,1.361878042,0.982479898,1.324547766
PF3D7_0210600,0.88192029,1.146942599,1.449422816,0.668006692,1.241980764,0.790327212
PF3D7_0210800,1.992835777,2.367524622,1.653639276,0.977052699,1.535667391,1.897167911
PF3D7_0210900,2.038800776,3.515411979,3.220089604,2.559678491,2.957416109,1.961390926
PF3D7_0211500,0.467409258,1.096709446,1.39775351,0.979459469,1.36786411,0.90386285
PF3D7_0211700,0.486844676,1.114097355,1.533396586,0.962933602,1.720850304,1.059365387
PF3D7_0211800,0.512989761,0.717050535,1.096534147,0.692025995,1.173234174,0.947773131
PF3D7_0211900,0.254271702,0.730075686,0.721097384,0.638071023,0.650567739,0.584916075
PF3D7_0212100,2.094500822,2.646960455,2.861721988,1.582289744,2.238854547,2.486199288
PF3D7_0212200,2.007443695,2.241135789,2.473994495,1.513239677,2.406066719,1.765397007
PF3D7_0212300,1.458444487,2.190021646,2.825390903,1.349507447,2.053012341,2.504718673
PF3D7_0212400,2.07660748,2.404001778,2.241775999,3.130004055,2.309198888,3.300807421
PF3D7_0212500,2.642460659,2.969536205,3.12836481,2.831173084,3.146354006,3.245629343
PF3D7_0212600,0.831164733,0.622497459,0.889450335,0.386000596,0.661544115,0.531143189
PF3D7_0212700,1.051654304,1.591348028,1.247024361,1.226213547,0.886918151,1.546486063
PF3D7_0212800,0.878288386,1.244034361,0.949942147,1.300963871,0.743431285,1.479607848
PF3D7_0212900,0.24522275,0.448086447,0.627796195,0.378622552,0.645738124,0.683157911
PF3D7_0213100,0.976397752,1.591200186,1.771905913,1.723780195,1.766762677,1.663604967
PF3D7_0213400,0.463078659,0.481211746,1.129313222,0.642181059,0.799433687,1.165541724
PF3D7_0213500,0.870981476,0.961986164,1.114020259,1.000978271,1.299628045,0.866497755
PF3D7_0213600,2.632321147,2.187161708,3.221585127,2.174658655,4.192180945,3.419580491
PF3D7_0213700,1.73633212,1.923073944,1.423838828,1.003024377,2.279874227,2.213290236
PF3D7_0213800,2.415327787,3.362640798,2.394716271,2.754829163,2.316259202,1.927111792
PF3D7_0213900,1.525485021,1.606253394,3.922663708,1.747929887,4.452783739,3.4710716
PF3D7_0214000,2.172383454,2.285278796,2.096558633,1.699289444,2.56534641,2.16450891
PF3D7_0214100,1.661038737,2.172113151,3.722441261,1.919539834,3.853784971,3.391183689
PF3D7_0214300,1.66168577,1.483448518,3.768572785,1.57376203,4.139640112,3.156096582
PF3D7_0214400,1.841974001,2.454327632,3.668936774,1.485856461,4.00065312,3.167254514
PF3D7_0214500,3.040154074,3.039594977,2.371401824,2.306036963,3.044005301,2.541621185
PF3D7_0214600,0.984741086,1.744955258,2.422628529,1.367767099,2.374065619,1.879182858
PF3D7_0214700,1.491104221,2.141682339,1.972028809,1.716164967,1.760139266,1.443859172
PF3D7_0214800,1.450471248,1.812681606,1.710489979,1.182577155,1.900119273,1.723524292
PF3D7_0214900,0.727401779,1.08517604,2.096828828,1.4840878,2.482929214,1.501040615
PF3D7_0215000,1.151095689,1.601181991,1.547087128,1.411479384,1.475617502,1.453922551
PF3D7_0215100,0.578409733,0.626161526,1.889840063,0.400034711,1.763539773,1.639445023
PF3D7_0215200,2.494161558,3.28873188,3.534133317,3.005319948,3.856005537,3.013580636
PF3D7_0215300,1.422550521,1.812214909,1.448097412,1.444506162,1.603631903,1.344389844
PF3D7_0215400,2.394708445,3.26012979,2.417686718,2.543110901,2.528376762,2.303015021
PF3D7_0215500,2.409932192,3.051818967,3.175926777,2.601108045,4.151858707,2.862776839
PF3D7_0215600,2.95219848,3.579219392,3.445268235,1.803981114,2.918244,2.887129891
PF3D7_0215700,1.509015346,1.648716662,2.013828193,1.988516203,1.532806646,2.293774518
PF3D7_0215800,0.207977271,0.698602535,0.756969272,0.67202042,0.807547411,0.592155939
PF3D7_0216000,0.715469216,1.616714875,1.406088669,1.542671931,1.55224208,1.228631876
PF3D7_0216100,2.104343854,3.249418597,2.370589755,2.208081156,1.787248451,2.611923965
PF3D7_0216200,2.352533682,2.550530232,2.590259791,1.921902145,2.773736754,2.845746776
PF3D7_0216300,1.84383601,2.421921538,2.050148042,1.938968558,2.524498794,2.3417404
PF3D7_0216400,0.74087791,1.311132487,1.360293629,1.069388628,1.239591628,1.03809786
PF3D7_0216500,0.555456251,1.268221012,1.781675926,0.885326681,1.437904325,1.15406229
PF3D7_0216600,1.572246078,1.878911534,3.142411423,1.146509498,3.058791796,2.916850947
PF3D7_0216700.1,0.839320785,1.426399095,2.841712547,1.379112501,3.250553601,2.390526627
PF3D7_0216800,0.407113037,0.824862218,0.564128609,0.679516949,0.477376384,0.703551969
PF3D7_0216900,0.863282428,0.945017147,2.054253328,0.737846259,2.120110933,1.686048199
PF3D7_0217100,0.219705169,0.59874901,0.668466801,0.59470604,0.588497813,0.79951335
PF3D7_0217200,1.601456008,3.013780776,2.513946628,2.121349597,3.262752835,3.876762332
PF3D7_0217300,2.000408058,3.562525724,2.369810285,3.619726981,3.053179428,3.182437857
PF3D7_0217400,0.646718433,0.909363912,1.154718953,0.502413656,1.561889077,1.623766389
PF3D7_0217500,0.656650712,0.599644904,1.028779028,0.448796141,0.883063896,0.755464053
PF3D7_0217600,1.455377157,2.712175573,2.294337117,2.027243632,2.038822403,1.842656182
PF3D7_0217700,3.140530863,3.620726598,3.191054723,3.127396884,4.339765549,3.615639052
PF3D7_0217800,0.889333109,0.809273389,1.423408938,0.706224715,1.2449081,1.32744188
PF3D7_0217900,0.191892303,0.74707613,1.02408191,0.777992869,1.11292007,1.356163135
PF3D7_0218000,0.418364051,0.518671018,1.291589803,0.296458916,1.168359383,1.199989347
PF3D7_0218200,1.03970999,1.288891589,3.143192656,1.288312278,3.481969125,2.922031067
PF3D7_0218300,0.518993338,0.7423697,0.99366512,0.791100442,0.907677498,1.03989965
PF3D7_0218400,1.556775566,2.445183271,1.758962794,1.285901547,1.350213148,1.196120672
PF3D7_0218500,2.458896136,1.722082982,4.349200088,2.347917409,3.344906969,4.508460971
PF3D7_0218600,1.184154393,1.37285729,2.081208883,1.636157038,2.41229688,1.631327932
PF3D7_0218700,1.827203178,2.924045543,3.173348783,1.787595648,3.359473165,2.863930095
PF3D7_0219100,2.228058658,2.330289822,2.150281309,2.017308248,2.233425058,0.817844748
PF3D7_0219200,1.411635648,1.887593898,3.064354325,1.41606077,3.319120645,3.396182135
PF3D7_0219300,2.562189972,3.104855436,3.092411429,1.452593388,1.632432502,1.648369557
PF3D7_0219400.1,1.349826758,1.470595685,3.237137364,1.254898623,3.342862439,3.757940417
PF3D7_0219400.2,2.218067612,2.486004783,2.440156373,1.542826914,3.268597584,2.805006415
PF3D7_0219500,0.354242531,0.686433092,1.182675889,0.467716073,0.979998185,0.748986714
PF3D7_0219600,0.31589315,0.637687675,0.810303622,0.660658679,0.864539687,0.580041397
PF3D7_0219700,1.007101226,2.171403325,1.601541031,1.829019713,0.763108754,1.573339971
PF3D7_0219800,2.028684897,1.971843402,2.058998287,0.815329624,1.481986664,1.793315652
PF3D7_0219900,2.126555347,2.113516573,1.922152266,0.536950749,1.904648448,1.857025594
PF3D7_0220000,0.66754903,0.603861493,1.206975327,0.449206382,1.295046468,1.178266946
PF3D7_0220100,1.015524775,1.426856199,1.348247242,1.171299743,1.55177017,1.294480188
PF3D7_0220200,1.238703315,2.080546135,2.096793874,1.670484327,2.034548324,1.118381674
PF3D7_0220300,1.515691005,1.684140018,1.954812222,1.364174091,1.585657312,0.920145668
PF3D7_0220400,1.892803668,2.134437513,3.457047001,1.298164414,3.092665937,2.418556473
PF3D7_0220500,2.089360876,2.97034325,5.103180739,2.512148247,5.496884257,4.783605344
PF3D7_0220600,2.219806294,2.898432782,2.64787015,1.839411336,2.445479617,1.6018906
PF3D7_0220700,1.492345747,2.2473084,1.562341951,1.395224162,1.146499801,1.447949405
PF3D7_0220800,0.376419016,0.72485715,0.796143215,0.523095324,0.869670711,1.209932532
PF3D7_0221700,1.864001836,2.395886715,3.801254409,1.717939602,4.26610102,3.5037544
PF3D7_0301200,0.89916506,2.047183108,1.698668033,1.521943133,1.389690911,0.991610233
PF3D7_0301300,2.428991592,4.052814197,3.358967247,2.836110534,2.390019916,1.532128116
PF3D7_0301400,0.74599654,0.857730024,1.167298593,0.807365951,0.931283185,0.946778096
PF3D7_0301500,1.954854813,2.360864423,2.562881682,1.594507069,2.180739825,2.601811869
PF3D7_0301600,1.680793614,2.498151859,2.90416318,2.34672451,3.548522059,2.449962135
PF3D7_0301700,0.65230659,0.928594557,2.024148917,1.073700503,2.043451915,1.270972018
PF3D7_0301800,0.26875043,0.895974496,1.046020684,0.800499135,0.979315854,0.258148733
PF3D7_0302000,1.196204894,1.091311479,1.88310884,0.7806136,1.336619313,1.401195969
PF3D7_0302100,1.938949875,2.083776813,3.912621464,1.529114122,4.255514845,3.393658676
PF3D7_0302200,2.123885413,2.665340043,3.014028656,2.28042738,2.867693879,3.402515937
PF3D7_0302500,0.514471883,0.417836348,0.605830851,0.625172231,0.956940465,0.623801069
PF3D7_0302600,0.556970206,0.98810738,1.322450394,0.856683669,1.561947937,0.948428531
PF3D7_0302800,1.838789105,3.188722042,3.730042592,1.836855411,3.094082498,3.142596103
PF3D7_0302900,1.124497242,2.031558778,1.723462529,1.416508309,1.968900231,2.256643168
PF3D7_0303000,1.140689194,1.421414,1.832437888,1.021389373,1.81319568,1.884754872
PF3D7_0303100,0.800374486,1.174877282,0.759679017,0.64164092,0.621096944,0.948492856
PF3D7_0303200,0.431467982,1.014932392,1.147427996,0.85220485,1.070528403,0.65926085
PF3D7_0303300,2.233810868,3.212040798,3.052361373,3.118946845,2.893847272,3.121334128
PF3D7_0303400,0.405965923,0.760934595,1.367690976,0.692613006,1.441791228,1.850914733
PF3D7_0303500,0.483796828,1.119116818,1.896422488,1.026348042,2.187768369,1.457467646
PF3D7_0303700,0.563744706,0.450195921,1.070624546,0.72121412,1.306537069,0.978065574
PF3D7_0304000,1.969010029,1.818920029,3.209029621,2.338826727,2.37741443,2.861782727
PF3D7_0304100,0.758894156,2.282108725,3.001379791,2.582350235,3.356879846,1.26095874
PF3D7_0304200,2.146079334,2.946961161,3.106774032,2.557108084,3.116804101,2.800409963
PF3D7_0304300,2.075905776,2.388074255,2.040159004,1.02156745,3.501711945,3.452048169
PF3D7_0304400.1,4.000053206,3.822640626,4.421538855,3.23330283,3.059669829,3.426417671
PF3D7_0304600,2.387427941,2.09397781,3.365655377,1.698886293,3.248969424,3.541942187
PF3D7_0304900,1.565688383,1.923962615,3.207982276,1.066888262,2.603389177,2.541176433
PF3D7_0305000,0.520904098,0.826761736,0.959692338,0.381369399,0.986774147,1.031229642
PF3D7_0305100,0.674051266,0.895313463,1.565219394,0.895687897,1.941208967,1.551705637
PF3D7_0305200,2.841281834,3.294621121,3.799221983,2.07751677,4.527757528,4.021601836
PF3D7_0305300,1.099793209,2.140652187,1.13098857,1.399129882,1.450758624,2.0509461
PF3D7_0305400,1.334093701,1.02856282,2.285111888,1.328812634,2.285049956,1.851961546
PF3D7_0305500,2.063128415,2.580194805,2.969359457,2.373579405,2.991636442,2.328206267
PF3D7_0305600,0.252141858,0.567943253,1.125117307,0.4485427,0.963610089,0.95915287
PF3D7_0305700,0.998731031,0.935597128,2.515249046,1.259884381,2.702181067,2.036265946
PF3D7_0305800,1.712155107,1.520432597,4.406759584,1.576418269,4.550054513,3.449004526
PF3D7_0306100,1.995679865,3.399322818,2.95317522,3.140855346,3.289344016,3.066724002
PF3D7_0306200,1.418417565,1.741040529,2.151137345,0.920184713,2.330158928,2.017632229
PF3D7_0306300,1.297947771,1.255843332,2.247752035,0.848460367,2.225144825,2.34527369
PF3D7_0306400,0.176245974,0.489737982,1.431135474,0.487842025,1.502326344,1.566753823
PF3D7_0306500,0.428166417,0.564194014,0.678105229,0.48795551,0.422490204,0.708813332
PF3D7_0306700,1.463343371,1.751987263,2.453570749,1.395893357,2.956487627,2.603853921
PF3D7_0306800,1.115669712,1.418746771,2.305326427,0.89760882,2.620904118,2.194739117
PF3D7_0306900,1.475261938,1.761060507,1.812503899,1.049892231,2.497716379,2.101457983
PF3D7_0307100,2.590724075,2.621185969,3.384145778,1.256000611,4.024778641,3.76142998
PF3D7_0307200,3.891682893,4.493901618,3.190884173,1.710139545,2.773119514,2.47454008
PF3D7_0307300,2.83800872,2.954913576,3.603079204,1.357785631,3.866874989,3.49567297
PF3D7_0307400,0.310600002,0.402662326,0.574267884,0.315565987,0.603774322,0.611831214
PF3D7_0307600,0.450224981,0.833501584,1.132740241,0.80414839,1.22182952,0.888085411
PF3D7_0307700,0.45285815,0.839084672,1.970256388,0.876555691,1.967309762,1.59404016
PF3D7_0307800,1.620979046,2.331637749,2.688625693,1.057273653,2.552511191,2.209487524
PF3D7_0307900,0.902166392,1.32469077,1.910291623,1.19175215,2.482767642,1.491988309
PF3D7_0308100,0.50463812,0.927332066,0.796701875,0.567625268,0.393998799,0.596586902
PF3D7_0308200,0.701588119,0.981529688,0.740418412,1.012657768,0.878836459,0.70085474
PF3D7_0308300,1.161566774,2.065244807,2.53729836,1.928324965,2.549157707,1.713756128
PF3D7_0308500,0.471720778,0.530997555,0.896171302,0.65544476,0.771047168,0.74977624
PF3D7_0308600,1.965456547,2.172840204,1.385624188,0.917196971,1.651173855,1.792139684
PF3D7_0308700,0.69523297,1.449235722,2.099044158,1.321135284,2.084062872,0.978571795
PF3D7_0308800,0.62673823,0.980047214,0.904365396,0.890801843,0.651885513,1.094853155
PF3D7_0308900,2.636430785,2.29181374,2.384901428,1.355625423,2.239893466,1.900456728
PF3D7_0309000,1.573056253,3.208221002,2.443031058,2.437963183,2.318383276,2.667182831
PF3D7_0309200,0.843173633,1.322815415,1.885817442,0.987743319,1.795119912,1.400859882
PF3D7_0309300,1.245011732,1.904929063,1.704083669,1.465109016,1.886162256,1.766248325
PF3D7_0309500,1.578891421,1.552440555,3.739058307,1.295710006,3.562458527,2.862411784
PF3D7_0309600,1.132945711,1.621912007,1.52427855,1.135918836,1.729938645,1.704398633
PF3D7_0309700,1.950175754,2.551443422,2.381328441,1.496246282,2.412471079,2.417583835
PF3D7_0309800,1.608166414,1.355359067,1.641832847,0.968978636,1.169775643,0.947090991
PF3D7_0309900,0.496931164,1.205187819,1.366050085,1.161556157,1.409909807,0.990700837
PF3D7_0310200,2.638522811,2.560246728,3.851219324,2.49538652,4.799018279,3.695670384
PF3D7_0310300,2.429326057,2.392319425,2.339573829,1.144168658,2.320567817,1.907623133
PF3D7_0310400,0.218767229,0.818096342,0.801647121,0.741071418,0.638792708,0.783852396
PF3D7_0310500,0.971872322,1.890217382,1.409429596,1.219777088,1.332545452,1.304489369
